Year,Види економічної діяльності,Область,Value
2021,"Ремонт побутових приладів, домашнього та садового обладнання",,
2021,Ремонт взуття та шкіряних виробів,,
2021,Ремонт меблів і домашнього начиння,,
2021,Ремонт годинників і ювелірних виробів,,
2021,Ремонт інших побутових виробів і предметів особистого вжитку,,
2021,Прання та хімічне чищення текстильних і хутряних виробів,,
2021,Надання послуг перукарнями та салонами краси,,
2021,Організування поховань і надання суміжних послуг,,
2021,Діяльність із забезпечення фізичного комфорту,,
2021,"Надання інших індивідуальних послуг, н.в.і.у.",,
2021,Діяльність домашніх господарств як роботодавців для домашньої прислуги,,
2021,Діяльність домашніх господарств як виробників товарів для власного споживання,,
2021,Діяльність домашніх господарств як виробників послуг для власного споживання,,
2021,Діяльність екстериторіальних організацій і органів,,
2021,Відсутній код за КВЕД-2010,,
2021,,Автономна Республіка Крим,
2021,,Вінницька,
2021,,Волинська,
2021,,Дніпропетровська,
2021,,Донецька,
2021,,Житомирська,
2021,,Закарпатська,
2021,,Запорізька,
2021,,Івано-Франківська,
2021,,Київська,
2021,,Кіровоградська,
2021,,Луганська,
2021,,Львівська,
2021,,Миколаївська,
2021,,Одеська,
2021,,Полтавська,
2021,,Рівненська,
2021,,Сумська,
2021,,Тернопільська,
2021,,Харківська,
2021,,Херсонська,
2021,,Хмельницька,
2021,,Черкаська,
2021,,Чернівецька,
2021,,Чернігівська,
2021,,м. Київ,
2021,,м. Севастополь,
2022,,,46.9
2022,"Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",,15.2
2022,Вирощування рису,,22.2
2022,"Вирощування овочів і баштанних культур, коренеплодів і бульбоплодів",,26.0
2022,Вирощування тютюну,,
2022,Вирощування прядивних культур,,66.7
2022,Вирощування інших однорічних і дворічних культур,,40.8
2022,Вирощування винограду,,22.0
2022,Вирощування тропічних і субтропічних фруктів,,
2022,Вирощування тропічних і субтропічних фруктів,,50.0
2022,Вирощування зерняткових і кісточкових фруктів,,23.8
2022,"Вирощування ягід, горіхів, інших плодових дерев і чагарників",,29.6
2022,Вирощування олійних плодів,,
2022,"Вирощування пряних, ароматичних і лікарських культур",,32.8
2022,Вирощування інших багаторічних культур,,29.9
2022,Відтворення рослин,,37.3
2022,Розведення великої рогатої худоби молочних порід,,35.2
2022,Розведення іншої великої рогатої худоби та буйволів,,14.9
2022,Розведення коней та інших тварин родини конячих,,20.0
2022,Розведення овець і кіз,,30.7
2022,Розведення свиней,,21.5
2022,Розведення свійської птиці,,30.8
2022,Розведення інших тварин,,24.8
2022,Змішане сільське господарство,,20.1
2022,Допоміжна діяльність у рослинництві,,17.9
2022,Допоміжна діяльність у тваринництві,,31.0
2022,Післяурожайна діяльність,,15.2
2022,Оброблення насіння для відтворення,,17.4
2022,"Мисливство, відловлювання тварин і надання пов'язаних із ними послуг",,25.0
2022,Лісівництво та інша діяльність у лісовому господарстві,,22.6
2022,Лісозаготівлі,,15.4
2022,Збирання дикорослих недеревних продуктів,,35.6
2022,Надання допоміжних послуг у лісовому господарстві,,20.4
2022,Морське рибальство,,13.1
2022,Прісноводне рибальство,,15.6
2022,Морське рибництво (аквакультура),,7.1
2022,Прісноводне рибництво (аквакультура),,13.9
2022,Добування бурого вугілля,,100.0
2022,"Добування декоративного та будівельного каменю, вапняку, гіпсу, крейди та глинистого сланцю",,22.2
2022,"Добування піску, гравію, глин і каоліну",,11.4
2022,"Добування інших корисних копалин та розроблення кар'єрів, н.в.і.у.",,50.0
2022,Надання допоміжних послуг у сфері добування інших корисних копалин та розроблення кар'єрів,,26.7
2022,Виробництво м'яса,,30.0
2022,Виробництво м'яса свійської птиці,,31.6
2022,Виробництво м'ясних продуктів,,35.3
2022,"Перероблення та консервування риби, ракоподібних і молюсків",,34.0
2022,Перероблення та консервування картоплі,,20.0
2022,Виробництво фруктових і овочевих соків,,50.0
2022,Інші види перероблення та консервування фруктів і овочів,,42.2
2022,Виробництво олії та тваринних жирів,,23.8
2022,Виробництво маргарину і подібних харчових жирів,,70.0
2022,"Перероблення молока, виробництво масла та сиру",,37.1
2022,Виробництво морозива,,39.3
2022,Виробництво продуктів борошномельно-круп'яної промисловості,,21.8
2022,"Виробництво хліба та хлібобулочних виробів; виробництво борошняних кондитерських виробів, тортів і тістечок нетривалого зберігання",,56.4
2022,"Виробництво сухарів і сухого печива; виробництво борошняних кондитерських виробів, тортів і тістечок тривалого зберігання",,56.3
2022,Виробництво макаронних виробів та подібних борошняних виробів,,46.0
2022,Виробництво цукру,,50.0
2022,"Виробництво какао, шоколаду та цукрових кондитерських виробів",,53.0
2022,Виробництво чаю та кави,,36.5
2022,Виробництво прянощів і приправ,,33.3
2022,Виробництво готової їжі та страв,,56.0
2022,Виробництво дитячого харчування та дієтичних харчових продуктів,,40.6
2022,"Виробництво інших харчових продуктів, н.в.і.у.",,48.2
2022,"Виробництво готових кормів для тварин, що утримуються на фермах",,25.5
2022,Виробництво готових кормів для домашніх тварин,,28.7
2022,Виробництво виноградних вин,,
2022,Виробництво сидру та інших плодово-ягідних вин,,14.3
2022,Виробництво інших недистильованих напоїв із зброджуваних продуктів,,33.3
2022,Виробництво пива,,16.7
2022,"Виробництво безалкогольних напоїв; виробництво мінеральних вод та інших вод, розлитих у пляшки",,31.8
2022,Виробництво тютюнових виробів,,
2022,Підготування та прядіння текстильних волокон,,54.5
2022,Ткацьке виробництво,,42.9
2022,Оздоблення текстильних виробів,,52.9
2022,Виробництво трикотажного полотна,,73.7
2022,"Виробництво готових текстильних виробів, крім одягу",,67.2
2022,Виробництво килимів і килимових виробів,,31.3
2022,"Виробництво канатів, мотузок, шпагату та сіток",,31.9
2022,"Виробництво нетканих текстильних матеріалів та виробів із них, крім одягу",,35.2
2022,Виробництво інших текстильних виробів технічного та промислового призначення,,45.9
2022,"Виробництво інших текстильних виробів, н.в.і.у.",,64.1
2022,Виробництво одягу зі шкіри,,72.0
2022,Виробництво робочого одягу,,63.7
2022,Виробництво іншого верхнього одягу,,76.4
2022,Виробництво спіднього одягу,,75.5
2022,Виробництво іншого одягу й аксесуарів,,77.8
2022,Виготовлення виробів із хутра,,60.0
2022,Виробництво панчішно-шкарпеткових виробів,,33.3
2022,Виробництво іншого трикотажного та в'язаного одягу,,70.6
2022,Дублення шкур і оздоблення шкіри; вичинка та фарбування хутра,,13.0
2022,"Виробництво дорожніх виробів, сумок, лимарно-сідельних виробів зі шкіри та інших матеріалів",,38.2
2022,Виробництво взуття,,31.2
2022,Лісопильне та стругальне виробництво,,18.4
2022,"Виробництво фанери, дерев'яних плит і панелей, шпону",,22.6
2022,Виробництво інших дерев'яних будівельних конструкцій і столярних виробів,,9.2
2022,Виробництво дерев'яної тари,,25.9
2022,"Виробництво інших виробів з деревини; виготовлення виробів з корка, соломки та рослинних матеріалів для плетіння",,19.6
2022,Виробництво паперової маси,,28.6
2022,Виробництво паперу та картону,,25.0
2022,"Виробництво гофрованого паперу та картону, паперової та картонної тари",,34.4
2022,Виробництво паперових виробів господарсько-побутового та санітарно-гігієнічного призначення,,32.3
2022,Виробництво паперових канцелярських виробів,,41.0
2022,Виробництво шпалер,,33.3
2022,Виробництво інших виробів з паперу та картону,,49.2
2022,Друкування газет,,31.5
2022,Друкування іншої продукції,,38.9
2022,Виготовлення друкарських форм і надання інших поліграфічних послуг,,40.8
2022,Брошурувально-палітурна діяльність і надання пов'язаних із нею послуг,,59.5
2022,"Тиражування звуко-, відеозаписів і програмного забезпечення",,26.4
2022,Виробництво коксу та коксопродуктів,,
2022,Виробництво продуктів нафтоперероблення,,16.7
2022,Виробництво промислових газів,,7.7
2022,Виробництво барвників і пігментів,,25.0
2022,Виробництво інших основних неорганічних хімічних речовин,,38.1
2022,Виробництво інших основних органічних хімічних речовин,,21.0
2022,Виробництво добрив і азотних сполук,,21.1
2022,Виробництво пластмас у первинних формах,,11.4
2022,Виробництво синтетичного каучуку в первинних формах,,
2022,Виробництво пестицидів та іншої агрохімічної продукції,,18.2
2022,"Виробництво фарб, лаків і подібної продукції, друкарської фарби та мастик",,21.3
2022,"Виробництво мила та мийних засобів, засобів для чищення та полірування",,31.6
2022,Виробництво парфумних і косметичних засобів,,70.7
2022,Виробництво вибухових речовин,,100.0
2022,Виробництво клеїв,,14.3
2022,Виробництво ефірних олій,,50.0
2022,"Виробництво іншої хімічної продукції, н.в.і.у.",,29.5
2022,Виробництво штучних і синтетичних волокон,,
2022,Виробництво основних фармацевтичних продуктів,,28.6
2022,Виробництво фармацевтичних препаратів і матеріалів,,27.8
2022,"Виробництво гумових шин, покришок і камер; відновлення протектора гумових шин і покришок",,18.5
2022,Виробництво інших гумових виробів,,22.8
2022,"Виробництво плит, листів, труб і профілів із пластмас",,27.7
2022,Виробництво тари з пластмас,,27.1
2022,Виробництво будівельних виробів із пластмас,,18.6
2022,Виробництво інших виробів із пластмас,,20.3
2022,Виробництво листового скла,,
2022,Формування й оброблення листового скла,,13.7
2022,Виробництво порожнистого скла,,25.0
2022,Виробництво скловолокна,,
2022,"Виробництво й оброблення інших скляних виробів, у тому числі технічних",,26.2
2022,Виробництво вогнетривких виробів,,12.5
2022,Виробництво керамічних плиток і плит,,29.4
2022,"Виробництво цегли, черепиці та інших будівельних виробів із випаленої глини",,27.5
2022,Виробництво господарських і декоративних керамічних виробів,,38.4
2022,Виробництво керамічних санітарно-технічних виробів,,42.9
2022,Виробництво керамічних електроізоляторів та ізоляційної арматури,,33.3
2022,Виробництво інших керамічних виробів,,26.9
2022,Виробництво цементу,,33.3
2022,Виробництво вапна та гіпсових сумішей,,25.8
2022,Виготовлення виробів із бетону для будівництва,,16.0
2022,Виготовлення виробів із гіпсу для будівництва,,25.0
2022,"Виробництво бетонних розчинів, готових для використання",,24.6
2022,Виробництво сухих будівельних сумішей,,11.4
2022,Виготовлення виробів із волокнистого цементу,,
2022,"Виробництво інших виробів із бетону, гіпсу та цементу",,13.2
2022,"Різання, оброблення та оздоблення декоративного та будівельного каменю",,15.4
2022,Виробництво абразивних виробів,,21.4
2022,"Виробництво неметалевих мінеральних виробів, н.в.і.у.",,26.7
2022,"Виробництво чавуну, сталі та феросплавів",,
2022,"Виробництво труб, порожнистих профілів і фітингів зі сталі",,11.1
2022,Холодне волочіння прутків і профілів,,33.3
2022,Холодний прокат вузької штаби,,
2022,Холодне штампування та гнуття,,18.5
2022,Холодне волочіння дроту,,
2022,Виробництво дорогоцінних металів,,50.0
2022,"Виробництво свинцю, цинку й олова",,
2022,Виробництво інших кольорових металів,,
2022,Лиття чавуну,,16.7
2022,Лиття сталі,,27.3
2022,Лиття легких кольорових металів,,10.0
2022,Лиття інших кольорових металів,,10.0
2022,Виробництво будівельних металевих конструкцій і частин конструкцій,,11.2
2022,Виробництво металевих дверей і вікон,,11.6
2022,Виробництво радіаторів і  котлів центрального опалення,,11.5
2022,"Виробництво інших металевих баків, резервуарів і контейнерів",,12.7
2022,"Виробництво парових котлів, крім котлів центрального опалення",,3.8
2022,"Кування, пресування, штампування, профілювання; порошкова металургія",,8.4
2022,Оброблення металів та нанесення покриття на метали,,11.3
2022,Механічне оброблення металевих виробів,,10.2
2022,Виробництво столових приборів,,5.3
2022,Виробництво замків і дверних петель,,10.4
2022,Виробництво інструментів,,10.4
2022,Виробництво сталевих бочок і подібних контейнерів,,11.8
2022,Виробництво легких металевих паковань,,
2022,"Виробництво виробів із дроту, ланцюгів і пружин",,15.4
2022,Виробництво кріпильних і ґвинтонарізних виробів,,18.8
2022,"Виробництво інших готових металевих виробів, н.в.і.у.",,12.5
2022,Виробництво електронних компонентів,,25.9
2022,Виробництво змонтованих електронних плат,,18.6
2022,Виробництво комп'ютерів і периферійного устатковання,,15.1
2022,Виробництво обладнання зв'язку,,7.1
2022,"Виробництво електронної апаратури побутового призначення для приймання, записування та відтворювання звуку й зображення",,13.0
2022,"Виробництво інструментів і обладнання для вимірювання, дослідження та навігації",,16.9
2022,Виробництво годинників,,16.7
2022,"Виробництво радіологічного, електромедичного й електротерапевтичного устатковання",,35.7
2022,Виробництво оптичних приладів і фотографічного устатковання,,40.9
2022,"Виробництво електродвигунів, генераторів і трансформаторів",,18.5
2022,Виробництво електророзподільчої та контрольної апаратури,,6.7
2022,Виробництво батарей і акумуляторів,,
2022,Виробництво волоконно-оптичних кабелів,,
2022,Виробництво інших видів електронних і електричних проводів та кабелів,,11.1
2022,Виробництво електромонтажних пристроїв,,12.5
2022,Виробництво електричного освітлювального устатковання,,13.4
2022,Виробництво електричних побутових приладів,,19.6
2022,Виробництво неелектричних побутових приладів,,
2022,Виробництво іншого електричного устатковання,,16.2
2022,"Виробництво двигунів і турбін, крім авіаційних, автотранспортних і мотоциклетних двигунів",,
2022,Виробництво гідравлічного та пневматичного устатковання,,11.9
2022,Виробництво інших помп і компресорів,,14.3
2022,Виробництво інших кранів і клапанів,,
2022,"Виробництво підшипників, зубчастих передач, елементів механічних передач і приводів",,7.7
2022,"Виробництво духових шаф, печей і пічних пальників",,5.9
2022,Виробництво підіймального та вантажно-розвантажувального устатковання,,20.6
2022,Виробництво ручних електромеханічних і пневматичних інструментів,,25.0
2022,Виробництво промислового холодильного та вентиляційного устатковання,,16.3
2022,"Виробництво інших машин і устатковання загального призначення, н.в.і.у.",,11.9
2022,Виробництво машин і устатковання для сільського та лісового господарства,,21.1
2022,Виробництво металообробних машин,,16.7
2022,Виробництво інших верстатів,,25.0
2022,Виробництво машин і устатковання для металургії,,12.5
2022,Виробництво машин і устатковання для добувної промисловості та будівництва,,13.0
2022,"Виробництво машин і устатковання для виготовлення харчових продуктів і напоїв, перероблення тютюну",,6.5
2022,"Виробництво машин і устатковання для виготовлення текстильних, швейних, хутряних і шкіряних виробів",,11.1
2022,Виробництво машин і устатковання для виготовлення паперу та картону,,
2022,Виробництво машин і устатковання для виготовлення пластмас і гуми,,26.7
2022,"Виробництво інших машин і устатковання спеціального призначення, н.в.і.у.",,16.7
2022,Виробництво автотранспортних засобів,,20.0
2022,"Виробництво кузовів для автотранспортних засобів, причепів і напівпричепів",,11.8
2022,Виробництво електричного й електронного устатковання для автотранспортних засобів,,21.4
2022,"Виробництво інших вузлів, деталей і приладдя для автотранспортних засобів",,15.5
2022,Будування суден і плавучих конструкцій,,10.0
2022,Будування прогулянкових і спортивних човнів,,17.9
2022,Виробництво залізничних локомотивів і рухомого складу,,
2022,"Виробництво повітряних і космічних літальних апаратів, супутнього устатковання",,8.3
2022,Виробництво військових транспортних засобів,,
2022,Виробництво мотоциклів,,
2022,"Виробництво велосипедів, дитячих та інвалідних колясок",,15.8
2022,"Виробництво інших транспортних засобів і обладнання, н.в.і.у.",,33.3
2022,Виробництво меблів для офісів і підприємств торгівлі,,14.7
2022,Виробництво кухонних меблів,,9.9
2022,Виробництво матраців,,36.8
2022,Виробництво інших меблів,,16.3
2022,Карбування монет,,
2022,Виробництво ювелірних і подібних виробів,,22.1
2022,Виробництво біжутерії та подібних виробів,,63.2
22,Виробництво музичних інструментів,,12.5
2022,Виробництво спортивних товарів,,22.3
2022,Виробництво ігор та іграшок,,43.0
2022,Виробництво медичних і стоматологічних інструментів і матеріалів,,17.7
2022,Виробництво мітел і щіток,,22.2
2022,"Виробництво іншої продукції, н.в.і.у.",,37.5
2022,Ремонт і технічне обслуговування готових металевих виробів,,9.8
2022,Ремонт і технічне обслуговування машин і устатковання промислового призначення,,11.4
2022,Ремонт і технічне обслуговування електронного й оптичного устатковання,,9.9
2022,Ремонт і технічне обслуговування електричного устатковання,,12.5
2022,Ремонт і технічне обслуговування суден і човнів,,18.1
2022,Ремонт і технічне обслуговування повітряних і космічних літальних апаратів,,
2022,Ремонт і технічне обслуговування інших транспортних засобів,,7.0
2022,Ремонт і технічне обслуговування інших машин і устатковання,,9.1
2022,Установлення та монтаж машин і устатковання,,11.3
2022,Виробництво електроенергії,,24.0
2022,Передача електроенергії,,50.0
2022,Розподілення електроенергії,,
2022,Торгівля електроенергією,,30.0
2022,Розподілення газоподібного палива через місцеві (локальні) трубопроводи,,20.0
2022,"Постачання пари, гарячої води та кондиційованого повітря",,33.3
2022,Забір очищення та постачання води,,28.2
2022,"Каналізація, відведення й очищення стічних вод",,14.3
2022,Збирання безпечних відходів,,30.9
2022,Збирання небезпечних відходів,,
2022,Оброблення та видалення безпечних відходів,,21.1
2022,Оброблення та видалення небезпечних відходів,,33.3
2022,Демонтаж (розбирання) машин і устатковання,,4.7
2022,Відновлення відсортованих відходів,,23.8
2022,Інша діяльність щодо поводження з відходами,,18.6
2022,Організація будівництва будівель,,17.2
2022,Будівництво житлових і нежитлових будівель,,13.0
2022,Будівництво доріг і автострад,,17.7
2022,Будівництво залізниць і метрополітену,,14.3
2022,Будівництво трубопроводів,,14.2
2022,Будівництво споруд електропостачання та телекомунікацій,,12.4
2022,Будівництво водних споруд,,6.1
2022,"Будівництво інших споруд, н.в.і.у.",,16.2
2022,Знесення,,11.0
2022,Підготовчі роботи на будівельному майданчику,,17.4
2022,Розвідувальне буріння,,8.6
2022,Електромонтажні роботи,,10.6
2022,"Монтаж водопровідних мереж, систем опалення та кондиціонування",,9.9
2022,Інші будівельно-монтажні роботи,,20.5
2022,Штукатурні роботи,,14.1
2022,Установлення столярних виробів,,11.7
2022,Покриття підлоги й облицювання стін,,9.2
2022,Малярні роботи та скління,,16.0
2022,Інші роботи із завершення будівництва,,11.5
2022,Покрівельні роботи,,9.0
2022,"Інші спеціалізовані будівельні роботи, н.в.і.у.",,12.4
2022,Торгівля автомобілями та легковими автотранспортними засобами,,14.8
2022,Торгівля іншими автотранспортними засобами,,17.1
2022,Технічне обслуговування та ремонт автотранспортних засобів,,10.6
2022,Оптова торгівля деталями та приладдям для автотранспортних засобів,,26.9
2022,Роздрібна торгівля деталями та приладдям для автотранспортних засобів,,24.6
22,"Торгівля мотоциклами, деталями та приладдям до них, технічне обслуговування і ремонт мотоциклів",,20.2
2022,"Діяльність посередників у торгівлі сільськогосподарською сировиною, живими тваринами, текстильною сировиною та напівфабрикатами",,29.9
2022,"Діяльність посередників у торгівлі паливом, рудами, металами та промисловими хімічними речовинами",,22.9
2022,"Діяльність посередників у торгівлі деревиною, будівельними матеріалами та санітарно-технічними виробами",,28.0
2022,"Діяльність посередників у торгівлі машинами, промисловим устаткованням, суднами та літаками",,18.7
2022,"Діяльність посередників у торгівлі меблями, господарськими товарами, залізними та іншими металевими виробами",,39.3
2022,"Діяльність посередників у торгівлі текстильними виробами, одягом, хутром, взуттям і шкіряними виробами",,55.3
2022,"Діяльність посередників у торгівлі продуктами харчування, напоями та тютюновими виробами",,33.2
2022,"Діяльність посередників, що спеціалізуються в торгівлі іншими товарами",,48.9
2022,Діяльність посередників у торгівлі товарами широкого асортименту,,43.7
2022,"Оптова торгівля зерном, необробленим тютюном, насінням і кормами для тварин",,31.3
2022,Оптова торгівля квітами та рослинами,,51.3
2022,Оптова торгівля живими тваринами,,31.4
2022,"Оптова торгівля шкірсировиною, шкурами та шкірою",,21.0
2022,Оптова торгівля фруктами й овочами,,35.2
2022,Оптова торгівля м'ясом і м'ясними продуктами,,39.6
2022,"Оптова торгівля молочними продуктами, яйцями, харчовими оліями та жирами",,38.5
2022,Оптова торгівля напоями,,40.2
2022,Оптова торгівля тютюновими виробами,,44.4
2022,"Оптова торгівля цукром, шоколадом і кондитерськими виробами",,40.4
2022,"Оптова торгівля кавою, чаєм, какао та прянощами",,35.2
2022,"Оптова торгівля іншими продуктами харчування, у тому числі рибою, ракоподібними і молюсками",,38.4
2022,"Неспеціалізована оптова торгівля продуктами харчування, напоями та тютюновими виробами",,40.4
2022,Оптова торгівля текстильними товарами,,45.8
2022,Оптова торгівля одягом і взуттям,,48.5
2022,"Оптова торгівля побутовими електротоварами й електронною апаратурою побутового призначення для приймання, записування, відтворювання звуку й зображення",,30.9
2022,"Оптова торгівля фарфором, скляним посудом і засобами для чищення",,43.5
2022,Оптова торгівля парфумними та косметичними товарами,,55.8
2022,Оптова торгівля фармацевтичними товарами,,49.7
2022,"Оптова торгівля меблями, килимами й освітлювальним приладдям",,42.5
2022,Оптова торгівля годинниками та ювелірними виробами,,50.5
2022,Оптова торгівля іншими товарами господарського призначення,,39.9
2022,"Оптова торгівля комп'ютерами, периферійним устаткованням і програмним забезпеченням",,31.0
2022,"Оптова торгівля електронним і телекомунікаційним устаткованням, деталями до нього",,32.3
2022,Оптова торгівля сільськогосподарськими машинами й устаткованням,,27.9
2022,Оптова торгівля верстатами,,26.0
2022,Оптова торгівля машинами й устаткованням для добувної промисловості та будівництва,,31.8
2022,"Оптова торгівля машинами й устаткованням для текстильного, швейного та трикотажного виробництва",,34.7
2022,Оптова торгівля офісними меблями,,41.0
2022,Оптова торгівля іншими офісними машинами й устаткованням,,40.0
2022,Оптова торгівля іншими машинами й устаткованням,,29.9
2022,"Оптова торгівля твердим, рідким, газоподібним паливом і подібними продуктами",,26.1
2022,Оптова торгівля металами та металевими рудами,,31.3
2022,"Оптова торгівля деревиною, будівельними матеріалами та санітарно-технічним обладнанням",,32.4
2022,"Оптова торгівля залізними виробами, водопровідним і опалювальним устаткованням і приладдям до нього",,28.7
2022,Оптова торгівля хімічними продуктами,,38.7
2022,Оптова торгівля іншими проміжними продуктами,,33.0
2022,Оптова торгівля відходами та брухтом,,26.5
2022,Неспеціалізована оптова торгівля,,37.6
2022,"Роздрібна торгівля в неспеціалізованих магазинах переважно продуктами харчування, напоями та тютюновими виробами",,65.0
2022,Інші види роздрібної торгівлі в неспеціалізованих магазинах,,60.5
2022,Роздрібна торгівля фруктами й овочами в спеціалізованих магазинах,,54.7
2022,Роздрібна торгівля м'ясом і м'ясними продуктами в спеціалізованих магазинах,,63.6
2022,"Роздрібна торгівля рибою, ракоподібними та молюсками в спеціалізованих магазинах",,58.3
2022,"Роздрібна торгівля хлібобулочними виробами, борошняними та цукровими кондитерськими виробами в спеціалізованих магазинах",,64.0
2022,Роздрібна торгівля напоями в спеціалізованих магазинах,,56.8
2022,Роздрібна торгівля тютюновими виробами в спеціалізованих магазинах,,54.3
2022,Роздрібна торгівля іншими продуктами харчування в спеціалізованих магазинах,,64.0
2022,Роздрібна торгівля пальним,,25.3
2022,"Роздрібна торгівля комп'ютерами, периферійним устаткованням і програмним забезпеченням у спеціалізованих магазинах",,24.9
2022,Роздрібна торгівля телекомунікаційним устаткованням у спеціалізованих магазинах,,29.4
2022,"Роздрібна торгівля в спеціалізованих магазинах електронною апаратурою побутового призначення для приймання, записування, відтворювання звуку й зображення",,26.9
2022,Роздрібна торгівля текстильними товарами в спеціалізованих магазинах,,74.4
2022,"Роздрібна торгівля залізними виробами, будівельними матеріалами та санітарно-технічними виробами в спеціалізованих магазинах",,37.0
2022,"Роздрібна торгівля килимами, килимовими виробами, покриттям для стін і підлоги в спеціалізованих магазинах",,47.9
2022,Роздрібна торгівля побутовими електротоварами в спеціалізованих магазинах,,36.7
2022,"Роздрібна торгівля меблями, освітлювальним приладдям та іншими товарами для дому в спеціалізованих магазинах",,53.5
2022,Роздрібна торгівля книгами в спеціалізованих магазинах,,61.2
2022,Роздрібна торгівля газетами та канцелярськими товарами в спеціалізованих магазинах,,65.1
2022,Роздрібна торгівля аудіо- та відеозаписами в спеціалізованих магазинах,,40.3
2022,Роздрібна торгівля спортивним інвентарем у спеціалізованих магазинах,,36.2
2022,Роздрібна торгівля іграми та іграшками в спеціалізованих магазинах,,66.9
2022,Роздрібна торгівля одягом у спеціалізованих магазинах,,73.8
2022,Роздрібна торгівля взуттям і шкіряними виробами в спеціалізованих магазинах,,66.9
2022,Роздрібна торгівля фармацевтичними товарами в спеціалізованих магазинах,,63.2
2022,Роздрібна торгівля медичними й ортопедичними товарами в спеціалізованих магазинах,,58.5
2022,Роздрібна торгівля косметичними товарами та туалетними приналежностями в спеціалізованих магазинах,,73.8
2022,"Роздрібна торгівля квітами, рослинами, насінням, добривами, домашніми тваринами та кормами для них у спеціалізованих магазинах",,70.3
2022,Роздрібна торгівля годинниками та ювелірними виробами в спеціалізованих магазинах,,63.6
2022,Роздрібна торгівля іншими невживаними товарами в спеціалізованих магазинах,,53.3
2022,Роздрібна торгівля уживаними товарами в магазинах,,63.2
2022,"Роздрібна торгівля з лотків і на ринках харчовими продуктами, напоями та тютюновими виробами",,64.3
2022,"Роздрібна торгівля з лотків і на ринках текстильними виробами, одягом і взуттям",,72.9
2022,Роздрібна торгівля з лотків і на ринках іншими товарами,,52.4
2022,"Роздрібна торгівля, що здійснюється фірмами поштового замовлення або через мережу Інтернет",,48.3
2022,Інші види роздрібної торгівлі поза магазинами,,41.1
2022,Пасажирський залізничний транспорт міжміського сполучення,,100.0
2022,Вантажний залізничний транспорт,,32.4
2022,Пасажирський наземний транспорт міського та приміського сполучення,,14.2
2022,Надання послуг таксі,,4.7
2022,"Інший пасажирський наземний транспорт, н.в.і.у.",,12.7
2022,Вантажний автомобільний транспорт,,11.1
