Year,Види економічної діяльності,Організаційно-правові форми господарювання,Область,Value
2021,"Оптова торгівля машинами й устаткованням для текстильного, швейного та трикотажного виробництва",,,
2021,Оптова торгівля офісними меблями,,,
2021,Оптова торгівля іншими офісними машинами й устаткованням,,,
2021,Оптова торгівля іншими машинами й устаткованням,,,
2021,"Оптова торгівля твердим, рідким, газоподібним паливом і подібними продуктами",,,
2021,Оптова торгівля металами та металевими рудами,,,
2021,"Оптова торгівля деревиною, будівельними матеріалами та санітарно-технічним обладнанням",,,
2021,"Оптова торгівля залізними виробами, водопровідним і опалювальним устаткованням і приладдям до нього",,,
2021,Оптова торгівля хімічними продуктами,,,
2021,Оптова торгівля іншими проміжними продуктами,,,
2021,Оптова торгівля відходами та брухтом,,,
2021,Неспеціалізована оптова торгівля,,,
2021,"Роздрібна торгівля в неспеціалізованих магазинах переважно продуктами харчування, напоями та тютюновими виробами",,,
2021,Інші види роздрібної торгівлі в неспеціалізованих магазинах,,,
2021,Роздрібна торгівля фруктами й овочами в спеціалізованих магазинах,,,
2021,Роздрібна торгівля м'ясом і м'ясними продуктами в спеціалізованих магазинах,,,
2021,"Роздрібна торгівля рибою, ракоподібними та молюсками в спеціалізованих магазинах",,,
2021,"Роздрібна торгівля хлібобулочними виробами, борошняними та цукровими кондитерськими виробами в спеціалізованих магазинах",,,
2021,Роздрібна торгівля напоями в спеціалізованих магазинах,,,
2021,Роздрібна торгівля тютюновими виробами в спеціалізованих магазинах,,,
2021,Роздрібна торгівля іншими продуктами харчування в спеціалізованих магазинах,,,
2021,Роздрібна торгівля пальним,,,
2021,"Роздрібна торгівля комп'ютерами, периферійним устаткованням і програмним забезпеченням у спеціалізованих магазинах",,,
2021,Роздрібна торгівля телекомунікаційним устаткованням у спеціалізованих магазинах,,,
2021,"Роздрібна торгівля в спеціалізованих магазинах електронною апаратурою побутового призначення для приймання, записування, відтворювання звуку й зображення",,,
2021,Роздрібна торгівля текстильними товарами в спеціалізованих магазинах,,,
2021,"Роздрібна торгівля залізними виробами, будівельними матеріалами та санітарно-технічними виробами в спеціалізованих магазинах",,,
2021,"Роздрібна торгівля килимами, килимовими виробами, покриттям для стін і підлоги в спеціалізованих магазинах",,,
2021,Роздрібна торгівля побутовими електротоварами в спеціалізованих магазинах,,,
2021,"Роздрібна торгівля меблями, освітлювальним приладдям та іншими товарами для дому в спеціалізованих магазинах",,,
2021,Роздрібна торгівля книгами в спеціалізованих магазинах,,,
2021,Роздрібна торгівля газетами та канцелярськими товарами в спеціалізованих магазинах,,,
2021,Роздрібна торгівля аудіо- та відеозаписами в спеціалізованих магазинах,,,
2021,Роздрібна торгівля спортивним інвентарем у спеціалізованих магазинах,,,
2021,Роздрібна торгівля іграми та іграшками в спеціалізованих магазинах,,,
2021,Роздрібна торгівля одягом у спеціалізованих магазинах,,,
2021,Роздрібна торгівля взуттям і шкіряними виробами в спеціалізованих магазинах,,,
2021,Роздрібна торгівля фармацевтичними товарами в спеціалізованих магазинах,,,
2021,Роздрібна торгівля медичними й ортопедичними товарами в спеціалізованих магазинах,,,
2021,Роздрібна торгівля косметичними товарами та туалетними приналежностями в спеціалізованих магазинах,,,
2021,"Роздрібна торгівля квітами, рослинами, насінням, добривами, домашніми тваринами та кормами для них у спеціалізованих магазинах",,,
2021,Роздрібна торгівля годинниками та ювелірними виробами в спеціалізованих магазинах,,,
2021,Роздрібна торгівля іншими невживаними товарами в спеціалізованих магазинах,,,
2021,Роздрібна торгівля уживаними товарами в магазинах,,,
2021,"Роздрібна торгівля з лотків і на ринках харчовими продуктами, напоями та тютюновими виробами",,,
2021,"Роздрібна торгівля з лотків і на ринках текстильними виробами, одягом і взуттям",,,
2021,Роздрібна торгівля з лотків і на ринках іншими товарами,,,
2021,"Роздрібна торгівля, що здійснюється фірмами поштового замовлення або через мережу Інтернет",,,
2021,Інші види роздрібної торгівлі поза магазинами,,,
2021,Пасажирський залізничний транспорт міжміського сполучення,,,
2021,Вантажний залізничний транспорт,,,
2021,Пасажирський наземний транспорт міського та приміського сполучення,,,
2021,Надання послуг таксі,,,
2021,"Інший пасажирський наземний транспорт, н.в.і.у.",,,
2021,Вантажний автомобільний транспорт,,,
2021,Надання послуг перевезення речей (переїзду),,,
2021,Трубопровідний транспорт,,,
2021,Пасажирський морський транспорт,,,
2021,Вантажний морський транспорт,,,
2021,Пасажирський річковий транспорт,,,
2021,Вантажний річковий транспорт,,,
2021,Пасажирський авіаційний транспорт,,,
2021,Вантажний авіаційний транспорт,,,
2021,Складське господарство,,,
2021,Допоміжне обслуговування наземного транспорту,,,
2021,Допоміжне обслуговування водного транспорту,,,
2021,Допоміжне обслуговування авіаційного транспорту,,,
2021,Транспортне оброблення вантажів,,,
2021,Інша допоміжна діяльність у сфері транспорту,,,
2021,Діяльність національної пошти,,,
2021,Інша поштова та кур'єрська діяльність,,,
2021,Діяльність готелів і подібних засобів тимчасового розміщування,,,
2021,Діяльність засобів розміщування на період відпустки та іншого тимчасового проживання,,,
2021,Надання місць кемпінгами та стоянками для житлових автофургонів і причепів,,,
2021,Діяльність інших засобів тимчасового розміщування,,,
2021,"Діяльність ресторанів, надання послуг мобільного харчування",,,
2021,Постачання готових страв для подій,,,
2021,Постачання інших готових страв,,,
2021,Обслуговування напоями,,,
2021,Видання книг,,,
2021,Видання довідників і каталогів,,,
2021,Видання газет,,,
2021,Видання журналів і періодичних видань,,,
2021,Інші види видавничої діяльності,,,
2021,Видання комп'ютерних ігор,,,
2021,Видання іншого програмного забезпечення,,,
2021,"Виробництво кіно- та відеофільмів, телевізійних програм",,,
2021,"Компонування кіно- та відеофільмів, телевізійних програм",,,
2021,"Розповсюдження кіно- та відеофільмів, телевізійних програм",,,
2021,Демонстрація кінофільмів,,,
2021,Видання звукозаписів,,,
2021,Діяльність у сфері радіомовлення,,,
2021,Діяльність у сфері телевізійного мовлення,,,
2021,Діяльність у сфері проводового електрозв'язку,,,
2021,Діяльність у сфері безпроводового електрозв'язку,,,
2021,Діяльність у сфері супутникового електрозв'язку,,,
2021,Інша діяльність у сфері електрозв'язку,,,
2021,Комп'ютерне програмування,,,
2021,Консультування з питань інформатизації,,,
2021,Діяльність із керування комп'ютерним устаткованням,,,
2021,Інша діяльність у сфері інформаційних технологій і комп'ютерних систем,,,
2021,"Оброблення даних, розміщення інформації на веб-вузлах і пов'язана з ними діяльність",,,
2021,Веб-портали,,,
2021,Діяльність інформаційних агентств,,,
2021,"Надання інших інформаційних послуг, н.в.і.у.",,,
2021,Діяльність центрального банку,,,
2021,Інші види грошового посередництва,,,
2021,Діяльність холдингових компаній,,,
2021,"Трасти, фонди та подібні фінансові суб'єкти",,,
2021,Фінансовий лізинг,,,
2021,Інші види кредитування,,,
2021,"Надання інших фінансових послуг (крім страхування та пенсійного забезпечення), н.в.і.у.",,,
2021,Страхування життя,,,
2021,"Інші види страхування, крім страхування життя",,,
2021,Перестрахування,,,
2021,Недержавне пенсійне забезпечення,,,
2021,Управління фінансовими ринками,,,
2021,Посередництво за договорами по цінних паперах або товарах,,,
2021,"Інша допоміжна діяльність у сфері фінансових послуг, крім страхування та пенсійного забезпечення",,,
2021,Оцінювання ризиків та завданої шкоди,,,
2021,Діяльність страхових агентів і брокерів,,,
2021,Інша допоміжна діяльність у сфері страхування та пенсійного забезпечення,,,
2021,Управління фондами,,,
2021,Купівля та продаж власного нерухомого майна,,,
2021,Надання в оренду й експлуатацію  власного чи орендованого нерухомого майна,,,
2021,Агентства нерухомості,,,
2021,Управління нерухомим майном за винагороду або на основі контракту,,,
2021,Діяльність у сфері права,,,
2021,Діяльність у сфері бухгалтерського обліку й аудиту; консультування з питань оподаткування,,,
2021,Діяльність головних управлінь (хед-офісів),,,
2021,Діяльність у сфері зв'язків із громадськістю,,,
2021,Консультування з питань комерційної діяльності й керування,,,
2021,Діяльність у сфері архітектури,,,
2021,"Діяльність у сфері інжинірингу, геології та геодезії, надання послуг технічного консультування в цих сферах",,,
2021,Технічні випробування та дослідження,,,
2021,Дослідження й експериментальні розробки у сфері біотехнологій,,,
2021,Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,,,
2021,Дослідження й експериментальні розробки у сфері суспільних і гуманітарних наук,,,
2021,Рекламні агентства,,,
2021,Посередництво в розміщенні реклами в засобах масової інформації,,,
2021,Дослідження кон'юнктури ринку та виявлення громадської думки,,,
2021,Спеціалізована діяльність із дизайну,,,
2021,Діяльність у сфері фотографії,,,
2021,Надання послуг перекладу,,,
2021,"Інша професійна, наукова та технічна діяльність, н.в.і.у.",,,
2021,Ветеринарна діяльність,,,
2021,Надання в оренду автомобілів і легкових автотранспортних засобів,,,
2021,Надання в оренду вантажних автомобілів,,,
2021,Прокат товарів для спорту та відпочинку,,,
2021,Прокат відеозаписів і дисків,,,
2021,Прокат інших побутових виробів і предметів особистого вжитку,,,
2021,Надання в оренду сільськогосподарських машин і устатковання,,,
2021,Надання в оренду будівельних машин і устатковання,,,
2021,"Надання в оренду офісних машин і устатковання, у тому числі комп'ютерів",,,
2021,Надання в оренду водних транспортних засобів,,,
2021,Надання в оренду повітряних транспортних засобів,,,
2021,"Надання в оренду інших машин, устатковання та товарів, н.в.і.у.",,,
2021,"Лізинг інтелектуальної власності та подібних продуктів, крім творів, захищених авторськими правами",,,
2021,Діяльність агентств працевлаштування,,,
2021,Діяльність агентств тимчасового працевлаштування,,,
2021,Інша діяльність із забезпечення трудовими ресурсами,,,
2021,Діяльність туристичних агентств,,,
2021,Діяльність туристичних операторів,,,
2021,Надання інших послуг із бронювання та пов'язана з цим діяльність,,,
2021,Діяльність приватних охоронних служб,,,
2021,Обслуговування систем безпеки,,,
2021,Проведення розслідувань,,,
2021,Комплексне обслуговування об'єктів,,,
2021,Загальне прибирання будинків,,,
2021,Інша діяльність із прибирання будинків і промислових об'єктів,,,
2021,Інші види діяльності з прибирання,,,
2021,Надання ландшафтних послуг,,,
2021,Надання комбінованих офісних адміністративних послуг,,,
2021,"Фотокопіювання, підготування документів та інша спеціалізована допоміжна офісна діяльність",,,
2021,Діяльність телефонних центрів,,,
2021,Організування конгресів і торговельних виставок,,,
2021,Діяльність агентств зі стягування платежів і бюро кредитних історій,,,
2021,Пакування,,,
2021,"Надання інших допоміжних комерційних послуг, н.в.і.у.",,,
2021,Державне управління загального характеру,,,
2021,"Регулювання у сферах охорони здоров'я, освіти, культури та інших соціальних сферах, крім обов'язкового соціального страхування",,,
2021,Регулювання та сприяння ефективному веденню економічної діяльності,,,
2021,Міжнародна діяльність,,,
2021,Діяльність у сфері оборони,,,
2021,Діяльність у сфері юстиції та правосуддя,,,
2021,Діяльність у сфері охорони громадського порядку та безпеки,,,
2021,Діяльність пожежних служб,,,
2021,Діяльність у сфері обов'язкового  соціального страхування,,,
2021,Дошкільна освіта,,,
2021,Початкова освіта,,,
2021,Загальна середня освіта,,,
2021,Професійно-технічна освіта,,,
2021,Фахова передвища освіта,,,
2021,Вища освіта,,,
2021,Освіта у сфері спорту та відпочинку,,,
2021,Освіта у сфері культури,,,
2021,Діяльність шкіл підготовки водіїв транспортних засобів,,,
2021,"Інші види освіти, н.в.і.у.",,,
2021,Допоміжна діяльність у сфері освіти,,,
2021,Діяльність лікарняних закладів,,,
2021,Загальна медична практика,,,
2021,Спеціалізована медична практика,,,
2021,Стоматологічна практика,,,
2021,Інша діяльність у сфері охорони здоров'я,,,
2021,Діяльність із догляду за хворими із забезпеченням проживання,,,
2021,Надання послуг догляду із забезпеченням проживання для осіб з розумовими вадами та хворих на наркоманію,,,
2021,Надання послуг догляду із забезпеченням проживання для осіб похилого віку та інвалідів,,,
2021,Надання інших послуг догляду із забезпеченням проживання,,,
2021,Надання соціальної допомоги без забезпечення проживання для осіб похилого віку та інвалідів,,,
2021,Денний догляд за дітьми,,,
2021,"Надання іншої соціальної допомоги без забезпечення проживання, н.в.і.у.",,,
2021,Театральна та концертна діяльність,,,
2021,Діяльність із підтримки театральних і концертних заходів,,,
2021,Індивідуальна мистецька діяльність,,,
2021,Функціювання театральних і концертних залів,,,
2021,Функціювання бібліотек і архівів,,,
2021,Функціювання музеїв,,,
2021,"Діяльність із охорони  та використання пам'яток історії, будівель та інших пам'яток культури",,,
2021,"Функціювання ботанічних садів, зоопарків і природних заповідників",,,
2021,Організування азартних ігор,,,
2021,Функціювання спортивних споруд,,,
2021,Діяльність спортивних клубів,,,
2021,Діяльність фітнес-центрів,,,
2021,Інша діяльність у сфері спорту,,,
2021,Функціювання атракціонів і тематичних парків,,,
2021,Організування інших видів відпочинку та розваг,,,
2021,Діяльність організацій промисловців і підприємців,,,
2021,,,Україна,
2021,,,Автономна Республіка Крим,
2021,,,Вінницька,
2021,,,Волинська,
2021,,,Дніпропетровська,
2021,,,Донецька,
2021,,,Житомирська,
2021,,,Закарпатська,
2021,,,Запорізька,
2021,,,Івано-Франківська,
2021,,,Київська,
2021,,,Кіровоградська,
2021,,,Луганська,
2021,,,Львівська,
2021,,,Миколаївська,
2021,,,Одеська,
2021,,,Полтавська,
2021,,,Рівненська,
2021,,,Сумська,
2021,,,Тернопільська,
2021,,,Харківська,
2021,,,Херсонська,
2021,,,Хмельницька,
2021,,,Черкаська,
2021,,,Чернівецька,
2021,,,Чернігівська,
2021,,,м. Київ,
2021,,,м. Севастополь,
2022,"Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",,,15.2
2022,Вирощування рису,,,22.2
2022,"Вирощування овочів і баштанних культур, коренеплодів і бульбоплодів",,,26.0
2022,Вирощування цукрової тростини,,,
2022,Вирощування тютюну,,,66.7
2022,Вирощування прядивних культур,,,40.8
2022,Вирощування інших однорічних і дворічних культур,,,22.0
2022,Вирощування винограду,,,
2022,Вирощування зерняткових і кісточкових фруктів,,,50.0
2022,"Вирощування ягід, горіхів, інших плодових дерев і чагарників",,,23.8
2022,Вирощування культур для виробництва напоїв,,,29.6
2022,"Вирощування пряних, ароматичних і лікарських культур",,,
2022,Вирощування інших багаторічних культур,,,32.8
2022,Відтворення рослин,,,29.9
2022,Розведення великої рогатої худоби молочних порід,,,37.3
2022,Розведення іншої великої рогатої худоби та буйволів,,,35.2
2022,Розведення коней та інших тварин родини конячих,,,14.9
2022,Розведення верблюдів та інших тварин родини верблюдячих,,,20.0
2022,Розведення овець і кіз,,,30.7
2022,Розведення свиней,,,21.5
2022,Розведення свійської птиці,,,30.8
2022,Розведення інших тварин,,,24.8
2022,Змішане сільське господарство,,,20.1
2022,Допоміжна діяльність у рослинництві,,,17.9
2022,Допоміжна діяльність у тваринництві,,,31.0
2022,Післяурожайна діяльність,,,15.2
2022,Оброблення насіння для відтворення,,,17.4
2022,"Мисливство, відловлювання тварин і надання пов'язаних із ними послуг",,,25.0
2022,Лісівництво та інша діяльність у лісовому господарстві,,,22.6
2022,Лісозаготівлі,,,15.4
2022,Збирання дикорослих недеревних продуктів,,,35.6
2022,Надання допоміжних послуг у лісовому господарстві,,,20.4
2022,Морське рибальство,,,13.1
2022,Прісноводне рибальство,,,15.6
2022,Морське рибництво (аквакультура),,,7.1
2022,Прісноводне рибництво (аквакультура),,,13.9
2022,Добування кам'яного вугілля,,,100.0
2022,Добування бурого вугілля,,,22.2
2022,Добування сирої нафти,,,11.4
2022,Добування природного газу,,,50.0
2022,Добування залізних руд,,,26.7
2022,Добування уранових і торієвих руд,,,30.0
2022,Добування руд інших кольорових металів,,,31.6
2022,"Добування декоративного та будівельного каменю, вапняку, гіпсу, крейди та глинистого сланцю",,,35.3
2022,"Добування піску, гравію, глин і каоліну",,,34.0
2022,Добування мінеральної сировини для хімічної промисловості та виробництва мінеральних добрив,,,20.0
2022,Добування торфу,,,50.0
2022,Добування солі,,,42.2
2022,"Добування інших корисних копалин та розроблення кар'єрів, н.в.і.у.",,,23.8
2022,Надання допоміжних послуг у сфері добування нафти та природного газу,,,70.0
2022,Надання допоміжних послуг у сфері добування інших корисних копалин та розроблення кар'єрів,,,37.1
2022,Виробництво м'яса,,,39.3
2022,Виробництво м'яса свійської птиці,,,21.8
2022,Виробництво м'ясних продуктів,,,56.4
2022,"Перероблення та консервування риби, ракоподібних і молюсків",,,56.3
2022,Перероблення та консервування картоплі,,,46.0
2022,Виробництво фруктових і овочевих соків,,,50.0
2022,Інші види перероблення та консервування фруктів і овочів,,,53.0
2022,Виробництво олії та тваринних жирів,,,36.5
2022,Виробництво маргарину і подібних харчових жирів,,,33.3
2022,"Перероблення молока, виробництво масла та сиру",,,56.0
2022,Виробництво морозива,,,40.6
2022,Виробництво продуктів борошномельно-круп'яної промисловості,,,48.2
2022,Виробництво крохмалів та крохмальних продуктів,,,25.5
2022,"Виробництво хліба та хлібобулочних виробів; виробництво борошняних кондитерських виробів, тортів і тістечок нетривалого зберігання",,,28.7
2022,"Виробництво сухарів і сухого печива; виробництво борошняних кондитерських виробів, тортів і тістечок тривалого зберігання",,,
2022,Виробництво макаронних виробів та подібних борошняних виробів,,,14.3
2022,Виробництво цукру,,,33.3
2022,"Виробництво какао, шоколаду та цукрових кондитерських виробів",,,16.7
2022,Виробництво чаю та кави,,,31.8
2022,Виробництво прянощів і приправ,,,
2022,Виробництво готової їжі та страв,,,54.5
2022,Виробництво дитячого харчування та дієтичних харчових продуктів,,,42.9
2022,"Виробництво інших харчових продуктів, н.в.і.у.",,,52.9
2022,"Виробництво готових кормів для тварин, що утримуються на фермах",,,73.7
2022,Виробництво готових кормів для домашніх тварин,,,67.2
2022,"Дистиляція, ректифікація та змішування спиртних напоїв",,,31.3
2022,Виробництво виноградних вин,,,31.9
2022,Виробництво сидру та інших плодово-ягідних вин,,,35.2
2022,Виробництво інших недистильованих напоїв із зброджуваних продуктів,,,45.9
2022,Виробництво пива,,,64.1
2022,Виробництво солоду,,,72.0
2022,"Виробництво безалкогольних напоїв; виробництво мінеральних вод та інших вод, розлитих у пляшки",,,63.7
2022,Виробництво тютюнових виробів,,,76.4
2022,Підготування та прядіння текстильних волокон,,,75.5
2022,Ткацьке виробництво,,,77.8
2022,Оздоблення текстильних виробів,,,60.0
2022,Виробництво трикотажного полотна,,,33.3
2022,"Виробництво готових текстильних виробів, крім одягу",,,70.6
2022,Виробництво килимів і килимових виробів,,,13.0
2022,"Виробництво канатів, мотузок, шпагату та сіток",,,38.2
2022,"Виробництво нетканих текстильних матеріалів та виробів із них, крім одягу",,,31.2
2022,Виробництво інших текстильних виробів технічного та промислового призначення,,,18.4
2022,"Виробництво інших текстильних виробів, н.в.і.у.",,,22.6
2022,Виробництво одягу зі шкіри,,,9.2
2022,Виробництво робочого одягу,,,25.9
2022,Виробництво іншого верхнього одягу,,,19.6
2022,Виробництво спіднього одягу,,,28.6
2022,Виробництво іншого одягу й аксесуарів,,,25.0
2022,Виготовлення виробів із хутра,,,34.4
2022,Виробництво панчішно-шкарпеткових виробів,,,32.3
2022,Виробництво іншого трикотажного та в'язаного одягу,,,41.0
2022,Дублення шкур і оздоблення шкіри; вичинка та фарбування хутра,,,33.3
2022,"Виробництво дорожніх виробів, сумок, лимарно-сідельних виробів зі шкіри та інших матеріалів",,,49.2
2022,Виробництво взуття,,,31.5
2022,Лісопильне та стругальне виробництво,,,38.9
2022,"Виробництво фанери, дерев'яних плит і панелей, шпону",,,40.8
2022,Виробництво щитового паркету,,,59.5
2022,Виробництво інших дерев'яних будівельних конструкцій і столярних виробів,,,26.4
2022,Виробництво дерев'яної тари,,,
2022,"Виробництво інших виробів з деревини; виготовлення виробів з корка, соломки та рослинних матеріалів для плетіння",,,16.7
2022,Виробництво паперової маси,,,7.7
2022,Виробництво паперу та картону,,,25.0
2022,"Виробництво гофрованого паперу та картону, паперової та картонної тари",,,38.1
2022,Виробництво паперових виробів господарсько-побутового та санітарно-гігієнічного призначення,,,21.0
2022,Виробництво паперових канцелярських  виробів,,,21.1
2022,Виробництво шпалер,,,11.4
2022,Виробництво інших виробів з паперу та картону,,,
2022,Друкування газет,,,18.2
2022,Друкування іншої продукції,,,21.3
2022,Виготовлення друкарських форм і надання інших поліграфічних послуг,,,31.6
2022,Брошурувально-палітурна діяльність і надання пов'язаних із нею послуг,,,70.7
2022,"Тиражування звуко-, відеозаписів і програмного забезпечення",,,100.0
2022,Виробництво коксу та коксопродуктів,,,14.3
2022,Виробництво продуктів нафтоперероблення,,,50.0
2022,Виробництво промислових газів,,,29.5
2022,Виробництво барвників і пігментів,,,
2022,Виробництво інших основних неорганічних хімічних речовин,,,28.6
2022,Виробництво інших основних органічних хімічних речовин,,,27.8
2022,Виробництво добрив і азотних сполук,,,18.5
2022,Виробництво пластмас у первинних формах,,,22.8
2022,Виробництво синтетичного каучуку в первинних формах,,,27.7
2022,Виробництво пестицидів та іншої агрохімічної продукції,,,27.1
2022,"Виробництво фарб, лаків і подібної продукції, друкарської фарби та мастик",,,18.6
2022,"Виробництво мила та мийних засобів, засобів для чищення та полірування",,,20.3
2022,Виробництво парфумних і косметичних засобів,,,
2022,Виробництво вибухових речовин,,,13.7
2022,Виробництво клеїв,,,25.0
2022,Виробництво ефірних олій,,,
2022,"Виробництво іншої хімічної продукції, н.в.і.у.",,,26.2
2022,Виробництво штучних і синтетичних волокон,,,12.5
2022,Виробництво основних фармацевтичних продуктів,,,29.4
2022,Виробництво фармацевтичних препаратів і матеріалів,,,27.5
2022,"Виробництво гумових шин, покришок і камер; відновлення протектора гумових шин і покришок",,,38.4
2022,Виробництво інших гумових виробів,,,42.9
2022,"Виробництво плит, листів, труб і профілів із пластмас",,,33.3
2022,Виробництво тари з пластмас,,,26.9
2022,Виробництво будівельних виробів із пластмас,,,33.3
2022,Виробництво інших виробів із пластмас,,,25.8
2022,Виробництво листового скла,,,16.0
2022,Формування й оброблення листового скла,,,25.0
2022,Виробництво порожнистого скла,,,24.6
2022,Виробництво скловолокна,,,11.4
2022,"Виробництво й оброблення інших скляних виробів, у тому числі технічних",,,
2022,Виробництво вогнетривких виробів,,,13.2
2022,Виробництво керамічних плиток і плит,,,15.4
2022,"Виробництво цегли, черепиці та інших будівельних виробів із випаленої глини",,,21.4
2022,Виробництво господарських і декоративних керамічних виробів,,,26.7
2022,Виробництво керамічних санітарно-технічних виробів,,,
2022,Виробництво керамічних електроізоляторів та ізоляційної арматури,,,11.1
2022,Виробництво інших керамічних виробів технічного призначення,,,33.3
2022,Виробництво інших керамічних виробів,,,
2022,Виробництво цементу,,,18.5
2022,Виробництво вапна та гіпсових сумішей,,,
2022,Виготовлення виробів із бетону для будівництва,,,50.0
2022,Виготовлення виробів із гіпсу для будівництва,,,
2022,"Виробництво бетонних розчинів, готових для використання",,,
2022,Виробництво сухих будівельних сумішей,,,16.7
2022,Виготовлення виробів із волокнистого цементу,,,27.3
2022,"Виробництво інших виробів із бетону, гіпсу та цементу",,,10.0
2022,"Різання, оброблення та оздоблення декоративного та будівельного каменю",,,10.0
2022,Виробництво абразивних виробів,,,11.2
2022,"Виробництво неметалевих мінеральних виробів, н.в.і.у.",,,11.6
2022,"Виробництво чавуну, сталі та феросплавів",,,11.5
2022,"Виробництво труб, порожнистих профілів і фітингів зі сталі",,,12.7
2022,Холодне волочіння прутків і профілів,,,3.8
2022,Холодний прокат вузької штаби,,,8.4
2022,Холодне штампування та гнуття,,,11.3
2022,Холодне волочіння дроту,,,10.2
2022,Виробництво дорогоцінних металів,,,5.3
2022,Виробництво алюмінію,,,10.4
2022,"Виробництво свинцю, цинку й олова",,,10.4
2022,Виробництво міді,,,11.8
2022,Виробництво інших кольорових металів,,,
2022,Лиття чавуну,,,15.4
2022,Лиття сталі,,,18.8
2022,Лиття легких кольорових металів,,,12.5
2022,Лиття інших кольорових металів,,,25.9
2022,Виробництво будівельних металевих конструкцій і частин конструкцій,,,18.6
2022,Виробництво металевих дверей і вікон,,,15.1
2022,Виробництво радіаторів і  котлів центрального опалення,,,7.1
2022,"Виробництво інших металевих баків, резервуарів і контейнерів",,,13.0
2022,"Виробництво парових котлів, крім котлів центрального опалення",,,16.9
2022,Виробництво зброї та боєприпасів,,,16.7
2022,"Кування, пресування, штампування, профілювання; порошкова металургія",,,35.7
2022,Оброблення металів та нанесення покриття на метали,,,40.9
2022,Механічне оброблення металевих виробів,,,18.5
2022,Виробництво столових приборів,,,6.7
2022,Виробництво замків і дверних петель,,,
2022,Виробництво інструментів,,,
2022,Виробництво сталевих бочок і подібних контейнерів,,,11.1
2022,Виробництво легких металевих паковань,,,12.5
2022,"Виробництво виробів із дроту, ланцюгів і пружин",,,13.4
2022,Виробництво кріпильних і ґвинтонарізних виробів,,,19.6
2022,"Виробництво інших готових металевих виробів, н.в.і.у.",,,
2022,Виробництво електронних компонентів,,,16.2
2022,Виробництво змонтованих електронних плат,,,
2022,Виробництво комп'ютерів і периферійного устатковання,,,11.9
2022,Виробництво обладнання зв'язку,,,14.3
2022,"Виробництво електронної апаратури побутового призначення для приймання, записування та відтворювання звуку й зображення",,,
2022,"Виробництво інструментів і обладнання для вимірювання, дослідження та навігації",,,7.7
2022,Виробництво годинників,,,5.9
2022,"Виробництво радіологічного, електромедичного й електротерапевтичного устатковання",,,20.6
2022,Виробництво оптичних приладів і фотографічного устатковання,,,25.0
2022,Виробництво магнітних і оптичних носіїв даних,,,16.3
2022,"Виробництво електродвигунів, генераторів і трансформаторів",,,11.9
