Year,Type of economic activity,Organisation and legal forms,Region,Number of employees,Value
2016,,private_enterprise,,,
2016,,collective_enterprise,,,
2016,,public_enterprise,,,
2016,,state-run_enterprise,,,
2016,,communal_enterprise,,,
2016,,joint_communal_enterprise,,,
2016,,subsidiary,,,
2016,,foreign_enterprise,,,
2016,,enterprise_association_of_citizens,,,
2016,,enterprise_founded_by_consumer_partnership,,,
2016,,rental_enterprise,,,
2016,,individual_enterprise,,,
2016,,family_enterprise,,,
2016,,joint_enterprise,,,
2016,,joint-stock_company,,,
2016,,public_joint-stock_partnership,,,
2016,,private_joint-stock_partnership,,,
2016,,state_joint_stock_company,,,
2016,,holding_company,,,
2016,,limited_liability_partnership,,,
2016,,extended_liability_partnership,,,
2016,,full_liability_partnership,,,
2016,,mixed_liability_company,,,
2016,,lawyers_union,,,
2016,,law_office,,,
2016,,cooperative,,,
2016,,production_cooperative,,,
2016,,serve_cooperative,,,
2016,,housing_construction_cooperativ,,,
2016,,garage_cooperativ,,,
2016,,consumer_cooperativ,,,
2016,,consumer_partnership,,,
2016,,Bgriculture_and_production_cooperativ,,,
2016,,Bgriculture_and_serve_cooperativ,,,
2016,,Bgriculture_cooperativ,,,
2016,,organisation_establishment_institution,,,
2016,,Buthority_of_state_power_organization,,,
2016,,Buthority_of_state_power,,,
2016,,courts,,,
2016,,Buthority_of_municipality_power,,,
2016,,state-run_organisation,,,
2016,,communal_establishment_institution,,,
2016,,private_establishment_institution,,,
2016,,organisation_establishment_institution_public_association,,,
2016,,organization_of_tenants,,,
2016,,organization_of_customers,,,
2016,,Bssociation,,,
2016,,corporation,,,
2016,,consortium,,,
2016,,concern,,,
2016,,union_of_consumer_partnerships,,,
2016,,other_associations_of_legal_persons,,,
2016,,Buthority_of_advocacy_self-government,,,
2016,,Buthority_of_judge_self-government,,,
2016,,Budit_chamber_of_ukraine,,,
2016,,organization_of_water_users,,,
2016,,commodity_exchange,,,
2016,,credit_union,,,
2016,,not_state_pension_fund,,,
2016,,political_party,,,
2016,,non-profit_organisation,,,
2016,,public_union,,,
2016,,religious_organisation,,,
2016,,trade_union_association_of_trade_unions,,,
2016,,trade_union,,,
2016,,Bssociation_of_trade_unions,,,
2016,,creative_union_other_professional_organisation,,,
2016,,charitable_organisation,,,
2016,,organization_of_employers,,,
2016,,condominium,,,
2016,,community_association_population,,,
2016,,gardening_partnership,,,
2016,,,Ukraine,,
2016,,,autonomous_Republic_of_Crimea,,
2016,,,11_reg_Vinnytsya,,
2016,,,12_reg_Volyn,,
2016,,,13_reg_Dnipropetrovsk,,
2016,,,14_reg_Donetsk,,
2016,,,15_reg_Zhytomyr,,
2016,,,16_reg_Zakarpattya,,
2016,,,17_reg_Zaporizhzhya,,
2016,,,18_reg_Ivano-Frankivsk,,
2016,,,19_reg_Kyiv,,
2016,,,20_reg_Kirovohrad,,
2016,,,21_reg_Luhansk,,
2016,,,22_reg_Lviv,,
2016,,,23_reg_Mykolayiv,,
2016,,,24_reg_Odesa,,
2016,,,25_reg_Poltava,,
2016,,,26_reg_Rivne,,
2016,,,27_reg_Sumy,,
2016,,,28_reg_Ternopil,,
2016,,,29_reg_Kharkiv,,
2016,,,30_reg_Kherson,,
2016,,,31_reg_Khmelnytskiy,,
2016,,,32_reg_Cherkasy,,
2016,,,33_reg_Chernivtsi,,
2016,,,34_reg_Chernihiv,,
2016,,,35_reg_Kyiv_city,,
2016,,,city_Sevastopol,,
2017,B01,,,,
2017,B02,,,,
2017,B03,,,,
2017,B04,,,,
2017,B05,,,,
2017,B06,,,,
2017,B07,,,,
2017,B08,,,,
2017,B09,,,,
2017,B10,,,,
2017,B11,,,,
2017,B12,,,,
2017,B13,,,,
2017,B14,,,,
2017,B15,,,,
2017,B16,,,,
2017,B17,,,,
2017,B18,,,,
2017,B19,,,,
2017,B20,,,,
2017,B21,,,,
2017,B22,,,,
2017,B23,,,,
2017,B24,,,,
2017,B25,,,,
2017,B26,,,,
2017,B27,,,,
2017,B28,,,,
2017,B29,,,,
2017,B30,,,,
2017,B31,,,,
2017,B32,,,,
2017,B33,,,,
2017,B34,,,,
2017,B35,,,,
2017,B36,,,,
2017,B37,,,,
2017,B38,,,,
2017,B39,,,,
2017,B40,,,,
2017,B41,,,,
2017,B42,,,,
2017,B43,,,,
2017,B44,,,,
2017,B45,,,,
2017,B46,,,,
2017,B47,,,,
2017,B48,,,,
2017,B49,,,,
2017,B50,,,,
2017,B51,,,,
2017,B52,,,,
2017,B53,,,,
2017,B54,,,,
2017,B55,,,,
2017,B56,,,,
2017,B57,,,,
2017,B58,,,,
2017,B59,,,,
2017,B60,,,,
2017,B61,,,,
2017,B62,,,,
2017,B63,,,,
2017,B64,,,,
2017,B65,,,,
2017,B66,,,,
2017,B67,,,,
2017,B68,,,,
2017,B69,,,,
2017,B70,,,,
2017,B71,,,,
2017,B72,,,,
2017,B73,,,,
2017,B74,,,,
2017,B75,,,,
2017,B76,,,,
2017,B77,,,,
2017,B78,,,,
2017,B79,,,,
2017,B80,,,,
2017,B81,,,,
2017,B82,,,,
2017,B83,,,,
2017,B84,,,,
2017,B85,,,,
2017,B86,,,,
2017,B87,,,,
2017,B88,,,,
2017,B89,,,,
2017,B90,,,,
2017,B91,,,,
2017,B92,,,,
2017,B93,,,,
2017,B94,,,,
2017,B95,,,,
2017,B96,,,,
2017,B97,,,,
2017,B98,,,,
2017,B99,,,,
2017,B100,,,,
2017,B101,,,,
2017,B102,,,,
2017,B103,,,,
2017,B104,,,,
2017,B105,,,,
2017,B106,,,,
2017,B107,,,,
2017,B108,,,,
2017,B109,,,,
2017,B110,,,,
2017,B111,,,,
2017,B112,,,,
2017,B113,,,,
2017,B114,,,,
2017,B115,,,,
2017,B116,,,,
2017,B117,,,,
2017,B118,,,,
2017,B119,,,,
2017,B120,,,,
2017,B121,,,,
2017,B122,,,,
2017,B123,,,,
2017,B124,,,,
2017,B125,,,,
2017,B126,,,,
2017,B127,,,,
2017,B128,,,,
2017,B129,,,,
2017,B130,,,,
2017,B131,,,,
2017,B132,,,,
2017,B133,,,,
2017,B134,,,,
2017,B135,,,,
2017,B136,,,,
2017,B137,,,,
2017,B138,,,,
2017,B139,,,,
2017,B140,,,,
2017,B141,,,,
2017,B142,,,,
2017,B143,,,,
2017,B144,,,,
2017,B145,,,,
2017,B146,,,,
2017,B147,,,,
2017,B148,,,,
2017,B149,,,,
2017,B150,,,,
2017,B151,,,,
2017,B152,,,,
2017,B153,,,,
2017,B154,,,,
2017,B155,,,,
2017,B156,,,,
2017,B157,,,,
2017,B158,,,,
2017,B159,,,,
2017,B160,,,,
2017,B161,,,,
2017,B162,,,,
2017,B163,,,,
2017,B164,,,,
2017,B165,,,,
2017,B166,,,,
2017,B167,,,,
2017,B168,,,,
2017,B169,,,,
2017,B170,,,,
2017,B171,,,,
2017,B172,,,,
2017,B173,,,,
2017,B174,,,,
2017,B175,,,,
2017,B176,,,,
2017,B177,,,,
2017,B178,,,,
2017,B179,,,,
2017,B180,,,,
2017,B181,,,,
2017,B182,,,,
2017,B183,,,,
2017,B184,,,,
2017,B185,,,,
2017,B186,,,,
2017,B187,,,,
2017,B188,,,,
2017,B189,,,,
2017,B190,,,,
2017,B191,,,,
2017,B192,,,,
2017,B193,,,,
2017,B194,,,,
2017,B195,,,,
2017,B196,,,,
2017,B197,,,,
2017,B198,,,,
2017,B199,,,,
2017,B200,,,,
2017,B201,,,,
2017,B202,,,,
2017,B203,,,,
2017,B204,,,,
2017,B205,,,,
2017,B206,,,,
2017,B207,,,,
2017,B208,,,,
2017,B209,,,,
2017,B210,,,,
2017,B211,,,,
2017,B212,,,,
2017,B213,,,,
2017,B214,,,,
2017,B215,,,,
2017,B216,,,,
2017,B217,,,,
2017,B218,,,,
2017,B219,,,,
2017,B220,,,,
2017,B221,,,,
2017,B222,,,,
2017,B223,,,,
2017,B224,,,,
2017,B225,,,,
2017,B226,,,,
2017,B227,,,,
2017,B228,,,,
2017,B229,,,,
2017,B230,,,,
2017,B231,,,,
2017,B232,,,,
2017,B233,,,,
2017,B234,,,,
2017,B235,,,,
2017,B236,,,,
2017,B237,,,,
2017,B238,,,,
2017,B239,,,,
2017,B240,,,,
2017,B241,,,,
2017,B242,,,,
2017,B243,,,,
2017,B244,,,,
2017,B245,,,,
2017,B246,,,,
2017,B247,,,,
2017,B248,,,,
2017,B249,,,,
2017,B250,,,,
2017,B251,,,,
2017,B252,,,,
2017,B253,,,,
2017,B254,,,,
2017,B255,,,,
2017,B256,,,,
2017,B257,,,,
2017,B258,,,,
2017,B259,,,,
2017,B260,,,,
2017,B261,,,,
2017,B262,,,,
2017,B263,,,,
2017,B264,,,,
2017,B265,,,,
2017,B266,,,,
2017,B267,,,,
2017,B268,,,,
2017,B269,,,,
2017,B270,,,,
2017,B271,,,,
2017,B272,,,,
2017,B273,,,,
2017,B274,,,,
2017,B275,,,,
2017,B276,,,,
2017,B277,,,,
2017,B278,,,,
2017,B279,,,,
2017,B280,,,,
2017,B281,,,,
2017,B282,,,,
2017,B283,,,,
2017,B284,,,,
2017,B285,,,,
2017,B286,,,,
2017,B287,,,,
2017,B288,,,,
2017,B289,,,,
2017,B290,,,,
2017,B291,,,,
2017,B292,,,,
2017,B293,,,,
2017,B294,,,,
2017,B295,,,,
2017,B296,,,,
2017,B297,,,,
2017,B298,,,,
2017,B299,,,,
2017,B300,,,,
2017,B301,,,,
2017,B302,,,,
2017,B303,,,,
2017,B304,,,,
2017,B305,,,,
2017,B306,,,,
2017,B307,,,,
2017,B308,,,,
2017,B309,,,,
2017,B310,,,,
2017,B311,,,,
2017,B312,,,,
2017,B313,,,,
2017,B314,,,,
2017,B315,,,,
2017,B316,,,,
2017,B317,,,,
2017,B318,,,,
2017,B319,,,,
2017,B320,,,,
2017,B321,,,,
2017,B322,,,,
2017,B323,,,,
2017,B324,,,,
2017,B325,,,,
2017,B326,,,,
2017,B327,,,,
2017,B328,,,,
2017,B329,,,,
2017,B330,,,,
2017,B331,,,,
2017,B332,,,,
2017,B333,,,,
2017,B334,,,,
2017,B335,,,,
2017,B336,,,,
2017,B337,,,,
2017,B338,,,,
2017,B339,,,,
2017,B340,,,,
2017,B341,,,,
2017,B342,,,,
2017,B343,,,,
2017,B344,,,,
2017,B345,,,,
2017,B346,,,,
2017,B347,,,,
2017,B348,,,,
2017,B349,,,,
2017,B350,,,,
2017,B351,,,,
2017,B352,,,,
2017,B353,,,,
2017,B354,,,,
2017,B355,,,,
2017,B356,,,,
2017,B357,,,,
2017,B358,,,,
2017,B359,,,,
2017,B360,,,,
2017,B361,,,,
2017,B362,,,,
2017,B363,,,,
2017,B364,,,,
2017,B365,,,,
2017,B366,,,,
2017,B367,,,,
2017,B368,,,,
2017,B369,,,,
2017,B370,,,,
2017,B371,,,,
2017,B372,,,,
2017,B373,,,,
2017,B374,,,,
2017,B375,,,,
2017,B376,,,,
2017,B377,,,,
2017,B378,,,,
2017,B379,,,,
2017,B380,,,,
2017,B381,,,,
2017,B382,,,,
2017,B383,,,,
2017,B384,,,,
2017,B385,,,,
2017,B386,,,,
2017,B387,,,,
2017,B388,,,,
2017,B389,,,,
2017,B390,,,,
2017,B391,,,,
2017,B392,,,,
2017,B393,,,,
2017,B394,,,,
2017,B395,,,,
2017,B396,,,,
2017,B397,,,,
2017,B398,,,,
2017,B399,,,,
2017,B400,,,,
2017,B401,,,,
2017,B402,,,,
2017,B403,,,,
2017,B404,,,,
2017,B405,,,,
2017,B406,,,,
2017,B407,,,,
2017,B408,,,,
2017,B409,,,,
2017,B410,,,,
2017,B411,,,,
2017,B412,,,,
2017,B413,,,,
2017,B414,,,,
2017,B415,,,,
2017,B416,,,,
2017,B417,,,,
2017,B418,,,,
2017,B419,,,,
2017,B420,,,,
2017,B421,,,,
2017,B422,,,,
2017,B423,,,,
2017,B424,,,,
2017,B425,,,,
2017,B426,,,,
2017,B427,,,,
2017,B428,,,,
2017,B429,,,,
2017,B430,,,,
2017,B431,,,,
2017,B432,,,,
2017,B433,,,,
2017,B434,,,,
2017,B435,,,,
2017,B436,,,,
2017,B437,,,,
2017,B438,,,,
2017,B439,,,,
2017,B440,,,,
2017,B441,,,,
2017,B442,,,,
2017,B443,,,,
2017,B444,,,,
2017,B445,,,,
2017,B446,,,,
2017,B447,,,,
2017,B448,,,,
2017,B449,,,,
2017,B450,,,,
2017,B451,,,,
2017,B452,,,,
2017,B453,,,,
2017,B454,,,,
2017,B455,,,,
2017,B456,,,,
2017,B457,,,,
2017,B458,,,,
2017,B459,,,,
2017,B460,,,,
2017,B461,,,,
2017,B462,,,,
2017,B463,,,,
2017,B464,,,,
2017,B465,,,,
2017,B466,,,,
2017,B467,,,,
2017,B468,,,,
2017,B469,,,,
2017,B470,,,,
2017,B471,,,,
2017,B472,,,,
2017,B473,,,,
2017,B474,,,,
2017,B475,,,,
2017,B476,,,,
2017,B477,,,,
2017,B478,,,,
2017,B479,,,,
2017,B480,,,,
2017,B481,,,,
2017,B482,,,,
2017,B483,,,,
2017,B484,,,,
2017,B485,,,,
2017,B486,,,,
2017,B487,,,,
2017,B488,,,,
2017,B489,,,,
2017,B490,,,,
2017,B491,,,,
2017,B492,,,,
2017,B493,,,,
2017,B494,,,,
2017,B495,,,,
2017,B496,,,,
2017,B497,,,,
2017,B498,,,,
2017,B499,,,,
2017,B500,,,,
2017,B501,,,,
2017,B502,,,,
2017,B503,,,,
2017,B504,,,,
2017,B505,,,,
2017,B506,,,,
2017,B507,,,,
2017,B508,,,,
2017,B509,,,,
2017,B510,,,,
2017,B511,,,,
2017,B512,,,,
2017,B513,,,,
2017,B514,,,,
2017,B515,,,,
2017,B516,,,,
2017,B517,,,,
2017,B518,,,,
2017,B519,,,,
2017,B520,,,,
2017,B521,,,,
2017,B522,,,,
2017,B523,,,,
2017,B524,,,,
2017,B525,,,,
2017,B526,,,,
2017,B527,,,,
2017,B528,,,,
2017,B529,,,,
2017,B530,,,,
2017,B531,,,,
2017,B532,,,,
2017,B533,,,,
2017,B534,,,,
2017,B535,,,,
2017,B536,,,,
2017,B537,,,,
2017,B538,,,,
2017,B539,,,,
2017,B540,,,,
2017,B541,,,,
2017,B542,,,,
2017,B543,,,,
2017,B544,,,,
2017,B545,,,,
2017,B546,,,,
2017,B547,,,,
2017,B548,,,,
2017,B549,,,,
2017,B550,,,,
2017,B551,,,,
2017,B552,,,,
2017,B553,,,,
2017,B554,,,,
2017,B555,,,,
2017,B556,,,,
2017,B557,,,,
2017,B558,,,,
2017,B559,,,,
2017,B560,,,,
2017,B561,,,,
2017,B562,,,,
2017,B563,,,,
2017,B564,,,,
2017,B565,,,,
2017,B566,,,,
2017,B567,,,,
2017,B568,,,,
2017,B569,,,,
2017,B570,,,,
2017,B571,,,,
2017,B572,,,,
2017,B573,,,,
2017,B574,,,,
2017,B575,,,,
2017,B576,,,,
2017,B577,,,,
2017,B578,,,,
2017,B579,,,,
2017,B580,,,,
2017,B581,,,,
2017,B582,,,,
2017,B583,,,,
2017,B584,,,,
2017,B585,,,,
2017,B586,,,,
2017,B587,,,,
2017,B588,,,,
2017,B589,,,,
2017,B590,,,,
2017,B591,,,,
2017,B592,,,,
2017,B593,,,,
2017,B594,,,,
2017,B595,,,,
2017,B596,,,,
2017,B597,,,,
2017,B598,,,,
2017,B599,,,,
2017,B600,,,,
2017,B601,,,,
2017,B602,,,,
2017,B603,,,,
2017,B604,,,,
2017,B605,,,,
2017,B606,,,,
2017,B607,,,,
2017,B608,,,,
2017,B609,,,,
2017,B610,,,,
2017,B611,,,,
2017,,,,,
2017,,farm,,,
2017,,private_enterprise,,,
2017,,collective_enterprise,,,
2017,,public_enterprise,,,
2017,,state-run_enterprise,,,
2017,,communal_enterprise,,,
2017,,joint_communal_enterprise,,,
2017,,subsidiary,,,
2017,,foreign_enterprise,,,
2017,,enterprise_association_of_citizens,,,
2017,,enterprise_founded_by_consumer_partnership,,,
2017,,rental_enterprise,,,
2017,,individual_enterprise,,,
2017,,family_enterprise,,,
2017,,joint_enterprise,,,
2017,,joint-stock_company,,,
2017,,public_joint-stock_partnership,,,
2017,,private_joint-stock_partnership,,,
2017,,state_joint_stock_company,,,
2017,,holding_company,,,
2017,,limited_liability_partnership,,,
2017,,extended_liability_partnership,,,
2017,,full_liability_partnership,,,
2017,,mixed_liability_company,,,
2017,,lawyers_union,,,
2017,,law_office,,,
2017,,cooperative,,,
2017,,production_cooperative,,,
2017,,serve_cooperative,,,
2017,,housing_construction_cooperativ,,,
2017,,garage_cooperativ,,,
2017,,consumer_cooperativ,,,
2017,,consumer_partnership,,,
2017,,Bgriculture_and_production_cooperativ,,,
2017,,Bgriculture_and_serve_cooperativ,,,
2017,,Bgriculture_cooperativ,,,
2017,,organisation_establishment_institution,,,
2017,,Buthority_of_state_power_organization,,,
2017,,Buthority_of_state_power,,,
2017,,courts,,,
2017,,Buthority_of_municipality_power,,,
2017,,state-run_organisation,,,
2017,,communal_establishment_institution,,,
2017,,private_establishment_institution,,,
2017,,organisation_establishment_institution_public_association,,,
2017,,organization_of_tenants,,,
2017,,organization_of_customers,,,
2017,,Bssociation,,,
2017,,corporation,,,
2017,,consortium,,,
2017,,concern,,,
2017,,union_of_consumer_partnerships,,,
2017,,other_associations_of_legal_persons,,,
2017,,Buthority_of_advocacy_self-government,,,
2017,,Buthority_of_judge_self-government,,,
2017,,Budit_chamber_of_ukraine,,,
2017,,organization_of_water_users,,,
2017,,commodity_exchange,,,
2017,,credit_union,,,
2017,,not_state_pension_fund,,,
2017,,political_party,,,
2017,,non-profit_organisation,,,
2017,,public_union,,,
2017,,religious_organisation,,,
2017,,trade_union_association_of_trade_unions,,,
2017,,trade_union,,,
2017,,Bssociation_of_trade_unions,,,
2017,,creative_union_other_professional_organisation,,,
2017,,charitable_organisation,,,
2017,,organization_of_employers,,,
2017,,condominium,,,
2017,,community_association_population,,,
2017,,gardening_partnership,,,
2017,,,Ukraine,,
2017,,,autonomous_Republic_of_Crimea,,
2017,,,11_reg_Vinnytsya,,
2017,,,12_reg_Volyn,,
2017,,,13_reg_Dnipropetrovsk,,
2017,,,14_reg_Donetsk,,
2017,,,15_reg_Zhytomyr,,
2017,,,16_reg_Zakarpattya,,
2017,,,17_reg_Zaporizhzhya,,
2017,,,18_reg_Ivano-Frankivsk,,
2017,,,19_reg_Kyiv,,
2017,,,20_reg_Kirovohrad,,
2017,,,21_reg_Luhansk,,
2017,,,22_reg_Lviv,,
2017,,,23_reg_Mykolayiv,,
2017,,,24_reg_Odesa,,
2017,,,25_reg_Poltava,,
2017,,,26_reg_Rivne,,
2017,,,27_reg_Sumy,,
2017,,,28_reg_Ternopil,,
2017,,,29_reg_Kharkiv,,
2017,,,30_reg_Kherson,,
2017,,,31_reg_Khmelnytskiy,,
2017,,,32_reg_Cherkasy,,
2017,,,33_reg_Chernivtsi,,
2017,,,34_reg_Chernihiv,,
2017,,,35_reg_Kyiv_city,,
2017,,,city_Sevastopol,,
2018,B01,,,,
2018,B02,,,,
2018,B03,,,,
2018,B04,,,,
2018,B05,,,,
2018,B06,,,,
2018,B07,,,,
2018,B08,,,,
2018,B09,,,,
2018,B10,,,,
2018,B11,,,,
2018,B12,,,,
2018,B13,,,,
2018,B14,,,,
2018,B15,,,,
2018,B16,,,,
2018,B17,,,,
2018,B18,,,,
2018,B19,,,,
2018,B20,,,,
2018,B21,,,,
2018,B22,,,,
2018,B23,,,,
2018,B24,,,,
2018,B25,,,,
2018,B26,,,,
2018,B27,,,,
2018,B28,,,,
2018,B29,,,,
2018,B30,,,,
2018,B31,,,,
2018,B32,,,,
2018,B33,,,,
2018,B34,,,,
2018,B35,,,,
2018,B36,,,,
2018,B37,,,,
2018,B38,,,,
2018,B39,,,,
2018,B40,,,,
2018,B41,,,,
2018,B42,,,,
2018,B43,,,,
2018,B44,,,,
2018,B45,,,,
2018,B46,,,,
2018,B47,,,,
2018,B48,,,,
2018,B49,,,,
2018,B50,,,,
2018,B51,,,,
2018,B52,,,,
2018,B53,,,,
2018,B54,,,,
2018,B55,,,,
2018,B56,,,,
2018,B57,,,,
2018,B58,,,,
2018,B59,,,,
2018,B60,,,,
2018,B61,,,,
2018,B62,,,,
2018,B63,,,,
2018,B64,,,,
2018,B65,,,,
2018,B66,,,,
2018,B67,,,,
2018,B68,,,,
2018,B69,,,,
2018,B70,,,,
2018,B71,,,,
2018,B72,,,,
2018,B73,,,,
2018,B74,,,,
2018,B75,,,,
2018,B76,,,,
2018,B77,,,,
2018,B78,,,,
2018,B79,,,,
2018,B80,,,,
2018,B81,,,,
2018,B82,,,,
2018,B83,,,,
2018,B84,,,,
2018,B85,,,,
2018,B86,,,,
2018,B87,,,,
2018,B88,,,,
2018,B89,,,,
2018,B90,,,,
2018,B91,,,,
2018,B92,,,,
2018,B93,,,,
2018,B94,,,,
2018,B95,,,,
2018,B96,,,,
2018,B97,,,,
2018,B98,,,,
2018,B99,,,,
2018,B100,,,,
2018,B101,,,,
2018,B102,,,,
2018,B103,,,,
2018,B104,,,,
2018,B105,,,,
2018,B106,,,,
2018,B107,,,,
2018,B108,,,,
2018,B109,,,,
2018,B110,,,,
2018,B111,,,,
2018,B112,,,,
2018,B113,,,,
2018,B114,,,,
2018,B115,,,,
2018,B116,,,,
2018,B117,,,,
2018,B118,,,,
2018,B119,,,,
2018,B120,,,,
2018,B121,,,,
2018,B122,,,,
2018,B123,,,,
2018,B124,,,,
2018,B125,,,,
2018,B126,,,,
2018,B127,,,,
2018,B128,,,,
2018,B129,,,,
2018,B130,,,,
2018,B131,,,,
2018,B132,,,,
2018,B133,,,,
2018,B134,,,,
2018,B135,,,,
2018,B136,,,,
2018,B137,,,,
2018,B138,,,,
2018,B139,,,,
2018,B140,,,,
2018,B141,,,,
2018,B142,,,,
2018,B143,,,,
2018,B144,,,,
2018,B145,,,,
2018,B146,,,,
2018,B147,,,,
2018,B148,,,,
2018,B149,,,,
2018,B150,,,,
2018,B151,,,,
2018,B152,,,,
2018,B153,,,,
2018,B154,,,,
2018,B155,,,,
2018,B156,,,,
2018,B157,,,,
2018,B158,,,,
2018,B159,,,,
2018,B160,,,,
2018,B161,,,,
2018,B162,,,,
2018,B163,,,,
2018,B164,,,,
2018,B165,,,,
2018,B166,,,,
2018,B167,,,,
2018,B168,,,,
2018,B169,,,,
2018,B170,,,,
2018,B171,,,,
2018,B172,,,,
2018,B173,,,,
2018,B174,,,,
2018,B175,,,,
2018,B176,,,,
2018,B177,,,,
2018,B178,,,,
2018,B179,,,,
2018,B180,,,,
2018,B181,,,,
2018,B182,,,,
2018,B183,,,,
2018,B184,,,,
2018,B185,,,,
2018,B186,,,,
2018,B187,,,,
2018,B188,,,,
2018,B189,,,,
2018,B190,,,,
2018,B191,,,,
2018,B192,,,,
2018,B193,,,,
2018,B194,,,,
2018,B195,,,,
2018,B196,,,,
2018,B197,,,,
2018,B198,,,,
2018,B199,,,,
2018,B200,,,,
2018,B201,,,,
2018,B202,,,,
2018,B203,,,,
2018,B204,,,,
2018,B205,,,,
2018,B206,,,,
2018,B207,,,,
2018,B208,,,,
2018,B209,,,,
2018,B210,,,,
2018,B211,,,,
2018,B212,,,,
2018,B213,,,,
2018,B214,,,,
2018,B215,,,,
2018,B216,,,,
2018,B217,,,,
2018,B218,,,,
2018,B219,,,,
2018,B220,,,,
2018,B221,,,,
2018,B222,,,,
2018,B223,,,,
2018,B224,,,,
2018,B225,,,,
2018,B226,,,,
2018,B227,,,,
2018,B228,,,,
2018,B229,,,,
2018,B230,,,,
2018,B231,,,,
2018,B232,,,,
2018,B233,,,,
2018,B234,,,,
2018,B235,,,,
2018,B236,,,,
2018,B237,,,,
2018,B238,,,,
2018,B239,,,,
2018,B240,,,,
2018,B241,,,,
2018,B242,,,,
2018,B243,,,,
2018,B244,,,,
2018,B245,,,,
2018,B246,,,,
2018,B247,,,,
2018,B248,,,,
2018,B249,,,,
2018,B250,,,,
2018,B251,,,,
2018,B252,,,,
2018,B253,,,,
2018,B254,,,,
2018,B255,,,,
2018,B256,,,,
2018,B257,,,,
2018,B258,,,,
2018,B259,,,,
2018,B260,,,,
2018,B261,,,,
2018,B262,,,,
2018,B263,,,,
2018,B264,,,,
2018,B265,,,,
2018,B266,,,,
2018,B267,,,,
2018,B268,,,,
2018,B269,,,,
2018,B270,,,,
2018,B271,,,,
2018,B272,,,,
2018,B273,,,,
2018,B274,,,,
2018,B275,,,,
2018,B276,,,,
2018,B277,,,,
2018,B278,,,,
2018,B279,,,,
2018,B280,,,,
2018,B281,,,,
2018,B282,,,,
2018,B283,,,,
2018,B284,,,,
2018,B285,,,,
2018,B286,,,,
2018,B287,,,,
2018,B288,,,,
2018,B289,,,,
2018,B290,,,,
2018,B291,,,,
2018,B292,,,,
2018,B293,,,,
2018,B294,,,,
2018,B295,,,,
2018,B296,,,,
2018,B297,,,,
2018,B298,,,,
2018,B299,,,,
2018,B300,,,,
2018,B301,,,,
2018,B302,,,,
2018,B303,,,,
2018,B304,,,,
2018,B305,,,,
2018,B306,,,,
2018,B307,,,,
2018,B308,,,,
2018,B309,,,,
2018,B310,,,,
2018,B311,,,,
2018,B312,,,,
2018,B313,,,,
2018,B314,,,,
2018,B315,,,,
2018,B316,,,,
2018,B317,,,,
2018,B318,,,,
2018,B319,,,,
2018,B320,,,,
2018,B321,,,,
2018,B322,,,,
2018,B323,,,,
2018,B324,,,,
2018,B325,,,,
2018,B326,,,,
2018,B327,,,,
2018,B328,,,,
2018,B329,,,,
2018,B330,,,,
2018,B331,,,,
2018,B332,,,,
2018,B333,,,,
2018,B334,,,,
2018,B335,,,,
2018,B336,,,,
2018,B337,,,,
2018,B338,,,,
2018,B339,,,,
2018,B340,,,,
2018,B341,,,,
2018,B342,,,,
2018,B343,,,,
2018,B344,,,,
2018,B345,,,,
2018,B346,,,,
2018,B347,,,,
2018,B348,,,,
2018,B349,,,,
2018,B350,,,,
2018,B351,,,,
2018,B352,,,,
2018,B353,,,,
2018,B354,,,,
2018,B355,,,,
2018,B356,,,,
2018,B357,,,,
2018,B358,,,,
2018,B359,,,,
2018,B360,,,,
2018,B361,,,,
2018,B362,,,,
2018,B363,,,,
2018,B364,,,,
2018,B365,,,,
2018,B366,,,,
2018,B367,,,,
2018,B368,,,,
2018,B369,,,,
2018,B370,,,,
2018,B371,,,,
2018,B372,,,,
2018,B373,,,,
2018,B374,,,,
2018,B375,,,,
2018,B376,,,,
2018,B377,,,,
2018,B378,,,,
2018,B379,,,,
2018,B380,,,,
2018,B381,,,,
2018,B382,,,,
2018,B383,,,,
2018,B384,,,,
2018,B385,,,,
2018,B386,,,,
2018,B387,,,,
2018,B388,,,,
2018,B389,,,,
2018,B390,,,,
2018,B391,,,,
2018,B392,,,,
2018,B393,,,,
2018,B394,,,,
2018,B395,,,,
2018,B396,,,,
2018,B397,,,,
2018,B398,,,,
2018,B399,,,,
2018,B400,,,,
2018,B401,,,,
2018,B402,,,,
2018,B403,,,,
2018,B404,,,,
2018,B405,,,,
2018,B406,,,,
2018,B407,,,,
2018,B408,,,,
2018,B409,,,,
2018,B410,,,,
2018,B411,,,,
2018,B412,,,,
2018,B413,,,,
2018,B414,,,,
2018,B415,,,,
2018,B416,,,,
2018,B417,,,,
2018,B418,,,,
2018,B419,,,,
2018,B420,,,,
2018,B421,,,,
2018,B422,,,,
2018,B423,,,,
2018,B424,,,,
2018,B425,,,,
2018,B426,,,,
2018,B427,,,,
2018,B428,,,,
2018,B429,,,,
2018,B430,,,,
2018,B431,,,,
2018,B432,,,,
2018,B433,,,,
2018,B434,,,,
2018,B435,,,,
2018,B436,,,,
2018,B437,,,,
2018,B438,,,,
2018,B439,,,,
2018,B440,,,,
2018,B441,,,,
2018,B442,,,,
2018,B443,,,,
