Year,Type of economic activity,Organisation and legal forms,Region,Value
2019,,condominium,,
2019,,community_association_population,,
2019,,gardening_partnership,,
2019,,other_organizational_and_legal_forms,,
2019,,,autonomous_Republic_of_Crimea,
2019,,,11_reg_Vinnytsya,
2019,,,12_reg_Volyn,
2019,,,13_reg_Dnipropetrovsk,
2019,,,14_reg_Donetsk,
2019,,,15_reg_Zhytomyr,
2019,,,16_reg_Zakarpattya,
2019,,,17_reg_Zaporizhzhya,
2019,,,18_reg_Ivano-Frankivsk,
2019,,,19_reg_Kyiv,
2019,,,20_reg_Kirovohrad,
2019,,,21_reg_Luhansk,
2019,,,22_reg_Lviv,
2019,,,23_reg_Mykolayiv,
2019,,,24_reg_Odesa,
2019,,,25_reg_Poltava,
2019,,,26_reg_Rivne,
2019,,,27_reg_Sumy,
2019,,,28_reg_Ternopil,
2019,,,29_reg_Kharkiv,
2019,,,30_reg_Kherson,
2019,,,31_reg_Khmelnytskiy,
2019,,,32_reg_Cherkasy,
2019,,,33_reg_Chernivtsi,
2019,,,34_reg_Chernihiv,
2019,,,Kyiv_city,
2019,,,city_Sevastopol,
2020,,,,28.9
2020,A01,,,
2020,A02,,,
2020,A03,,,
2020,A04,,,
2020,A05,,,
2020,A06,,,
2020,A07,,,
2020,A08,,,
2020,A09,,,
2020,A10,,,
2020,A11,,,
2020,A12,,,
2020,A13,,,
2020,A14,,,
2020,A15,,,
2020,A16,,,
2020,A17,,,
2020,A18,,,
2020,A19,,,
2020,A20,,,
2020,A21,,,
2020,A22,,,
2020,A23,,,
2020,A24,,,
2020,A25,,,
2020,A26,,,
2020,A27,,,
2020,A28,,,
2020,A29,,,
2020,A30,,,
2020,A31,,,
2020,A32,,,
2020,A33,,,
2020,A34,,,
2020,A35,,,
2020,A36,,,
2020,A37,,,
2020,A38,,,
2020,A39,,,
2020,A40,,,
2020,A41,,,
2020,A42,,,
2020,A43,,,
2020,A44,,,
2020,A45,,,
2020,A46,,,
2020,A47,,,
2020,A48,,,
2020,A49,,,
2020,A50,,,
2020,A51,,,
2020,A52,,,
2020,A53,,,
2020,A54,,,
2020,A55,,,
2020,A56,,,
2020,A57,,,
2020,A58,,,
2020,A59,,,
2020,A60,,,
2020,A61,,,
2020,A62,,,
2020,A63,,,
2020,A64,,,
2020,A65,,,
2020,A66,,,
2020,A67,,,
2020,A68,,,
2020,A69,,,
2020,A70,,,
2020,A71,,,
2020,A72,,,
2020,A73,,,
2020,A74,,,
2020,A75,,,
2020,A76,,,
2020,A77,,,
2020,A78,,,
2020,A79,,,
2020,A80,,,
2020,A81,,,
2020,A82,,,
2020,A83,,,
2020,A84,,,
2020,A85,,,
2020,A86,,,
2020,A87,,,
2020,A88,,,
2020,A89,,,
2020,A90,,,
2020,A91,,,
2020,A92,,,
2020,A93,,,
2020,A94,,,
2020,A95,,,
2020,A96,,,
2020,A97,,,
2020,A98,,,
2020,A99,,,
2020,A100,,,
2020,A101,,,
2020,A102,,,
2020,A103,,,
2020,A104,,,
2020,A105,,,
2020,A106,,,
2020,A107,,,
2020,A108,,,
2020,A109,,,
2020,A110,,,
2020,A111,,,
2020,A112,,,
2020,A113,,,
2020,A114,,,
2020,A115,,,
2020,A116,,,
2020,A117,,,
2020,A118,,,
2020,A119,,,
2020,A120,,,
2020,A121,,,
2020,A122,,,
2020,A123,,,
2020,A124,,,
2020,A125,,,
2020,A126,,,
2020,A127,,,
2020,A128,,,
2020,A129,,,
2020,A130,,,
2020,A131,,,
2020,A132,,,
2020,A133,,,
2020,A134,,,
2020,A135,,,
2020,A136,,,
2020,A137,,,
2020,A138,,,
2020,A139,,,
2020,A140,,,
2020,A141,,,
2020,A142,,,
2020,A143,,,
2020,A144,,,
2020,A145,,,
2020,A146,,,
2020,A147,,,
2020,A148,,,
2020,A149,,,
2020,A150,,,
2020,A151,,,
2020,A152,,,
2020,A153,,,
2020,A154,,,
2020,A155,,,
2020,A156,,,
2020,A157,,,
2020,A158,,,
2020,A159,,,
2020,A160,,,
2020,A161,,,
2020,A162,,,
2020,A163,,,
2020,A164,,,
2020,A165,,,
2020,A166,,,
2020,A167,,,
2020,A168,,,
2020,A169,,,
2020,A170,,,
2020,A171,,,
2020,A172,,,
2020,A173,,,
2020,A174,,,
2020,A175,,,
2020,A176,,,
2020,A177,,,
2020,A178,,,
2020,A179,,,
2020,A180,,,
2020,A181,,,
2020,A182,,,
2020,A183,,,
2020,A184,,,
2020,A185,,,
2020,A186,,,
2020,A187,,,
2020,A188,,,
2020,A189,,,
2020,A190,,,
2020,A191,,,
2020,A192,,,
2020,A193,,,
2020,A194,,,
2020,A195,,,
2020,A196,,,
2020,A197,,,
2020,A198,,,
2020,A199,,,
2020,A200,,,
2020,A201,,,
2020,A202,,,
2020,A203,,,
2020,A204,,,
2020,A205,,,
2020,A206,,,
2020,A207,,,
2020,A208,,,
2020,A209,,,
2020,A210,,,
2020,A211,,,
2020,A212,,,
2020,A213,,,
2020,A214,,,
2020,A215,,,
2020,A216,,,
2020,A217,,,
2020,A218,,,
2020,A219,,,
2020,A220,,,
2020,A221,,,
2020,A222,,,
2020,A223,,,
2020,A224,,,
2020,A225,,,
2020,A226,,,
2020,A227,,,
2020,A228,,,
2020,A229,,,
2020,A230,,,
2020,A231,,,
2020,A232,,,
2020,A233,,,
2020,A234,,,
2020,A235,,,
2020,A236,,,
2020,A237,,,
2020,A238,,,
2020,A239,,,
2020,A240,,,
2020,A241,,,
2020,A242,,,
2020,A243,,,
2020,A244,,,
2020,A245,,,
2020,A246,,,
2020,A247,,,
2020,A248,,,
2020,A249,,,
2020,A250,,,
2020,A251,,,
2020,A252,,,
2020,A253,,,
2020,A254,,,
2020,A255,,,
2020,A256,,,
2020,A257,,,
2020,A258,,,
2020,A259,,,
2020,A260,,,
2020,A261,,,
2020,A262,,,
2020,A263,,,
2020,A264,,,
2020,A265,,,
2020,A266,,,
2020,A267,,,
2020,A268,,,
2020,A269,,,
2020,A270,,,
2020,A271,,,
2020,A272,,,
2020,A273,,,
2020,A274,,,
2020,A275,,,
2020,A276,,,
2020,A277,,,
2020,A278,,,
2020,A279,,,
2020,A280,,,
2020,A281,,,
2020,A282,,,
2020,A283,,,
2020,A284,,,
2020,A285,,,
2020,A286,,,
2020,A287,,,
2020,A288,,,
2020,A289,,,
2020,A290,,,
2020,A291,,,
2020,A292,,,
2020,A293,,,
2020,A294,,,
2020,A295,,,
2020,A296,,,
2020,A297,,,
2020,A298,,,
2020,A299,,,
2020,A300,,,
2020,A301,,,
2020,A302,,,
2020,A303,,,
2020,A304,,,
2020,A305,,,
2020,A306,,,
2020,A307,,,
2020,A308,,,
2020,A309,,,
2020,A310,,,
2020,A311,,,
2020,A312,,,
2020,A313,,,
2020,A314,,,
2020,A315,,,
2020,A316,,,
2020,A317,,,
2020,A318,,,
2020,A319,,,
2020,A320,,,
2020,A321,,,
2020,A322,,,
2020,A323,,,
2020,A324,,,
2020,A325,,,
2020,A326,,,
2020,A327,,,
2020,A328,,,
2020,A329,,,
2020,A330,,,
2020,A331,,,
2020,A332,,,
2020,A333,,,
2020,A334,,,
2020,A335,,,
2020,A336,,,
2020,A337,,,
2020,A338,,,
2020,A339,,,
2020,A340,,,
2020,A341,,,
2020,A342,,,
2020,A343,,,
2020,A344,,,
2020,A345,,,
2020,A346,,,
2020,A347,,,
2020,A348,,,
2020,A349,,,
2020,A350,,,
2020,A351,,,
2020,A352,,,
2020,A353,,,
2020,A354,,,
2020,A355,,,
2020,A356,,,
2020,A357,,,
2020,A358,,,
2020,A359,,,
2020,A360,,,
2020,A361,,,
2020,A362,,,
2020,A363,,,
2020,A364,,,
2020,A365,,,
2020,A366,,,
2020,A367,,,
2020,A368,,,
2020,A369,,,
2020,A370,,,
2020,A371,,,
2020,A372,,,
2020,A373,,,
2020,A374,,,
2020,A375,,,
2020,A376,,,
2020,A377,,,
2020,A378,,,
2020,A379,,,
2020,A380,,,
2020,A381,,,
2020,A382,,,
2020,A383,,,
2020,A384,,,
2020,A385,,,
2020,A386,,,
2020,A387,,,
2020,A388,,,
2020,A389,,,
2020,A390,,,
2020,A391,,,
2020,A392,,,
2020,A393,,,
2020,A394,,,
2020,A395,,,
2020,A396,,,
2020,A397,,,
2020,A398,,,
2020,A399,,,
2020,A400,,,
2020,A401,,,
2020,A402,,,
2020,A403,,,
2020,A404,,,
2020,A405,,,
2020,A406,,,
2020,A407,,,
2020,A408,,,
2020,A409,,,
2020,A410,,,
2020,A411,,,
2020,A412,,,
2020,A413,,,
2020,A414,,,
2020,A415,,,
2020,A416,,,
2020,A417,,,
2020,A418,,,
2020,A419,,,
2020,A420,,,
2020,A421,,,
2020,A422,,,
2020,A423,,,
2020,A424,,,
2020,A425,,,
2020,A426,,,
2020,A427,,,
2020,A428,,,
2020,A429,,,
2020,A430,,,
2020,A431,,,
2020,A432,,,
2020,A433,,,
2020,A434,,,
2020,A435,,,
2020,A436,,,
2020,A437,,,
2020,A438,,,
2020,A439,,,
2020,A440,,,
2020,A441,,,
2020,A442,,,
2020,A443,,,
2020,A444,,,
2020,A445,,,
2020,A446,,,
2020,A447,,,
2020,A448,,,
2020,A449,,,
2020,A450,,,
2020,A451,,,
2020,A452,,,
2020,A453,,,
2020,A454,,,
2020,A455,,,
2020,A456,,,
2020,A457,,,
2020,A458,,,
2020,A459,,,
2020,A460,,,
2020,A461,,,
2020,A462,,,
2020,A463,,,
2020,A464,,,
2020,A465,,,
2020,A466,,,
2020,A467,,,
2020,A468,,,
2020,A469,,,
2020,A470,,,
2020,A471,,,
2020,A472,,,
2020,A473,,,
2020,A474,,,
2020,A475,,,
2020,A476,,,
2020,A477,,,
2020,A478,,,
2020,A479,,,
2020,A480,,,
2020,A481,,,
2020,A482,,,
2020,A483,,,
2020,A484,,,
2020,A485,,,
2020,A486,,,
2020,A487,,,
2020,A488,,,
2020,A489,,,
2020,A490,,,
2020,A491,,,
2020,A492,,,
2020,A493,,,
2020,A494,,,
2020,A495,,,
2020,A496,,,
2020,A497,,,
2020,A498,,,
2020,A499,,,
2020,A500,,,
2020,A501,,,
2020,A502,,,
2020,A503,,,
2020,A504,,,
2020,A505,,,
2020,A506,,,
2020,A507,,,
2020,A508,,,
2020,A509,,,
2020,A510,,,
2020,A511,,,
2020,A512,,,
2020,A513,,,
2020,A514,,,
2020,A515,,,
2020,A516,,,
2020,A517,,,
2020,A518,,,
2020,A519,,,
2020,A520,,,
2020,A521,,,
2020,A522,,,
2020,A523,,,
2020,A524,,,
2020,A525,,,
2020,A526,,,
2020,A527,,,
2020,A528,,,
2020,A529,,,
2020,A530,,,
2020,A531,,,
2020,A532,,,
2020,A533,,,
2020,A534,,,
2020,A535,,,
2020,A536,,,
2020,A537,,,
2020,A538,,,
2020,A539,,,
2020,A540,,,
2020,A541,,,
2020,A542,,,
2020,A543,,,
2020,A544,,,
2020,A545,,,
2020,A546,,,
2020,A547,,,
2020,A548,,,
2020,A549,,,
2020,A550,,,
2020,A551,,,
2020,A552,,,
2020,A553,,,
2020,A554,,,
2020,A555,,,
2020,A556,,,
2020,A557,,,
2020,A558,,,
2020,A559,,,
2020,A560,,,
2020,A561,,,
2020,A562,,,
2020,A563,,,
2020,A564,,,
2020,A565,,,
2020,A566,,,
2020,A567,,,
2020,A568,,,
2020,A569,,,
2020,A570,,,
2020,A571,,,
2020,A572,,,
2020,A573,,,
2020,A574,,,
2020,A575,,,
2020,A576,,,
2020,A577,,,
2020,A578,,,
2020,A579,,,
2020,A580,,,
2020,A581,,,
2020,A582,,,
2020,A583,,,
2020,A584,,,
2020,A585,,,
2020,A586,,,
2020,A587,,,
2020,A588,,,
2020,A589,,,
2020,A590,,,
2020,A591,,,
2020,A592,,,
2020,A593,,,
2020,A594,,,
2020,A595,,,
2020,A596,,,
2020,A597,,,
2020,A598,,,
2020,A599,,,
2020,A600,,,
2020,A601,,,
2020,A602,,,
2020,A603,,,
2020,A604,,,
2020,A605,,,
2020,A606,,,
2020,A607,,,
2020,A608,,,
2020,A609,,,
2020,A610,,,
2020,A611,,,
2020,,farm,,20.5
2020,,private_enterprise,,25.0
2020,,collective_enterprise,,
2020,,public_enterprise,,13.2
2020,,state-run_enterprise,,
2020,,communal_enterprise,,33.2
2020,,joint_communal_enterprise,,
2020,,subsidiary,,22.4
2020,,foreign_enterprise,,17.4
2020,,enterprise_association_of_citizens,,23.5
2020,,enterprise_founded_by_consumer_partnership,,57.4
2020,,rental_enterprise,,
2020,,individual_enterprise,,
2020,,family_enterprise,,
2020,,joint_enterprise,,
2020,,joint-stock_company,,16.6
2020,,public_joint-stock_partnership,,
2020,,private_joint-stock_partnership,,
2020,,state_joint_stock_company,,
2020,,holding_company,,
2020,,limited_liability_partnership,,24.8
2020,,extended_liability_partnership,,20.4
2020,,full_liability_partnership,,27.2
2020,,mixed_liability_company,,24.7
2020,,lawyers_union,,
2020,,law_office,,
2020,,cooperative,,27.1
2020,,production_cooperative,,15.4
2020,,serve_cooperative,,28.7
2020,,housing_construction_cooperativ,,
2020,,garage_cooperativ,,
2020,,consumer_cooperativ,,33.2
2020,,consumer_partnership,,
2020,,agriculture_and_production_cooperativ,,14.7
2020,,agriculture_and_serve_cooperativ,,24.3
2020,,agriculture_cooperativ,,
2020,,organisation_establishment_institution,,
2020,,authority_of_state_power_organization,,63.7
2020,,authority_of_state_power,,
2020,,courts,,
2020,,authority_of_municipality_power,,
2020,,state-run_organisation,,38.2
2020,,communal_establishment_institution,,77.0
2020,,private_establishment_institution,,51.7
2020,,organisation_establishment_institution_public_association,,24.3
2020,,organization_of_tenants,,
2020,,organization_of_customers,,
2020,,association,,20.0
2020,,corporation,,12.5
2020,,consortium,,20.3
2020,,concern,,7.0
2020,,union_of_consumer_partnerships,,38.8
2020,,other_associations_of_legal_persons,,15.6
2020,,authority_of_advocacy_self-government,,
2020,,authority_of_judge_self-government,,
2020,,audit_chamber_of_ukraine,,
2020,,organization_of_water_users,,
2020,,commodity_exchange,,27.1
2020,,credit_union,,40.6
2020,,consumer_partnership,,51.7
2020,,not_state_pension_fund,,28.4
2020,,political_party,,22.7
2020,,non-profit_organisation,,27.8
2020,,public_union,,23.2
2020,,religious_organisation,,4.6
2020,,trade_union_association_of_trade_unions,,61.5
2020,,trade_union,,
2020,,association_of_trade_unions,,
2020,,creative_union_other_professional_organisation,,23.3
2020,,charitable_organisation,,37.3
2020,,organization_of_employers,,
2020,,condominium,,52.7
2020,,community_association_population,,52.4
2020,,gardening_partnership,,
2020,,other_organizational_and_legal_forms,,
2020,,,autonomous_Republic_of_Crimea,
2020,,,11_reg_Vinnytsya,30.5
2020,,,12_reg_Volyn,30.5
2020,,,13_reg_Dnipropetrovsk,29.6
2020,,,14_reg_Donetsk,31.7
2020,,,15_reg_Zhytomyr,30.1
2020,,,16_reg_Zakarpattya,29.5
2020,,,17_reg_Zaporizhzhya,29.3
2020,,,18_reg_Ivano-Frankivsk,28.3
2020,,,19_reg_Kyiv,26.9
2020,,,20_reg_Kirovohrad,29.8
2020,,,21_reg_Luhansk,29.9
2020,,,22_reg_Lviv,28.0
2020,,,23_reg_Mykolayiv,29.2
2020,,,24_reg_Odesa,29.9
2020,,,25_reg_Poltava,30.0
2020,,,26_reg_Rivne,28.7
2020,,,27_reg_Sumy,28.3
2020,,,28_reg_Ternopil,27.9
2020,,,29_reg_Kharkiv,28.6
2020,,,30_reg_Kherson,31.4
2020,,,31_reg_Khmelnytskiy,29.1
2020,,,32_reg_Cherkasy,30.2
2020,,,33_reg_Chernivtsi,28.5
2020,,,34_reg_Chernihiv,30.1
2020,,,Kyiv_city,27.4
2020,,,city_Sevastopol,
2021,,,,29.2
2021,A01,,,
2021,A02,,,
2021,A03,,,
2021,A04,,,
2021,A05,,,
2021,A06,,,
2021,A07,,,
2021,A08,,,
2021,A09,,,
2021,A10,,,
2021,A11,,,
2021,A12,,,
2021,A13,,,
2021,A14,,,
2021,A15,,,
2021,A16,,,
2021,A17,,,
2021,A18,,,
2021,A19,,,
2021,A20,,,
2021,A21,,,
2021,A22,,,
2021,A23,,,
2021,A24,,,
2021,A25,,,
2021,A26,,,
2021,A27,,,
2021,A28,,,
2021,A29,,,
2021,A30,,,
2021,A31,,,
2021,A32,,,
2021,A33,,,
2021,A34,,,
2021,A35,,,
2021,A36,,,
2021,A37,,,
2021,A38,,,
2021,A39,,,
2021,A40,,,
2021,A41,,,
2021,A42,,,
2021,A43,,,
2021,A44,,,
2021,A45,,,
2021,A46,,,
2021,A47,,,
2021,A48,,,
2021,A49,,,
2021,A50,,,
2021,A51,,,
2021,A52,,,
2021,A53,,,
2021,A54,,,
2021,A55,,,
2021,A56,,,
2021,A57,,,
2021,A58,,,
2021,A59,,,
2021,A60,,,
2021,A61,,,
2021,A62,,,
2021,A63,,,
2021,A64,,,
2021,A65,,,
2021,A66,,,
2021,A67,,,
2021,A68,,,
2021,A69,,,
2021,A70,,,
2021,A71,,,
2021,A72,,,
2021,A73,,,
2021,A74,,,
2021,A75,,,
2021,A76,,,
2021,A77,,,
2021,A78,,,
2021,A79,,,
2021,A80,,,
2021,A81,,,
2021,A82,,,
2021,A83,,,
2021,A84,,,
2021,A85,,,
2021,A86,,,
2021,A87,,,
2021,A88,,,
2021,A89,,,
2021,A90,,,
2021,A91,,,
2021,A92,,,
2021,A93,,,
2021,A94,,,
2021,A95,,,
2021,A96,,,
2021,A97,,,
2021,A98,,,
2021,A99,,,
2021,A100,,,
2021,A101,,,
2021,A102,,,
2021,A103,,,
2021,A104,,,
2021,A105,,,
2021,A106,,,
2021,A107,,,
2021,A108,,,
2021,A109,,,
2021,A110,,,
2021,A111,,,
2021,A112,,,
2021,A113,,,
2021,A114,,,
2021,A115,,,
2021,A116,,,
2021,A117,,,
2021,A118,,,
2021,A119,,,
2021,A120,,,
2021,A121,,,
2021,A122,,,
2021,A123,,,
2021,A124,,,
2021,A125,,,
2021,A126,,,
2021,A127,,,
2021,A128,,,
2021,A129,,,
2021,A130,,,
2021,A131,,,
2021,A132,,,
2021,A133,,,
2021,A134,,,
2021,A135,,,
2021,A136,,,
2021,A137,,,
2021,A138,,,
2021,A139,,,
2021,A140,,,
2021,A141,,,
2021,A142,,,
2021,A143,,,
2021,A144,,,
2021,A145,,,
2021,A146,,,
2021,A147,,,
2021,A148,,,
2021,A149,,,
2021,A150,,,
2021,A151,,,
2021,A152,,,
2021,A153,,,
2021,A154,,,
2021,A155,,,
2021,A156,,,
2021,A157,,,
2021,A158,,,
2021,A159,,,
2021,A160,,,
2021,A161,,,
2021,A162,,,
2021,A163,,,
2021,A164,,,
2021,A165,,,
2021,A166,,,
2021,A167,,,
2021,A168,,,
2021,A169,,,
2021,A170,,,
2021,A171,,,
2021,A172,,,
2021,A173,,,
2021,A174,,,
2021,A175,,,
2021,A176,,,
2021,A177,,,
2021,A178,,,
2021,A179,,,
2021,A180,,,
2021,A181,,,
2021,A182,,,
2021,A183,,,
2021,A184,,,
2021,A185,,,
2021,A186,,,
2021,A187,,,
2021,A188,,,
2021,A189,,,
2021,A190,,,
2021,A191,,,
2021,A192,,,
2021,A193,,,
2021,A194,,,
2021,A195,,,
2021,A196,,,
2021,A197,,,
2021,A198,,,
2021,A199,,,
2021,A200,,,
2021,A201,,,
2021,A202,,,
2021,A203,,,
2021,A204,,,
2021,A205,,,
2021,A206,,,
2021,A207,,,
2021,A208,,,
2021,A209,,,
2021,A210,,,
2021,A211,,,
2021,A212,,,
2021,A213,,,
2021,A214,,,
2021,A215,,,
2021,A216,,,
2021,A217,,,
2021,A218,,,
2021,A219,,,
2021,A220,,,
2021,A221,,,
2021,A222,,,
2021,A223,,,
2021,A224,,,
2021,A225,,,
2021,A226,,,
2021,A227,,,
2021,A228,,,
2021,A229,,,
2021,A230,,,
2021,A231,,,
2021,A232,,,
2021,A233,,,
2021,A234,,,
2021,A235,,,
2021,A236,,,
2021,A237,,,
2021,A238,,,
2021,A239,,,
2021,A240,,,
2021,A241,,,
2021,A242,,,
2021,A243,,,
2021,A244,,,
2021,A245,,,
2021,A246,,,
2021,A247,,,
2021,A248,,,
2021,A249,,,
2021,A250,,,
2021,A251,,,
2021,A252,,,
2021,A253,,,
2021,A254,,,
2021,A255,,,
2021,A256,,,
2021,A257,,,
2021,A258,,,
2021,A259,,,
2021,A260,,,
2021,A261,,,
2021,A262,,,
2021,A263,,,
2021,A264,,,
2021,A265,,,
2021,A266,,,
2021,A267,,,
2021,A268,,,
2021,A269,,,
2021,A270,,,
2021,A271,,,
2021,A272,,,
2021,A273,,,
2021,A274,,,
2021,A275,,,
2021,A276,,,
2021,A277,,,
2021,A278,,,
2021,A279,,,
2021,A280,,,
2021,A281,,,
2021,A282,,,
2021,A283,,,
2021,A284,,,
2021,A285,,,
2021,A286,,,
2021,A287,,,
2021,A288,,,
2021,A289,,,
2021,A290,,,
2021,A291,,,
2021,A292,,,
2021,A293,,,
2021,A294,,,
2021,A295,,,
2021,A296,,,
2021,A297,,,
2021,A298,,,
2021,A299,,,
2021,A300,,,
2021,A301,,,
2021,A302,,,
2021,A303,,,
2021,A304,,,
2021,A305,,,
2021,A306,,,
2021,A307,,,
2021,A308,,,
2021,A309,,,
2021,A310,,,
2021,A311,,,
2021,A312,,,
2021,A313,,,
2021,A314,,,
2021,A315,,,
2021,A316,,,
2021,A317,,,
2021,A318,,,
2021,A319,,,
2021,A320,,,
2021,A321,,,
2021,A322,,,
2021,A323,,,
2021,A324,,,
2021,A325,,,
2021,A326,,,
2021,A327,,,
2021,A328,,,
2021,A329,,,
2021,A330,,,
2021,A331,,,
2021,A332,,,
2021,A333,,,
2021,A334,,,
2021,A335,,,
2021,A336,,,
2021,A337,,,
2021,A338,,,
2021,A339,,,
2021,A340,,,
2021,A341,,,
2021,A342,,,
2021,A343,,,
2021,A344,,,
2021,A345,,,
2021,A346,,,
2021,A347,,,
2021,A348,,,
2021,A349,,,
2021,A350,,,
2021,A351,,,
2021,A352,,,
2021,A353,,,
2021,A354,,,
2021,A355,,,
2021,A356,,,
2021,A357,,,
2021,A358,,,
2021,A359,,,
2021,A360,,,
2021,A361,,,
2021,A362,,,
2021,A363,,,
2021,A364,,,
2021,A365,,,
2021,A366,,,
2021,A367,,,
2021,A368,,,
2021,A369,,,
2021,A370,,,
2021,A371,,,
2021,A372,,,
2021,A373,,,
2021,A374,,,
2021,A375,,,
2021,A376,,,
2021,A377,,,
2021,A378,,,
2021,A379,,,
2021,A380,,,
2021,A381,,,
2021,A382,,,
2021,A383,,,
2021,A384,,,
2021,A385,,,
2021,A386,,,
2021,A387,,,
2021,A388,,,
2021,A389,,,
2021,A390,,,
2021,A391,,,
2021,A392,,,
2021,A393,,,
2021,A394,,,
2021,A395,,,
2021,A396,,,
2021,A397,,,
2021,A398,,,
2021,A399,,,
2021,A400,,,
2021,A401,,,
2021,A402,,,
2021,A403,,,
2021,A404,,,
2021,A405,,,
2021,A406,,,
2021,A407,,,
2021,A408,,,
2021,A409,,,
2021,A410,,,
2021,A411,,,
2021,A412,,,
2021,A413,,,
2021,A414,,,
2021,A415,,,
2021,A416,,,
2021,A417,,,
2021,A418,,,
2021,A419,,,
2021,A420,,,
2021,A421,,,
2021,A422,,,
2021,A423,,,
2021,A424,,,
2021,A425,,,
2021,A426,,,
2021,A427,,,
2021,A428,,,
2021,A429,,,
2021,A430,,,
2021,A431,,,
2021,A432,,,
2021,A433,,,
2021,A434,,,
2021,A435,,,
2021,A436,,,
2021,A437,,,
2021,A438,,,
2021,A439,,,
2021,A440,,,
2021,A441,,,
2021,A442,,,
2021,A443,,,
2021,A444,,,
2021,A445,,,
2021,A446,,,
2021,A447,,,
2021,A448,,,
2021,A449,,,
2021,A450,,,
2021,A451,,,
2021,A452,,,
2021,A453,,,
2021,A454,,,
2021,A455,,,
2021,A456,,,
2021,A457,,,
2021,A458,,,
2021,A459,,,
2021,A460,,,
2021,A461,,,
2021,A462,,,
2021,A463,,,
2021,A464,,,
2021,A465,,,
2021,A466,,,
2021,A467,,,
2021,A468,,,
2021,A469,,,
2021,A470,,,
2021,A471,,,
2021,A472,,,
2021,A473,,,
2021,A474,,,
2021,A475,,,
2021,A476,,,
2021,A477,,,
2021,A478,,,
2021,A479,,,
2021,A480,,,
2021,A481,,,
2021,A482,,,
2021,A483,,,
2021,A484,,,
2021,A485,,,
2021,A486,,,
2021,A487,,,
2021,A488,,,
2021,A489,,,
2021,A490,,,
2021,A491,,,
2021,A492,,,
2021,A493,,,
2021,A494,,,
2021,A495,,,
2021,A496,,,
2021,A497,,,
2021,A498,,,
2021,A499,,,
2021,A500,,,
2021,A501,,,
2021,A502,,,
2021,A503,,,
2021,A504,,,
2021,A505,,,
2021,A506,,,
2021,A507,,,
2021,A508,,,
2021,A509,,,
2021,A510,,,
2021,A511,,,
2021,A512,,,
2021,A513,,,
2021,A514,,,
2021,A515,,,
2021,A516,,,
2021,A517,,,
2021,A518,,,
2021,A519,,,
2021,A520,,,
2021,A521,,,
2021,A522,,,
2021,A523,,,
2021,A524,,,
2021,A525,,,
2021,A526,,,
2021,A527,,,
2021,A528,,,
2021,A529,,,
2021,A530,,,
2021,A531,,,
2021,A532,,,
2021,A533,,,
2021,A534,,,
2021,A535,,,
2021,A536,,,
2021,A537,,,
2021,A538,,,
2021,A539,,,
2021,A540,,,
2021,A541,,,
2021,A542,,,
2021,A543,,,
2021,A544,,,
2021,A545,,,
2021,A546,,,
2021,A547,,,
2021,A548,,,
2021,A549,,,
2021,A550,,,
2021,A551,,,
2021,A552,,,
2021,A553,,,
2021,A554,,,
2021,A555,,,
2021,A556,,,
2021,A557,,,
2021,A558,,,
2021,A559,,,
2021,A560,,,
2021,A561,,,
2021,A562,,,
2021,A563,,,
2021,A564,,,
2021,A565,,,
2021,A566,,,
2021,A567,,,
2021,A568,,,
2021,A569,,,
2021,A570,,,
2021,A571,,,
2021,A572,,,
2021,A573,,,
2021,A574,,,
2021,A575,,,
2021,A576,,,
2021,A577,,,
2021,A578,,,
2021,A579,,,
2021,A580,,,
2021,A581,,,
2021,A582,,,
2021,A583,,,
2021,A584,,,
2021,A585,,,
2021,A586,,,
2021,A587,,,
2021,A588,,,
2021,A589,,,
2021,A590,,,
2021,A591,,,
2021,A592,,,
2021,A593,,,
2021,A594,,,
2021,A595,,,
2021,A596,,,
2021,A597,,,
2021,A598,,,
2021,A599,,,
2021,A600,,,
2021,A601,,,
2021,A602,,,
2021,A603,,,
2021,A604,,,
2021,A605,,,
2021,A606,,,
2021,A607,,,
2021,A608,,,
2021,A609,,,
2021,A610,,,
2021,A611,,,
2021,,farm,,20.8
2021,,private_enterprise,,25.1
2021,,collective_enterprise,,
2021,,public_enterprise,,12.9
2021,,state-run_enterprise,,3.1
2021,,communal_enterprise,,33.8
2021,,joint_communal_enterprise,,
2021,,subsidiary,,22.3
2021,,foreign_enterprise,,17.4
2021,,enterprise_association_of_citizens,,23.2
2021,,enterprise_founded_by_consumer_partnership,,57.8
2021,,rental_enterprise,,
2021,,individual_enterprise,,
2021,,family_enterprise,,
2021,,joint_enterprise,,
2021,,joint-stock_company,,16.9
2021,,public_joint-stock_partnership,,
2021,,private_joint-stock_partnership,,
2021,,state_joint_stock_company,,
2021,,holding_company,,
2021,,limited_liability_partnership,,25.0
2021,,extended_liability_partnership,,20.9
2021,,full_liability_partnership,,26.6
2021,,mixed_liability_company,,25.3
2021,,lawyers_union,,
2021,,law_office,,
2021,,cooperative,,27.4
2021,,production_cooperative,,15.3
2021,,serve_cooperative,,28.8
2021,,housing_construction_cooperativ,,
2021,,garage_cooperativ,,
2021,,consumer_cooperativ,,34.0
2021,,consumer_partnership,,
2021,,agriculture_and_production_cooperativ,,15.0
2021,,agriculture_and_serve_cooperativ,,24.6
2021,,agriculture_cooperativ,,
