Year,Infectious diseases,Age,Region,Value
2019,ill_5_pert,age_vac_1_under_1_year,31_reg_Khmelnytskiy,87.1
2019,ill_10_tetanus,age_vac_1_under_1_year,31_reg_Khmelnytskiy,87.1
2019,ill_4_diph,age_vac_3_18_months,31_reg_Khmelnytskiy,83.8
2019,ill_5_pert,age_vac_3_18_months,31_reg_Khmelnytskiy,83.8
2019,ill_10_tetanus,age_vac_3_18_months,31_reg_Khmelnytskiy,83.8
2019,ill_4_diph,age_vac_4_6_years,31_reg_Khmelnytskiy,73.8
2019,ill_10_tetanus,age_vac_4_6_years,31_reg_Khmelnytskiy,73.8
2019,ill_4_diph,age_vac_7_adult,31_reg_Khmelnytskiy,78.4
2019,ill_10_tetanus,age_vac_7_adult,31_reg_Khmelnytskiy,78.4
2019,ill_9_rubella,age_vac_2_1_year,31_reg_Khmelnytskiy,94.8
2019,ill_3_m_m_r,age_vac_2_1_year,31_reg_Khmelnytskiy,94.8
2019,ill_8_mumps,age_vac_2_1_year,31_reg_Khmelnytskiy,94.8
2019,ill_9_rubella,age_vac_4_6_years,31_reg_Khmelnytskiy,93.4
2019,ill_3_m_m_r,age_vac_4_6_years,31_reg_Khmelnytskiy,93.4
2019,ill_8_mumps,age_vac_4_6_years,31_reg_Khmelnytskiy,93.4
2019,ill_2_hep,age_vac_1_under_1_year,31_reg_Khmelnytskiy,73.0
2019,ill_1_tub,age_vac_1_under_1_year,32_reg_Cherkasy,92.1
2019,ill_6_polio,age_vac_1_under_1_year,32_reg_Cherkasy,83.1
2019,ill_6_polio,age_vac_3_18_months,32_reg_Cherkasy,86.4
2019,ill_6_polio,age_vac_4_6_years,32_reg_Cherkasy,86.5
2019,ill_6_polio,age_vac_5_14_years,32_reg_Cherkasy,82.1
2019,ill_4_diph,age_vac_1_under_1_year,32_reg_Cherkasy,85.0
2019,ill_5_pert,age_vac_1_under_1_year,32_reg_Cherkasy,85.0
2019,ill_10_tetanus,age_vac_1_under_1_year,32_reg_Cherkasy,85.0
2019,ill_4_diph,age_vac_3_18_months,32_reg_Cherkasy,80.5
2019,ill_5_pert,age_vac_3_18_months,32_reg_Cherkasy,80.5
2019,ill_10_tetanus,age_vac_3_18_months,32_reg_Cherkasy,80.5
2019,ill_4_diph,age_vac_4_6_years,32_reg_Cherkasy,68.0
2019,ill_10_tetanus,age_vac_4_6_years,32_reg_Cherkasy,68.0
2019,ill_4_diph,age_vac_7_adult,32_reg_Cherkasy,91.3
2019,ill_10_tetanus,age_vac_7_adult,32_reg_Cherkasy,91.3
2019,ill_9_rubella,age_vac_2_1_year,32_reg_Cherkasy,86.5
2019,ill_3_m_m_r,age_vac_2_1_year,32_reg_Cherkasy,86.5
2019,ill_8_mumps,age_vac_2_1_year,32_reg_Cherkasy,86.5
2019,ill_9_rubella,age_vac_4_6_years,32_reg_Cherkasy,88.6
2019,ill_3_m_m_r,age_vac_4_6_years,32_reg_Cherkasy,88.6
2019,ill_8_mumps,age_vac_4_6_years,32_reg_Cherkasy,88.6
2019,ill_2_hep,age_vac_1_under_1_year,32_reg_Cherkasy,77.5
2019,ill_1_tub,age_vac_1_under_1_year,33_reg_Chernivtsi,91.9
2019,ill_6_polio,age_vac_1_under_1_year,33_reg_Chernivtsi,80.2
2019,ill_6_polio,age_vac_3_18_months,33_reg_Chernivtsi,86.7
2019,ill_6_polio,age_vac_4_6_years,33_reg_Chernivtsi,81.1
2019,ill_6_polio,age_vac_5_14_years,33_reg_Chernivtsi,83.7
2019,ill_4_diph,age_vac_1_under_1_year,33_reg_Chernivtsi,81.3
2019,ill_5_pert,age_vac_1_under_1_year,33_reg_Chernivtsi,81.3
2019,ill_10_tetanus,age_vac_1_under_1_year,33_reg_Chernivtsi,81.3
2019,ill_4_diph,age_vac_3_18_months,33_reg_Chernivtsi,86.0
2019,ill_5_pert,age_vac_3_18_months,33_reg_Chernivtsi,86.0
2019,ill_10_tetanus,age_vac_3_18_months,33_reg_Chernivtsi,86.0
2019,ill_4_diph,age_vac_4_6_years,33_reg_Chernivtsi,95.6
2019,ill_10_tetanus,age_vac_4_6_years,33_reg_Chernivtsi,95.6
2019,ill_4_diph,age_vac_7_adult,33_reg_Chernivtsi,93.0
2019,ill_10_tetanus,age_vac_7_adult,33_reg_Chernivtsi,93.0
2019,ill_9_rubella,age_vac_2_1_year,33_reg_Chernivtsi,94.9
2019,ill_3_m_m_r,age_vac_2_1_year,33_reg_Chernivtsi,94.9
2019,ill_8_mumps,age_vac_2_1_year,33_reg_Chernivtsi,94.9
2019,ill_9_rubella,age_vac_4_6_years,33_reg_Chernivtsi,90.6
2019,ill_3_m_m_r,age_vac_4_6_years,33_reg_Chernivtsi,90.6
2019,ill_8_mumps,age_vac_4_6_years,33_reg_Chernivtsi,90.6
2019,ill_2_hep,age_vac_1_under_1_year,33_reg_Chernivtsi,76.6
2019,ill_1_tub,age_vac_1_under_1_year,34_reg_Chernihiv,87.2
2019,ill_6_polio,age_vac_1_under_1_year,34_reg_Chernihiv,89.1
2019,ill_6_polio,age_vac_3_18_months,34_reg_Chernihiv,93.2
2019,ill_6_polio,age_vac_4_6_years,34_reg_Chernihiv,87.4
2019,ill_6_polio,age_vac_5_14_years,34_reg_Chernihiv,84.0
2019,ill_4_diph,age_vac_1_under_1_year,34_reg_Chernihiv,83.5
2019,ill_5_pert,age_vac_1_under_1_year,34_reg_Chernihiv,83.5
2019,ill_10_tetanus,age_vac_1_under_1_year,34_reg_Chernihiv,83.5
2019,ill_4_diph,age_vac_3_18_months,34_reg_Chernihiv,88.1
2019,ill_5_pert,age_vac_3_18_months,34_reg_Chernihiv,88.1
2019,ill_10_tetanus,age_vac_3_18_months,34_reg_Chernihiv,88.1
2019,ill_4_diph,age_vac_4_6_years,34_reg_Chernihiv,99.9
2019,ill_10_tetanus,age_vac_4_6_years,34_reg_Chernihiv,99.9
2019,ill_4_diph,age_vac_7_adult,34_reg_Chernihiv,85.1
2019,ill_10_tetanus,age_vac_7_adult,34_reg_Chernihiv,85.1
2019,ill_9_rubella,age_vac_2_1_year,34_reg_Chernihiv,99.3
2019,ill_3_m_m_r,age_vac_2_1_year,34_reg_Chernihiv,99.3
2019,ill_8_mumps,age_vac_2_1_year,34_reg_Chernihiv,99.3
2019,ill_9_rubella,age_vac_4_6_years,34_reg_Chernihiv,90.0
2019,ill_3_m_m_r,age_vac_4_6_years,34_reg_Chernihiv,90.0
2019,ill_8_mumps,age_vac_4_6_years,34_reg_Chernihiv,90.0
2019,ill_2_hep,age_vac_1_under_1_year,34_reg_Chernihiv,81.6
2020,ill_1_tub,age_vac_1_under_1_year,11_reg_Vinnytsya,84.0
2020,ill_6_polio,age_vac_1_under_1_year,11_reg_Vinnytsya,82.8
2020,ill_6_polio,age_vac_3_18_months,11_reg_Vinnytsya,84.1
2020,ill_6_polio,age_vac_4_6_years,11_reg_Vinnytsya,82.9
2020,ill_6_polio,age_vac_5_14_years,11_reg_Vinnytsya,81.3
2020,ill_4_diph,age_vac_1_under_1_year,11_reg_Vinnytsya,75.1
2020,ill_5_pert,age_vac_1_under_1_year,11_reg_Vinnytsya,75.1
2020,ill_10_tetanus,age_vac_1_under_1_year,11_reg_Vinnytsya,75.1
2020,ill_4_diph,age_vac_3_18_months,11_reg_Vinnytsya,75.4
2020,ill_5_pert,age_vac_3_18_months,11_reg_Vinnytsya,75.4
2020,ill_10_tetanus,age_vac_3_18_months,11_reg_Vinnytsya,75.4
2020,ill_4_diph,age_vac_4_6_years,11_reg_Vinnytsya,49.1
2020,ill_10_tetanus,age_vac_4_6_years,11_reg_Vinnytsya,49.1
2020,ill_4_diph,age_vac_7_adult,11_reg_Vinnytsya,53.0
2020,ill_10_tetanus,age_vac_7_adult,11_reg_Vinnytsya,53.0
2020,ill_9_rubella,age_vac_2_1_year,11_reg_Vinnytsya,79.3
2020,ill_3_m_m_r,age_vac_2_1_year,11_reg_Vinnytsya,79.3
2020,ill_8_mumps,age_vac_2_1_year,11_reg_Vinnytsya,79.3
2020,ill_9_rubella,age_vac_4_6_years,11_reg_Vinnytsya,76.7
2020,ill_3_m_m_r,age_vac_4_6_years,11_reg_Vinnytsya,76.7
2020,ill_8_mumps,age_vac_4_6_years,11_reg_Vinnytsya,76.7
2020,ill_2_hep,age_vac_1_under_1_year,11_reg_Vinnytsya,79.0
2020,ill_1_tub,age_vac_1_under_1_year,12_reg_Volyn,95.8
2020,ill_6_polio,age_vac_1_under_1_year,12_reg_Volyn,90.0
2020,ill_6_polio,age_vac_3_18_months,12_reg_Volyn,91.6
2020,ill_6_polio,age_vac_4_6_years,12_reg_Volyn,94.1
2020,ill_6_polio,age_vac_5_14_years,12_reg_Volyn,91.9
2020,ill_4_diph,age_vac_1_under_1_year,12_reg_Volyn,82.0
2020,ill_5_pert,age_vac_1_under_1_year,12_reg_Volyn,82.0
2020,ill_10_tetanus,age_vac_1_under_1_year,12_reg_Volyn,82.0
2020,ill_4_diph,age_vac_3_18_months,12_reg_Volyn,80.2
2020,ill_5_pert,age_vac_3_18_months,12_reg_Volyn,80.2
2020,ill_10_tetanus,age_vac_3_18_months,12_reg_Volyn,80.2
2020,ill_4_diph,age_vac_4_6_years,12_reg_Volyn,56.0
2020,ill_10_tetanus,age_vac_4_6_years,12_reg_Volyn,56.0
2020,ill_4_diph,age_vac_7_adult,12_reg_Volyn,40.3
2020,ill_10_tetanus,age_vac_7_adult,12_reg_Volyn,40.3
2020,ill_9_rubella,age_vac_2_1_year,12_reg_Volyn,85.2
2020,ill_3_m_m_r,age_vac_2_1_year,12_reg_Volyn,85.2
2020,ill_8_mumps,age_vac_2_1_year,12_reg_Volyn,85.2
2020,ill_9_rubella,age_vac_4_6_years,12_reg_Volyn,90.3
2020,ill_3_m_m_r,age_vac_4_6_years,12_reg_Volyn,90.3
2020,ill_8_mumps,age_vac_4_6_years,12_reg_Volyn,90.3
2020,ill_2_hep,age_vac_1_under_1_year,12_reg_Volyn,91.9
2020,ill_1_tub,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,87.2
2020,ill_6_polio,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,88.0
2020,ill_6_polio,age_vac_3_18_months,13_reg_Dnipropetrovsk,99.3
2020,ill_6_polio,age_vac_4_6_years,13_reg_Dnipropetrovsk,94.9
2020,ill_6_polio,age_vac_5_14_years,13_reg_Dnipropetrovsk,96.6
2020,ill_4_diph,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,79.9
2020,ill_5_pert,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,79.9
2020,ill_10_tetanus,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,79.9
2020,ill_4_diph,age_vac_3_18_months,13_reg_Dnipropetrovsk,81.7
2020,ill_5_pert,age_vac_3_18_months,13_reg_Dnipropetrovsk,81.7
2020,ill_10_tetanus,age_vac_3_18_months,13_reg_Dnipropetrovsk,81.7
2020,ill_4_diph,age_vac_4_6_years,13_reg_Dnipropetrovsk,62.9
2020,ill_10_tetanus,age_vac_4_6_years,13_reg_Dnipropetrovsk,62.9
2020,ill_4_diph,age_vac_7_adult,13_reg_Dnipropetrovsk,18.2
2020,ill_10_tetanus,age_vac_7_adult,13_reg_Dnipropetrovsk,18.2
2020,ill_9_rubella,age_vac_2_1_year,13_reg_Dnipropetrovsk,92.0
2020,ill_3_m_m_r,age_vac_2_1_year,13_reg_Dnipropetrovsk,92.0
2020,ill_8_mumps,age_vac_2_1_year,13_reg_Dnipropetrovsk,92.0
2020,ill_9_rubella,age_vac_4_6_years,13_reg_Dnipropetrovsk,89.4
2020,ill_3_m_m_r,age_vac_4_6_years,13_reg_Dnipropetrovsk,89.4
2020,ill_8_mumps,age_vac_4_6_years,13_reg_Dnipropetrovsk,89.4
2020,ill_2_hep,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,95.1
2020,ill_1_tub,age_vac_1_under_1_year,14_reg_Donetsk,84.8
2020,ill_6_polio,age_vac_1_under_1_year,14_reg_Donetsk,87.0
2020,ill_6_polio,age_vac_3_18_months,14_reg_Donetsk,75.2
2020,ill_6_polio,age_vac_4_6_years,14_reg_Donetsk,82.0
2020,ill_6_polio,age_vac_5_14_years,14_reg_Donetsk,82.6
2020,ill_4_diph,age_vac_1_under_1_year,14_reg_Donetsk,79.3
2020,ill_5_pert,age_vac_1_under_1_year,14_reg_Donetsk,79.3
2020,ill_10_tetanus,age_vac_1_under_1_year,14_reg_Donetsk,79.3
2020,ill_4_diph,age_vac_3_18_months,14_reg_Donetsk,63.3
2020,ill_5_pert,age_vac_3_18_months,14_reg_Donetsk,63.3
2020,ill_10_tetanus,age_vac_3_18_months,14_reg_Donetsk,63.3
2020,ill_4_diph,age_vac_4_6_years,14_reg_Donetsk,60.6
2020,ill_10_tetanus,age_vac_4_6_years,14_reg_Donetsk,60.6
2020,ill_4_diph,age_vac_7_adult,14_reg_Donetsk,54.9
2020,ill_10_tetanus,age_vac_7_adult,14_reg_Donetsk,54.9
2020,ill_9_rubella,age_vac_2_1_year,14_reg_Donetsk,92.6
2020,ill_3_m_m_r,age_vac_2_1_year,14_reg_Donetsk,92.6
2020,ill_8_mumps,age_vac_2_1_year,14_reg_Donetsk,92.6
2020,ill_9_rubella,age_vac_4_6_years,14_reg_Donetsk,86.9
2020,ill_3_m_m_r,age_vac_4_6_years,14_reg_Donetsk,86.9
2020,ill_8_mumps,age_vac_4_6_years,14_reg_Donetsk,86.9
2020,ill_2_hep,age_vac_1_under_1_year,14_reg_Donetsk,81.9
2020,ill_1_tub,age_vac_1_under_1_year,15_reg_Zhytomyr,93.7
2020,ill_6_polio,age_vac_1_under_1_year,15_reg_Zhytomyr,88.4
2020,ill_6_polio,age_vac_3_18_months,15_reg_Zhytomyr,91.9
2020,ill_6_polio,age_vac_4_6_years,15_reg_Zhytomyr,89.3
2020,ill_6_polio,age_vac_5_14_years,15_reg_Zhytomyr,86.4
2020,ill_4_diph,age_vac_1_under_1_year,15_reg_Zhytomyr,88.4
2020,ill_5_pert,age_vac_1_under_1_year,15_reg_Zhytomyr,88.4
2020,ill_10_tetanus,age_vac_1_under_1_year,15_reg_Zhytomyr,88.4
2020,ill_4_diph,age_vac_3_18_months,15_reg_Zhytomyr,92.6
2020,ill_5_pert,age_vac_3_18_months,15_reg_Zhytomyr,92.6
2020,ill_10_tetanus,age_vac_3_18_months,15_reg_Zhytomyr,92.6
2020,ill_4_diph,age_vac_4_6_years,15_reg_Zhytomyr,64.5
2020,ill_10_tetanus,age_vac_4_6_years,15_reg_Zhytomyr,64.5
2020,ill_4_diph,age_vac_7_adult,15_reg_Zhytomyr,30.0
2020,ill_10_tetanus,age_vac_7_adult,15_reg_Zhytomyr,30.0
2020,ill_9_rubella,age_vac_2_1_year,15_reg_Zhytomyr,84.7
2020,ill_3_m_m_r,age_vac_2_1_year,15_reg_Zhytomyr,84.7
2020,ill_8_mumps,age_vac_2_1_year,15_reg_Zhytomyr,84.7
2020,ill_9_rubella,age_vac_4_6_years,15_reg_Zhytomyr,85.1
2020,ill_3_m_m_r,age_vac_4_6_years,15_reg_Zhytomyr,85.1
2020,ill_8_mumps,age_vac_4_6_years,15_reg_Zhytomyr,85.1
2020,ill_2_hep,age_vac_1_under_1_year,15_reg_Zhytomyr,86.8
2020,ill_1_tub,age_vac_1_under_1_year,16_reg_Zakarpattya,88.2
2020,ill_6_polio,age_vac_1_under_1_year,16_reg_Zakarpattya,70.7
2020,ill_6_polio,age_vac_3_18_months,16_reg_Zakarpattya,68.9
2020,ill_6_polio,age_vac_4_6_years,16_reg_Zakarpattya,69.1
2020,ill_6_polio,age_vac_5_14_years,16_reg_Zakarpattya,63.4
2020,ill_4_diph,age_vac_1_under_1_year,16_reg_Zakarpattya,70.3
2020,ill_5_pert,age_vac_1_under_1_year,16_reg_Zakarpattya,70.3
2020,ill_10_tetanus,age_vac_1_under_1_year,16_reg_Zakarpattya,70.3
2020,ill_4_diph,age_vac_3_18_months,16_reg_Zakarpattya,59.2
2020,ill_5_pert,age_vac_3_18_months,16_reg_Zakarpattya,59.2
2020,ill_10_tetanus,age_vac_3_18_months,16_reg_Zakarpattya,59.2
2020,ill_4_diph,age_vac_4_6_years,16_reg_Zakarpattya,52.7
2020,ill_10_tetanus,age_vac_4_6_years,16_reg_Zakarpattya,52.7
2020,ill_4_diph,age_vac_7_adult,16_reg_Zakarpattya,31.1
2020,ill_10_tetanus,age_vac_7_adult,16_reg_Zakarpattya,31.1
2020,ill_9_rubella,age_vac_2_1_year,16_reg_Zakarpattya,72.9
2020,ill_3_m_m_r,age_vac_2_1_year,16_reg_Zakarpattya,72.9
2020,ill_8_mumps,age_vac_2_1_year,16_reg_Zakarpattya,72.9
2020,ill_9_rubella,age_vac_4_6_years,16_reg_Zakarpattya,78.8
2020,ill_3_m_m_r,age_vac_4_6_years,16_reg_Zakarpattya,78.8
2020,ill_8_mumps,age_vac_4_6_years,16_reg_Zakarpattya,78.8
2020,ill_2_hep,age_vac_1_under_1_year,16_reg_Zakarpattya,62.3
2020,ill_1_tub,age_vac_1_under_1_year,17_reg_Zaporizhzhya,84.0
2020,ill_6_polio,age_vac_1_under_1_year,17_reg_Zaporizhzhya,76.8
2020,ill_6_polio,age_vac_3_18_months,17_reg_Zaporizhzhya,86.6
2020,ill_6_polio,age_vac_4_6_years,17_reg_Zaporizhzhya,75.8
2020,ill_6_polio,age_vac_5_14_years,17_reg_Zaporizhzhya,75.2
2020,ill_4_diph,age_vac_1_under_1_year,17_reg_Zaporizhzhya,74.0
2020,ill_5_pert,age_vac_1_under_1_year,17_reg_Zaporizhzhya,74.0
2020,ill_10_tetanus,age_vac_1_under_1_year,17_reg_Zaporizhzhya,74.0
2020,ill_4_diph,age_vac_3_18_months,17_reg_Zaporizhzhya,81.2
2020,ill_5_pert,age_vac_3_18_months,17_reg_Zaporizhzhya,81.2
2020,ill_10_tetanus,age_vac_3_18_months,17_reg_Zaporizhzhya,81.2
2020,ill_4_diph,age_vac_4_6_years,17_reg_Zaporizhzhya,45.6
2020,ill_10_tetanus,age_vac_4_6_years,17_reg_Zaporizhzhya,45.6
2020,ill_4_diph,age_vac_7_adult,17_reg_Zaporizhzhya,13.5
2020,ill_10_tetanus,age_vac_7_adult,17_reg_Zaporizhzhya,13.5
2020,ill_9_rubella,age_vac_2_1_year,17_reg_Zaporizhzhya,83.2
2020,ill_3_m_m_r,age_vac_2_1_year,17_reg_Zaporizhzhya,83.2
2020,ill_8_mumps,age_vac_2_1_year,17_reg_Zaporizhzhya,83.2
2020,ill_9_rubella,age_vac_4_6_years,17_reg_Zaporizhzhya,79.4
2020,ill_3_m_m_r,age_vac_4_6_years,17_reg_Zaporizhzhya,79.4
2020,ill_8_mumps,age_vac_4_6_years,17_reg_Zaporizhzhya,79.4
2020,ill_2_hep,age_vac_1_under_1_year,17_reg_Zaporizhzhya,76.9
2020,ill_1_tub,age_vac_1_under_1_year,18_reg_Ivano-Frankivsk,84.3
2020,ill_6_polio,age_vac_1_under_1_year,18_reg_Ivano-Frankivsk,77.4
2020,ill_6_polio,age_vac_3_18_months,18_reg_Ivano-Frankivsk,73.4
2020,ill_6_polio,age_vac_4_6_years,18_reg_Ivano-Frankivsk,64.1
2020,ill_6_polio,age_vac_5_14_years,18_reg_Ivano-Frankivsk,66.7
2020,ill_4_diph,age_vac_1_under_1_year,18_reg_Ivano-Frankivsk,75.3
2020,ill_5_pert,age_vac_1_under_1_year,18_reg_Ivano-Frankivsk,75.3
2020,ill_10_tetanus,age_vac_1_under_1_year,18_reg_Ivano-Frankivsk,75.3
2020,ill_4_diph,age_vac_3_18_months,18_reg_Ivano-Frankivsk,64.7
2020,ill_5_pert,age_vac_3_18_months,18_reg_Ivano-Frankivsk,64.7
2020,ill_10_tetanus,age_vac_3_18_months,18_reg_Ivano-Frankivsk,64.7
2020,ill_4_diph,age_vac_4_6_years,18_reg_Ivano-Frankivsk,54.8
2020,ill_10_tetanus,age_vac_4_6_years,18_reg_Ivano-Frankivsk,54.8
2020,ill_4_diph,age_vac_7_adult,18_reg_Ivano-Frankivsk,32.0
2020,ill_10_tetanus,age_vac_7_adult,18_reg_Ivano-Frankivsk,32.0
2020,ill_9_rubella,age_vac_2_1_year,18_reg_Ivano-Frankivsk,74.8
2020,ill_3_m_m_r,age_vac_2_1_year,18_reg_Ivano-Frankivsk,74.8
2020,ill_8_mumps,age_vac_2_1_year,18_reg_Ivano-Frankivsk,74.8
2020,ill_9_rubella,age_vac_4_6_years,18_reg_Ivano-Frankivsk,72.2
2020,ill_3_m_m_r,age_vac_4_6_years,18_reg_Ivano-Frankivsk,72.2
2020,ill_8_mumps,age_vac_4_6_years,18_reg_Ivano-Frankivsk,72.2
2020,ill_2_hep,age_vac_1_under_1_year,18_reg_Ivano-Frankivsk,63.7
2020,ill_1_tub,age_vac_1_under_1_year,20_reg_Kirovohrad,92.3
2020,ill_6_polio,age_vac_1_under_1_year,20_reg_Kirovohrad,93.5
2020,ill_6_polio,age_vac_3_18_months,20_reg_Kirovohrad,97.9
2020,ill_6_polio,age_vac_4_6_years,20_reg_Kirovohrad,92.3
2020,ill_6_polio,age_vac_5_14_years,20_reg_Kirovohrad,92.3
2020,ill_4_diph,age_vac_1_under_1_year,20_reg_Kirovohrad,93.0
2020,ill_5_pert,age_vac_1_under_1_year,20_reg_Kirovohrad,93.0
2020,ill_10_tetanus,age_vac_1_under_1_year,20_reg_Kirovohrad,93.0
2020,ill_4_diph,age_vac_3_18_months,20_reg_Kirovohrad,85.4
2020,ill_5_pert,age_vac_3_18_months,20_reg_Kirovohrad,85.4
2020,ill_10_tetanus,age_vac_3_18_months,20_reg_Kirovohrad,85.4
2020,ill_4_diph,age_vac_4_6_years,20_reg_Kirovohrad,62.2
2020,ill_10_tetanus,age_vac_4_6_years,20_reg_Kirovohrad,62.2
2020,ill_4_diph,age_vac_7_adult,20_reg_Kirovohrad,19.3
2020,ill_10_tetanus,age_vac_7_adult,20_reg_Kirovohrad,19.3
2020,ill_9_rubella,age_vac_2_1_year,20_reg_Kirovohrad,93.9
2020,ill_3_m_m_r,age_vac_2_1_year,20_reg_Kirovohrad,93.9
2020,ill_8_mumps,age_vac_2_1_year,20_reg_Kirovohrad,93.9
2020,ill_9_rubella,age_vac_4_6_years,20_reg_Kirovohrad,89.6
2020,ill_3_m_m_r,age_vac_4_6_years,20_reg_Kirovohrad,89.6
2020,ill_8_mumps,age_vac_4_6_years,20_reg_Kirovohrad,89.6
2020,ill_2_hep,age_vac_1_under_1_year,20_reg_Kirovohrad,87.8
2020,ill_1_tub,age_vac_1_under_1_year,21_reg_Luhansk,75.6
2020,ill_6_polio,age_vac_1_under_1_year,21_reg_Luhansk,91.9
2020,ill_6_polio,age_vac_3_18_months,21_reg_Luhansk,85.2
2020,ill_6_polio,age_vac_4_6_years,21_reg_Luhansk,94.6
2020,ill_6_polio,age_vac_5_14_years,21_reg_Luhansk,89.5
2020,ill_4_diph,age_vac_1_under_1_year,21_reg_Luhansk,85.8
2020,ill_5_pert,age_vac_1_under_1_year,21_reg_Luhansk,85.8
2020,ill_10_tetanus,age_vac_1_under_1_year,21_reg_Luhansk,85.8
2020,ill_4_diph,age_vac_3_18_months,21_reg_Luhansk,77.0
2020,ill_5_pert,age_vac_3_18_months,21_reg_Luhansk,77.0
2020,ill_10_tetanus,age_vac_3_18_months,21_reg_Luhansk,77.0
2020,ill_4_diph,age_vac_4_6_years,21_reg_Luhansk,93.3
2020,ill_10_tetanus,age_vac_4_6_years,21_reg_Luhansk,93.3
2020,ill_4_diph,age_vac_7_adult,21_reg_Luhansk,28.4
2020,ill_10_tetanus,age_vac_7_adult,21_reg_Luhansk,28.4
2020,ill_9_rubella,age_vac_2_1_year,21_reg_Luhansk,93.2
2020,ill_3_m_m_r,age_vac_2_1_year,21_reg_Luhansk,93.2
2020,ill_8_mumps,age_vac_2_1_year,21_reg_Luhansk,93.2
2020,ill_9_rubella,age_vac_4_6_years,21_reg_Luhansk,92.7
2020,ill_3_m_m_r,age_vac_4_6_years,21_reg_Luhansk,92.7
2020,ill_8_mumps,age_vac_4_6_years,21_reg_Luhansk,92.7
2020,ill_2_hep,age_vac_1_under_1_year,21_reg_Luhansk,90.4
2020,ill_1_tub,age_vac_1_under_1_year,22_reg_Lviv,91.4
2020,ill_6_polio,age_vac_1_under_1_year,22_reg_Lviv,72.3
2020,ill_6_polio,age_vac_3_18_months,22_reg_Lviv,65.0
2020,ill_6_polio,age_vac_4_6_years,22_reg_Lviv,62.6
2020,ill_6_polio,age_vac_5_14_years,22_reg_Lviv,58.1
2020,ill_4_diph,age_vac_1_under_1_year,22_reg_Lviv,74.1
2020,ill_5_pert,age_vac_1_under_1_year,22_reg_Lviv,74.1
2020,ill_10_tetanus,age_vac_1_under_1_year,22_reg_Lviv,74.1
2020,ill_4_diph,age_vac_3_18_months,22_reg_Lviv,65.0
2020,ill_5_pert,age_vac_3_18_months,22_reg_Lviv,65.0
2020,ill_10_tetanus,age_vac_3_18_months,22_reg_Lviv,65.0
2020,ill_4_diph,age_vac_4_6_years,22_reg_Lviv,55.4
2020,ill_10_tetanus,age_vac_4_6_years,22_reg_Lviv,55.4
2020,ill_4_diph,age_vac_7_adult,22_reg_Lviv,35.1
2020,ill_10_tetanus,age_vac_7_adult,22_reg_Lviv,35.1
2020,ill_9_rubella,age_vac_2_1_year,22_reg_Lviv,76.9
2020,ill_3_m_m_r,age_vac_2_1_year,22_reg_Lviv,76.9
2020,ill_8_mumps,age_vac_2_1_year,22_reg_Lviv,76.9
2020,ill_9_rubella,age_vac_4_6_years,22_reg_Lviv,69.2
2020,ill_3_m_m_r,age_vac_4_6_years,22_reg_Lviv,69.2
2020,ill_8_mumps,age_vac_4_6_years,22_reg_Lviv,69.2
2020,ill_2_hep,age_vac_1_under_1_year,22_reg_Lviv,68.2
2020,ill_1_tub,age_vac_1_under_1_year,23_reg_Mykolayiv,92.2
2020,ill_6_polio,age_vac_1_under_1_year,23_reg_Mykolayiv,93.2
2020,ill_6_polio,age_vac_3_18_months,23_reg_Mykolayiv,94.8
2020,ill_6_polio,age_vac_4_6_years,23_reg_Mykolayiv,91.9
2020,ill_6_polio,age_vac_5_14_years,23_reg_Mykolayiv,93.2
2020,ill_4_diph,age_vac_1_under_1_year,23_reg_Mykolayiv,94.6
2020,ill_5_pert,age_vac_1_under_1_year,23_reg_Mykolayiv,94.6
2020,ill_10_tetanus,age_vac_1_under_1_year,23_reg_Mykolayiv,94.6
2020,ill_4_diph,age_vac_3_18_months,23_reg_Mykolayiv,96.2
2020,ill_5_pert,age_vac_3_18_months,23_reg_Mykolayiv,96.2
2020,ill_10_tetanus,age_vac_3_18_months,23_reg_Mykolayiv,96.2
2020,ill_4_diph,age_vac_4_6_years,23_reg_Mykolayiv,89.9
2020,ill_10_tetanus,age_vac_4_6_years,23_reg_Mykolayiv,89.9
2020,ill_4_diph,age_vac_7_adult,23_reg_Mykolayiv,77.9
2020,ill_10_tetanus,age_vac_7_adult,23_reg_Mykolayiv,77.9
2020,ill_9_rubella,age_vac_2_1_year,23_reg_Mykolayiv,88.8
2020,ill_3_m_m_r,age_vac_2_1_year,23_reg_Mykolayiv,88.8
2020,ill_8_mumps,age_vac_2_1_year,23_reg_Mykolayiv,88.8
2020,ill_9_rubella,age_vac_4_6_years,23_reg_Mykolayiv,93.7
2020,ill_3_m_m_r,age_vac_4_6_years,23_reg_Mykolayiv,93.7
2020,ill_8_mumps,age_vac_4_6_years,23_reg_Mykolayiv,93.7
2020,ill_2_hep,age_vac_1_under_1_year,23_reg_Mykolayiv,93.9
2020,ill_1_tub,age_vac_1_under_1_year,24_reg_Odesa,88.6
2020,ill_6_polio,age_vac_1_under_1_year,24_reg_Odesa,65.4
