Year,Infectious diseases,Age,Region,Value
2020,"Diphtheria, tetanus",under 1 year,Zhytomyr,88.4
2020,Pertussis,under 1 year,Zhytomyr,88.4
2020,Tetanus,under 1 year,Zhytomyr,88.4
2020,"Diphtheria, tetanus",18 months,Zhytomyr,92.6
2020,Pertussis,18 months,Zhytomyr,92.6
2020,Tetanus,18 months,Zhytomyr,92.6
2020,"Diphtheria, tetanus",6 years,Zhytomyr,64.5
2020,Tetanus,6 years,Zhytomyr,64.5
2020,"Diphtheria, tetanus",adults,Zhytomyr,30.0
2020,Tetanus,adults,Zhytomyr,30.0
2020,Rubella,1 year,Zhytomyr,84.7
2020,"Measles, mumps, rubella",1 year,Zhytomyr,84.7
2020,Mumps,1 year,Zhytomyr,84.7
2020,Rubella,6 years,Zhytomyr,85.1
2020,"Measles, mumps, rubella",6 years,Zhytomyr,85.1
2020,Mumps,6 years,Zhytomyr,85.1
2020,Hepatitis B,under 1 year,Zhytomyr,86.8
2020,Tuberculosis,under 1 year,Zakarpattya,88.2
2020,Poliomyelitis,under 1 year,Zakarpattya,70.7
2020,Poliomyelitis,18 months,Zakarpattya,68.9
2020,Poliomyelitis,6 years,Zakarpattya,69.1
2020,Poliomyelitis,14 years,Zakarpattya,63.4
2020,"Diphtheria, tetanus",under 1 year,Zakarpattya,70.3
2020,Pertussis,under 1 year,Zakarpattya,70.3
2020,Tetanus,under 1 year,Zakarpattya,70.3
2020,"Diphtheria, tetanus",18 months,Zakarpattya,59.2
2020,Pertussis,18 months,Zakarpattya,59.2
2020,Tetanus,18 months,Zakarpattya,59.2
2020,"Diphtheria, tetanus",6 years,Zakarpattya,52.7
2020,Tetanus,6 years,Zakarpattya,52.7
2020,"Diphtheria, tetanus",adults,Zakarpattya,31.1
2020,Tetanus,adults,Zakarpattya,31.1
2020,Rubella,1 year,Zakarpattya,72.9
2020,"Measles, mumps, rubella",1 year,Zakarpattya,72.9
2020,Mumps,1 year,Zakarpattya,72.9
2020,Rubella,6 years,Zakarpattya,78.8
2020,"Measles, mumps, rubella",6 years,Zakarpattya,78.8
2020,Mumps,6 years,Zakarpattya,78.8
2020,Hepatitis B,under 1 year,Zakarpattya,62.3
2020,Tuberculosis,under 1 year,Zaporizhzhya,84.0
2020,Poliomyelitis,under 1 year,Zaporizhzhya,76.8
2020,Poliomyelitis,18 months,Zaporizhzhya,86.6
2020,Poliomyelitis,6 years,Zaporizhzhya,75.8
2020,Poliomyelitis,14 years,Zaporizhzhya,75.2
2020,"Diphtheria, tetanus",under 1 year,Zaporizhzhya,74.0
2020,Pertussis,under 1 year,Zaporizhzhya,74.0
2020,Tetanus,under 1 year,Zaporizhzhya,74.0
2020,"Diphtheria, tetanus",18 months,Zaporizhzhya,81.2
2020,Pertussis,18 months,Zaporizhzhya,81.2
2020,Tetanus,18 months,Zaporizhzhya,81.2
2020,"Diphtheria, tetanus",6 years,Zaporizhzhya,45.6
2020,Tetanus,6 years,Zaporizhzhya,45.6
2020,"Diphtheria, tetanus",adults,Zaporizhzhya,13.5
2020,Tetanus,adults,Zaporizhzhya,13.5
2020,Rubella,1 year,Zaporizhzhya,83.2
2020,"Measles, mumps, rubella",1 year,Zaporizhzhya,83.2
2020,Mumps,1 year,Zaporizhzhya,83.2
2020,Rubella,6 years,Zaporizhzhya,79.4
2020,"Measles, mumps, rubella",6 years,Zaporizhzhya,79.4
2020,Mumps,6 years,Zaporizhzhya,79.4
2020,Hepatitis B,under 1 year,Zaporizhzhya,76.9
2020,Tuberculosis,under 1 year,Ivano-Frankivsk,84.3
2020,Poliomyelitis,under 1 year,Ivano-Frankivsk,77.4
2020,Poliomyelitis,18 months,Ivano-Frankivsk,73.4
2020,Poliomyelitis,6 years,Ivano-Frankivsk,64.1
2020,Poliomyelitis,14 years,Ivano-Frankivsk,66.7
2020,"Diphtheria, tetanus",under 1 year,Ivano-Frankivsk,75.3
2020,Pertussis,under 1 year,Ivano-Frankivsk,75.3
2020,Tetanus,under 1 year,Ivano-Frankivsk,75.3
2020,"Diphtheria, tetanus",18 months,Ivano-Frankivsk,64.7
2020,Pertussis,18 months,Ivano-Frankivsk,64.7
2020,Tetanus,18 months,Ivano-Frankivsk,64.7
2020,"Diphtheria, tetanus",6 years,Ivano-Frankivsk,54.8
2020,Tetanus,6 years,Ivano-Frankivsk,54.8
2020,"Diphtheria, tetanus",adults,Ivano-Frankivsk,32.0
2020,Tetanus,adults,Ivano-Frankivsk,32.0
2020,Rubella,1 year,Ivano-Frankivsk,74.8
2020,"Measles, mumps, rubella",1 year,Ivano-Frankivsk,74.8
2020,Mumps,1 year,Ivano-Frankivsk,74.8
2020,Rubella,6 years,Ivano-Frankivsk,72.2
2020,"Measles, mumps, rubella",6 years,Ivano-Frankivsk,72.2
2020,Mumps,6 years,Ivano-Frankivsk,72.2
2020,Hepatitis B,under 1 year,Ivano-Frankivsk,63.7
2020,Tuberculosis,under 1 year,Kirovohrad,92.3
2020,Poliomyelitis,under 1 year,Kirovohrad,93.5
2020,Poliomyelitis,18 months,Kirovohrad,97.9
2020,Poliomyelitis,6 years,Kirovohrad,92.3
2020,Poliomyelitis,14 years,Kirovohrad,92.3
2020,"Diphtheria, tetanus",under 1 year,Kirovohrad,93.0
2020,Pertussis,under 1 year,Kirovohrad,93.0
2020,Tetanus,under 1 year,Kirovohrad,93.0
2020,"Diphtheria, tetanus",18 months,Kirovohrad,85.4
2020,Pertussis,18 months,Kirovohrad,85.4
2020,Tetanus,18 months,Kirovohrad,85.4
2020,"Diphtheria, tetanus",6 years,Kirovohrad,62.2
2020,Tetanus,6 years,Kirovohrad,62.2
2020,"Diphtheria, tetanus",adults,Kirovohrad,19.3
2020,Tetanus,adults,Kirovohrad,19.3
2020,Rubella,1 year,Kirovohrad,93.9
2020,"Measles, mumps, rubella",1 year,Kirovohrad,93.9
2020,Mumps,1 year,Kirovohrad,93.9
2020,Rubella,6 years,Kirovohrad,89.6
2020,"Measles, mumps, rubella",6 years,Kirovohrad,89.6
2020,Mumps,6 years,Kirovohrad,89.6
2020,Hepatitis B,under 1 year,Kirovohrad,87.8
2020,Tuberculosis,under 1 year,Luhansk,75.6
2020,Poliomyelitis,under 1 year,Luhansk,91.9
2020,Poliomyelitis,18 months,Luhansk,85.2
2020,Poliomyelitis,6 years,Luhansk,94.6
2020,Poliomyelitis,14 years,Luhansk,89.5
2020,"Diphtheria, tetanus",under 1 year,Luhansk,85.8
2020,Pertussis,under 1 year,Luhansk,85.8
2020,Tetanus,under 1 year,Luhansk,85.8
2020,"Diphtheria, tetanus",18 months,Luhansk,77.0
2020,Pertussis,18 months,Luhansk,77.0
2020,Tetanus,18 months,Luhansk,77.0
2020,"Diphtheria, tetanus",6 years,Luhansk,93.3
2020,Tetanus,6 years,Luhansk,93.3
2020,"Diphtheria, tetanus",adults,Luhansk,28.4
2020,Tetanus,adults,Luhansk,28.4
2020,Rubella,1 year,Luhansk,93.2
2020,"Measles, mumps, rubella",1 year,Luhansk,93.2
2020,Mumps,1 year,Luhansk,93.2
2020,Rubella,6 years,Luhansk,92.7
2020,"Measles, mumps, rubella",6 years,Luhansk,92.7
2020,Mumps,6 years,Luhansk,92.7
2020,Hepatitis B,under 1 year,Luhansk,90.4
2020,Tuberculosis,under 1 year,Lviv,91.4
2020,Poliomyelitis,under 1 year,Lviv,72.3
2020,Poliomyelitis,18 months,Lviv,65.0
2020,Poliomyelitis,6 years,Lviv,62.6
2020,Poliomyelitis,14 years,Lviv,58.1
2020,"Diphtheria, tetanus",under 1 year,Lviv,74.1
2020,Pertussis,under 1 year,Lviv,74.1
2020,Tetanus,under 1 year,Lviv,74.1
2020,"Diphtheria, tetanus",18 months,Lviv,65.0
2020,Pertussis,18 months,Lviv,65.0
2020,Tetanus,18 months,Lviv,65.0
2020,"Diphtheria, tetanus",6 years,Lviv,55.4
2020,Tetanus,6 years,Lviv,55.4
2020,"Diphtheria, tetanus",adults,Lviv,35.1
2020,Tetanus,adults,Lviv,35.1
2020,Rubella,1 year,Lviv,76.9
2020,"Measles, mumps, rubella",1 year,Lviv,76.9
2020,Mumps,1 year,Lviv,76.9
2020,Rubella,6 years,Lviv,69.2
2020,"Measles, mumps, rubella",6 years,Lviv,69.2
2020,Mumps,6 years,Lviv,69.2
2020,Hepatitis B,under 1 year,Lviv,68.2
2020,Tuberculosis,under 1 year,Mykolayiv,92.2
2020,Poliomyelitis,under 1 year,Mykolayiv,93.2
2020,Poliomyelitis,18 months,Mykolayiv,94.8
2020,Poliomyelitis,6 years,Mykolayiv,91.9
2020,Poliomyelitis,14 years,Mykolayiv,93.2
2020,"Diphtheria, tetanus",under 1 year,Mykolayiv,94.6
2020,Pertussis,under 1 year,Mykolayiv,94.6
2020,Tetanus,under 1 year,Mykolayiv,94.6
2020,"Diphtheria, tetanus",18 months,Mykolayiv,96.2
2020,Pertussis,18 months,Mykolayiv,96.2
2020,Tetanus,18 months,Mykolayiv,96.2
2020,"Diphtheria, tetanus",6 years,Mykolayiv,89.9
2020,Tetanus,6 years,Mykolayiv,89.9
2020,"Diphtheria, tetanus",adults,Mykolayiv,77.9
2020,Tetanus,adults,Mykolayiv,77.9
2020,Rubella,1 year,Mykolayiv,88.8
2020,"Measles, mumps, rubella",1 year,Mykolayiv,88.8
2020,Mumps,1 year,Mykolayiv,88.8
2020,Rubella,6 years,Mykolayiv,93.7
2020,"Measles, mumps, rubella",6 years,Mykolayiv,93.7
2020,Mumps,6 years,Mykolayiv,93.7
2020,Hepatitis B,under 1 year,Mykolayiv,93.9
2020,Tuberculosis,under 1 year,Odesa,88.6
2020,Poliomyelitis,under 1 year,Odesa,65.4
2020,Poliomyelitis,18 months,Odesa,62.9
2020,Poliomyelitis,6 years,Odesa,59.1
2020,Poliomyelitis,14 years,Odesa,59.6
2020,"Diphtheria, tetanus",under 1 year,Odesa,68.9
2020,Pertussis,under 1 year,Odesa,68.9
2020,Tetanus,under 1 year,Odesa,68.9
2020,"Diphtheria, tetanus",18 months,Odesa,68.6
2020,Pertussis,18 months,Odesa,68.6
2020,Tetanus,18 months,Odesa,68.6
2020,"Diphtheria, tetanus",6 years,Odesa,50.5
2020,Tetanus,6 years,Odesa,50.5
2020,"Diphtheria, tetanus",adults,Odesa,60.9
2020,Tetanus,adults,Odesa,60.9
2020,Rubella,1 year,Odesa,68.4
2020,"Measles, mumps, rubella",1 year,Odesa,68.4
2020,Mumps,1 year,Odesa,68.4
2020,Rubella,6 years,Odesa,74.5
2020,"Measles, mumps, rubella",6 years,Odesa,74.5
2020,Mumps,6 years,Odesa,74.5
2020,Hepatitis B,under 1 year,Odesa,60.3
2020,Tuberculosis,under 1 year,Poltava,95.6
2020,Poliomyelitis,under 1 year,Poltava,92.0
2020,Poliomyelitis,18 months,Poltava,92.7
2020,Poliomyelitis,6 years,Poltava,92.2
2020,Poliomyelitis,14 years,Poltava,92.5
2020,"Diphtheria, tetanus",under 1 year,Poltava,89.8
2020,Pertussis,under 1 year,Poltava,89.8
2020,Tetanus,under 1 year,Poltava,89.8
2020,"Diphtheria, tetanus",18 months,Poltava,92.1
2020,Pertussis,18 months,Poltava,92.1
2020,Tetanus,18 months,Poltava,92.1
2020,"Diphtheria, tetanus",6 years,Poltava,58.7
2020,Tetanus,6 years,Poltava,58.7
2020,"Diphtheria, tetanus",adults,Poltava,76.8
2020,Tetanus,adults,Poltava,76.8
2020,Rubella,1 year,Poltava,94.8
2020,"Measles, mumps, rubella",1 year,Poltava,94.8
2020,Mumps,1 year,Poltava,94.8
2020,Rubella,6 years,Poltava,92.0
2020,"Measles, mumps, rubella",6 years,Poltava,92.0
2020,Mumps,6 years,Poltava,92.0
2020,Hepatitis B,under 1 year,Poltava,91.8
2020,Tuberculosis,under 1 year,Rivne,89.0
2020,Poliomyelitis,under 1 year,Rivne,83.6
2020,Poliomyelitis,18 months,Rivne,72.8
2020,Poliomyelitis,6 years,Rivne,79.7
2020,Poliomyelitis,14 years,Rivne,80.0
2020,"Diphtheria, tetanus",under 1 year,Rivne,80.1
2020,Pertussis,under 1 year,Rivne,80.1
2020,Tetanus,under 1 year,Rivne,80.1
2020,"Diphtheria, tetanus",18 months,Rivne,69.0
2020,Pertussis,18 months,Rivne,69.0
2020,Tetanus,18 months,Rivne,69.0
2020,"Diphtheria, tetanus",6 years,Rivne,55.1
2020,Tetanus,6 years,Rivne,55.1
2020,"Diphtheria, tetanus",adults,Rivne,51.8
2020,Tetanus,adults,Rivne,51.8
2020,Rubella,1 year,Rivne,81.2
2020,"Measles, mumps, rubella",1 year,Rivne,81.2
2020,Mumps,1 year,Rivne,81.2
2020,Rubella,6 years,Rivne,79.2
2020,"Measles, mumps, rubella",6 years,Rivne,79.2
2020,Mumps,6 years,Rivne,79.2
2020,Hepatitis B,under 1 year,Rivne,74.4
2020,Tuberculosis,under 1 year,Sumy,90.9
2020,Poliomyelitis,under 1 year,Sumy,95.5
2020,Poliomyelitis,18 months,Sumy,92.4
2020,Poliomyelitis,6 years,Sumy,92.4
2020,Poliomyelitis,14 years,Sumy,92.0
2020,"Diphtheria, tetanus",under 1 year,Sumy,94.1
2020,Pertussis,under 1 year,Sumy,94.1
2020,Tetanus,under 1 year,Sumy,94.1
2020,"Diphtheria, tetanus",18 months,Sumy,93.6
2020,Pertussis,18 months,Sumy,93.6
2020,Tetanus,18 months,Sumy,93.6
2020,"Diphtheria, tetanus",6 years,Sumy,71.0
2020,Tetanus,6 years,Sumy,71.0
2020,"Diphtheria, tetanus",adults,Sumy,78.0
2020,Tetanus,adults,Sumy,78.0
2020,Rubella,1 year,Sumy,92.2
2020,"Measles, mumps, rubella",1 year,Sumy,92.2
2020,Mumps,1 year,Sumy,92.2
2020,Rubella,6 years,Sumy,92.0
2020,"Measles, mumps, rubella",6 years,Sumy,92.0
2020,Mumps,6 years,Sumy,92.0
2020,Hepatitis B,under 1 year,Sumy,93.7
2020,Tuberculosis,under 1 year,Ternopil,84.6
2020,Poliomyelitis,under 1 year,Ternopil,73.2
2020,Poliomyelitis,18 months,Ternopil,77.7
2020,Poliomyelitis,6 years,Ternopil,68.5
2020,Poliomyelitis,14 years,Ternopil,74.8
2020,"Diphtheria, tetanus",under 1 year,Ternopil,71.2
2020,Pertussis,under 1 year,Ternopil,71.2
2020,Tetanus,under 1 year,Ternopil,71.2
2020,"Diphtheria, tetanus",18 months,Ternopil,80.0
2020,Pertussis,18 months,Ternopil,80.0
2020,Tetanus,18 months,Ternopil,80.0
2020,"Diphtheria, tetanus",6 years,Ternopil,53.5
2020,Tetanus,6 years,Ternopil,53.5
2020,"Diphtheria, tetanus",adults,Ternopil,56.7
2020,Tetanus,adults,Ternopil,56.7
2020,Rubella,1 year,Ternopil,84.4
2020,"Measles, mumps, rubella",1 year,Ternopil,84.4
2020,Mumps,1 year,Ternopil,84.4
2020,Rubella,6 years,Ternopil,82.5
2020,"Measles, mumps, rubella",6 years,Ternopil,82.5
2020,Mumps,6 years,Ternopil,82.5
2020,Hepatitis B,under 1 year,Ternopil,71.1
2020,Tuberculosis,under 1 year,Kharkiv,82.4
2020,Poliomyelitis,under 1 year,Kharkiv,73.8
2020,Poliomyelitis,18 months,Kharkiv,82.2
2020,Poliomyelitis,6 years,Kharkiv,78.1
2020,Poliomyelitis,14 years,Kharkiv,83.3
2020,"Diphtheria, tetanus",under 1 year,Kharkiv,72.6
2020,Pertussis,under 1 year,Kharkiv,72.6
2020,Tetanus,under 1 year,Kharkiv,72.6
2020,"Diphtheria, tetanus",18 months,Kharkiv,80.2
2020,Pertussis,18 months,Kharkiv,80.2
2020,Tetanus,18 months,Kharkiv,80.2
2020,"Diphtheria, tetanus",6 years,Kharkiv,52.2
2020,Tetanus,6 years,Kharkiv,52.2
2020,"Diphtheria, tetanus",adults,Kharkiv,40.8
2020,Tetanus,adults,Kharkiv,40.8
2020,Rubella,1 year,Kharkiv,74.6
2020,"Measles, mumps, rubella",1 year,Kharkiv,74.6
2020,Mumps,1 year,Kharkiv,74.6
2020,Rubella,6 years,Kharkiv,81.4
2020,"Measles, mumps, rubella",6 years,Kharkiv,81.4
2020,Mumps,6 years,Kharkiv,81.4
2020,Hepatitis B,under 1 year,Kharkiv,71.0
2020,Tuberculosis,under 1 year,Kherson,88.8
2020,Poliomyelitis,under 1 year,Kherson,80.8
2020,Poliomyelitis,18 months,Kherson,70.8
2020,Poliomyelitis,6 years,Kherson,89.2
2020,Poliomyelitis,14 years,Kherson,86.6
2020,"Diphtheria, tetanus",under 1 year,Kherson,79.2
2020,Pertussis,under 1 year,Kherson,79.2
2020,Tetanus,under 1 year,Kherson,79.2
2020,"Diphtheria, tetanus",18 months,Kherson,67.4
2020,Pertussis,18 months,Kherson,67.4
2020,Tetanus,18 months,Kherson,67.4
2020,"Diphtheria, tetanus",6 years,Kherson,78.2
2020,Tetanus,6 years,Kherson,78.2
2020,"Diphtheria, tetanus",adults,Kherson,58.2
2020,Tetanus,adults,Kherson,58.2
2020,Rubella,1 year,Kherson,82.1
2020,"Measles, mumps, rubella",1 year,Kherson,82.1
2020,Mumps,1 year,Kherson,82.1
2020,Rubella,6 years,Kherson,89.6
2020,"Measles, mumps, rubella",6 years,Kherson,89.6
2020,Mumps,6 years,Kherson,89.6
2020,Hepatitis B,under 1 year,Kherson,75.9
2020,Tuberculosis,under 1 year,Khmelnytskiy,92.7
2020,Poliomyelitis,under 1 year,Khmelnytskiy,89.9
2020,Poliomyelitis,18 months,Khmelnytskiy,87.0
2020,Poliomyelitis,6 years,Khmelnytskiy,83.0
2020,Poliomyelitis,14 years,Khmelnytskiy,85.3
2020,"Diphtheria, tetanus",under 1 year,Khmelnytskiy,85.8
2020,Pertussis,under 1 year,Khmelnytskiy,85.8
2020,Tetanus,under 1 year,Khmelnytskiy,85.8
2020,"Diphtheria, tetanus",18 months,Khmelnytskiy,81.9
2020,Pertussis,18 months,Khmelnytskiy,81.9
2020,Tetanus,18 months,Khmelnytskiy,81.9
2020,"Diphtheria, tetanus",6 years,Khmelnytskiy,57.5
2020,Tetanus,6 years,Khmelnytskiy,57.5
2020,"Diphtheria, tetanus",adults,Khmelnytskiy,43.2
2020,Tetanus,adults,Khmelnytskiy,43.2
2020,Rubella,1 year,Khmelnytskiy,87.9
2020,"Measles, mumps, rubella",1 year,Khmelnytskiy,87.9
2020,Mumps,1 year,Khmelnytskiy,87.9
2020,Rubella,6 years,Khmelnytskiy,80.5
2020,"Measles, mumps, rubella",6 years,Khmelnytskiy,80.5
2020,Mumps,6 years,Khmelnytskiy,80.5
2020,Hepatitis B,under 1 year,Khmelnytskiy,82.0
2020,Tuberculosis,under 1 year,Cherkasy,88.5
2020,Poliomyelitis,under 1 year,Cherkasy,87.9
2020,Poliomyelitis,18 months,Cherkasy,84.1
2020,Poliomyelitis,6 years,Cherkasy,91.6
2020,Poliomyelitis,14 years,Cherkasy,89.9
2020,"Diphtheria, tetanus",under 1 year,Cherkasy,86.4
2020,Pertussis,under 1 year,Cherkasy,86.4
2020,Tetanus,under 1 year,Cherkasy,86.4
2020,"Diphtheria, tetanus",18 months,Cherkasy,80.0
2020,Pertussis,18 months,Cherkasy,80.0
2020,Tetanus,18 months,Cherkasy,80.0
2020,"Diphtheria, tetanus",6 years,Cherkasy,67.7
2020,Tetanus,6 years,Cherkasy,67.7
2020,"Diphtheria, tetanus",adults,Cherkasy,59.1
2020,Tetanus,adults,Cherkasy,59.1
2020,Rubella,1 year,Cherkasy,82.1
2020,"Measles, mumps, rubella",1 year,Cherkasy,82.1
2020,Mumps,1 year,Cherkasy,82.1
2020,Rubella,6 years,Cherkasy,87.0
2020,"Measles, mumps, rubella",6 years,Cherkasy,87.0
2020,Mumps,6 years,Cherkasy,87.0
2020,Hepatitis B,under 1 year,Cherkasy,87.3
2020,Tuberculosis,under 1 year,Chernivtsi,89.5
2020,Poliomyelitis,under 1 year,Chernivtsi,77.2
2020,Poliomyelitis,18 months,Chernivtsi,73.1
2020,Poliomyelitis,6 years,Chernivtsi,65.2
2020,Poliomyelitis,14 years,Chernivtsi,61.3
2020,"Diphtheria, tetanus",under 1 year,Chernivtsi,72.4
2020,Pertussis,under 1 year,Chernivtsi,72.4
2020,Tetanus,under 1 year,Chernivtsi,72.4
2020,"Diphtheria, tetanus",18 months,Chernivtsi,74.5
2020,Pertussis,18 months,Chernivtsi,74.5
2020,Tetanus,18 months,Chernivtsi,74.5
2020,"Diphtheria, tetanus",6 years,Chernivtsi,53.1
2020,Tetanus,6 years,Chernivtsi,53.1
2020,"Diphtheria, tetanus",adults,Chernivtsi,34.6
2020,Tetanus,adults,Chernivtsi,34.6
2020,Rubella,1 year,Chernivtsi,78.8
2020,"Measles, mumps, rubella",1 year,Chernivtsi,78.8
2020,Mumps,1 year,Chernivtsi,78.8
2020,Rubella,6 years,Chernivtsi,78.6
2020,"Measles, mumps, rubella",6 years,Chernivtsi,78.6
2020,Mumps,6 years,Chernivtsi,78.6
2020,Hepatitis B,under 1 year,Chernivtsi,78.3
2020,Tuberculosis,under 1 year,Chernihiv,81.9
2020,Poliomyelitis,under 1 year,Chernihiv,93.6
2020,Poliomyelitis,18 months,Chernihiv,87.6
2020,Poliomyelitis,6 years,Chernihiv,94.1
2020,Poliomyelitis,14 years,Chernihiv,97.3
2020,"Diphtheria, tetanus",under 1 year,Chernihiv,84.5
2020,Pertussis,under 1 year,Chernihiv,84.5
2020,Tetanus,under 1 year,Chernihiv,84.5
2020,"Diphtheria, tetanus",18 months,Chernihiv,78.0
2020,Pertussis,18 months,Chernihiv,78.0
2020,Tetanus,18 months,Chernihiv,78.0
2020,"Diphtheria, tetanus",6 years,Chernihiv,70.3
2020,Tetanus,6 years,Chernihiv,70.3
2020,"Diphtheria, tetanus",adults,Chernihiv,32.5
2020,Tetanus,adults,Chernihiv,32.5
2020,Rubella,1 year,Chernihiv,79.4
2020,"Measles, mumps, rubella",1 year,Chernihiv,79.4
2020,Mumps,1 year,Chernihiv,79.4
2020,Rubella,6 years,Chernihiv,82.1
2020,"Measles, mumps, rubella",6 years,Chernihiv,82.1
2020,Mumps,6 years,Chernihiv,82.1
2020,Hepatitis B,under 1 year,Chernihiv,83.9
2021,Tuberculosis,under 1 year,Vinnytsya,74.4
2021,Poliomyelitis,under 1 year,Vinnytsya,80.0
2021,Poliomyelitis,18 months,Vinnytsya,78.1
2021,Poliomyelitis,6 years,Vinnytsya,73.8
2021,Poliomyelitis,14 years,Vinnytsya,67.9
2021,"Diphtheria, tetanus",under 1 year,Vinnytsya,72.6
2021,Pertussis,under 1 year,Vinnytsya,72.6
2021,Tetanus,under 1 year,Vinnytsya,72.6
2021,"Diphtheria, tetanus",18 months,Vinnytsya,72.8
2021,Pertussis,18 months,Vinnytsya,72.8
2021,Tetanus,18 months,Vinnytsya,72.8
2021,"Diphtheria, tetanus",6 years,Vinnytsya,60.4
2021,Tetanus,6 years,Vinnytsya,60.4
2021,"Diphtheria, tetanus",adults,Vinnytsya,48.0
2021,Tetanus,adults,Vinnytsya,48.0
2021,Rubella,1 year,Vinnytsya,82.4
2021,"Measles, mumps, rubella",1 year,Vinnytsya,82.4
2021,Mumps,1 year,Vinnytsya,82.4
2021,Rubella,6 years,Vinnytsya,79.7
2021,"Measles, mumps, rubella",6 years,Vinnytsya,79.7
2021,Mumps,6 years,Vinnytsya,79.7
2021,Hepatitis B,under 1 year,Vinnytsya,77.8
2021,Tuberculosis,under 1 year,Volyn,85.6
2021,Poliomyelitis,under 1 year,Volyn,77.7
2021,Poliomyelitis,18 months,Volyn,73.0
2021,Poliomyelitis,6 years,Volyn,82.6
2021,Poliomyelitis,14 years,Volyn,75.5
2021,"Diphtheria, tetanus",under 1 year,Volyn,75.1
2021,Pertussis,under 1 year,Volyn,75.1
2021,Tetanus,under 1 year,Volyn,75.1
2021,"Diphtheria, tetanus",18 months,Volyn,73.3
2021,Pertussis,18 months,Volyn,73.3
2021,Tetanus,18 months,Volyn,73.3
2021,"Diphtheria, tetanus",6 years,Volyn,79.2
2021,Tetanus,6 years,Volyn,79.2
2021,"Diphtheria, tetanus",adults,Volyn,31.3
2021,Tetanus,adults,Volyn,31.3
2021,Rubella,1 year,Volyn,92.1
2021,"Measles, mumps, rubella",1 year,Volyn,92.1
2021,Mumps,1 year,Volyn,92.1
2021,Rubella,6 years,Volyn,96.4
2021,"Measles, mumps, rubella",6 years,Volyn,96.4
2021,Mumps,6 years,Volyn,96.4
2021,Hepatitis B,under 1 year,Volyn,74.9
2021,Tuberculosis,under 1 year,Dnipropetrovsk,76.4
2021,Poliomyelitis,under 1 year,Dnipropetrovsk,78.9
2021,Poliomyelitis,18 months,Dnipropetrovsk,83.7
2021,Poliomyelitis,6 years,Dnipropetrovsk,80.2
2021,Poliomyelitis,14 years,Dnipropetrovsk,71.2
2021,"Diphtheria, tetanus",under 1 year,Dnipropetrovsk,78.6
2021,Pertussis,under 1 year,Dnipropetrovsk,78.6
2021,Tetanus,under 1 year,Dnipropetrovsk,78.6
2021,"Diphtheria, tetanus",18 months,Dnipropetrovsk,79.2
2021,Pertussis,18 months,Dnipropetrovsk,79.2
2021,Tetanus,18 months,Dnipropetrovsk,79.2
2021,"Diphtheria, tetanus",6 years,Dnipropetrovsk,71.6
2021,Tetanus,6 years,Dnipropetrovsk,71.6
2021,"Diphtheria, tetanus",adults,Dnipropetrovsk,20.7
2021,Tetanus,adults,Dnipropetrovsk,20.7
2021,Rubella,1 year,Dnipropetrovsk,96.1
2021,"Measles, mumps, rubella",1 year,Dnipropetrovsk,96.1
2021,Mumps,1 year,Dnipropetrovsk,96.1
2021,Rubella,6 years,Dnipropetrovsk,94.3
2021,"Measles, mumps, rubella",6 years,Dnipropetrovsk,94.3
2021,Mumps,6 years,Dnipropetrovsk,94.3
2021,Hepatitis B,under 1 year,Dnipropetrovsk,90.8
2021,Tuberculosis,under 1 year,Donetsk,80.0
2021,Poliomyelitis,under 1 year,Donetsk,81.3
2021,Poliomyelitis,18 months,Donetsk,69.6
2021,Poliomyelitis,6 years,Donetsk,77.2
2021,Poliomyelitis,14 years,Donetsk,73.7
2021,"Diphtheria, tetanus",under 1 year,Donetsk,82.8
2021,Pertussis,under 1 year,Donetsk,82.8
2021,Tetanus,under 1 year,Donetsk,82.8
2021,"Diphtheria, tetanus",18 months,Donetsk,68.8
2021,Pertussis,18 months,Donetsk,68.8
2021,Tetanus,18 months,Donetsk,68.8
2021,"Diphtheria, tetanus",6 years,Donetsk,72.8
2021,Tetanus,6 years,Donetsk,72.8
2021,"Diphtheria, tetanus",adults,Donetsk,48.7
2021,Tetanus,adults,Donetsk,48.7
2021,Rubella,1 year,Donetsk,93.4
2021,"Measles, mumps, rubella",1 year,Donetsk,93.4
2021,Mumps,1 year,Donetsk,93.4
2021,Rubella,6 years,Donetsk,85.9
2021,"Measles, mumps, rubella",6 years,Donetsk,85.9
2021,Mumps,6 years,Donetsk,85.9
2021,Hepatitis B,under 1 year,Donetsk,79.4
2021,Tuberculosis,under 1 year,Zhytomyr,82.7
2021,Poliomyelitis,under 1 year,Zhytomyr,83.1
2021,Poliomyelitis,18 months,Zhytomyr,86.8
2021,Poliomyelitis,6 years,Zhytomyr,77.4
2021,Poliomyelitis,14 years,Zhytomyr,78.2
2021,"Diphtheria, tetanus",under 1 year,Zhytomyr,82.2
2021,Pertussis,under 1 year,Zhytomyr,82.2
2021,Tetanus,under 1 year,Zhytomyr,82.2
2021,"Diphtheria, tetanus",18 months,Zhytomyr,81.7
2021,Pertussis,18 months,Zhytomyr,81.7
2021,Tetanus,18 months,Zhytomyr,81.7
2021,"Diphtheria, tetanus",6 years,Zhytomyr,75.7
2021,Tetanus,6 years,Zhytomyr,75.7
2021,"Diphtheria, tetanus",adults,Zhytomyr,25.0
