Year,Види економічної діяльності,Організаційно-правові форми господарювання,Область,Value
2025,"Діяльність посередників у торгівлі сільськогосподарською сировиною, живими тваринами, текстильною сировиною та напівфабрикатами",,,25.2
2016,"Діяльність посередників у торгівлі паливом, рудами, металами та промисловими хімічними речовинами",,,
2017,"Діяльність посередників у торгівлі паливом, рудами, металами та промисловими хімічними речовинами",,,
2018,"Діяльність посередників у торгівлі паливом, рудами, металами та промисловими хімічними речовинами",,,
2019,"Діяльність посередників у торгівлі паливом, рудами, металами та промисловими хімічними речовинами",,,
2020,"Діяльність посередників у торгівлі паливом, рудами, металами та промисловими хімічними речовинами",,,
2021,"Діяльність посередників у торгівлі паливом, рудами, металами та промисловими хімічними речовинами",,,
2022,"Діяльність посередників у торгівлі паливом, рудами, металами та промисловими хімічними речовинами",,,20.9
2023,"Діяльність посередників у торгівлі паливом, рудами, металами та промисловими хімічними речовинами",,,20.6
2024,"Діяльність посередників у торгівлі паливом, рудами, металами та промисловими хімічними речовинами",,,20.5
2025,"Діяльність посередників у торгівлі паливом, рудами, металами та промисловими хімічними речовинами",,,20.5
2016,"Діяльність посередників у торгівлі деревиною, будівельними матеріалами та санітарно-технічними виробами",,,
2017,"Діяльність посередників у торгівлі деревиною, будівельними матеріалами та санітарно-технічними виробами",,,
2018,"Діяльність посередників у торгівлі деревиною, будівельними матеріалами та санітарно-технічними виробами",,,
2019,"Діяльність посередників у торгівлі деревиною, будівельними матеріалами та санітарно-технічними виробами",,,
2020,"Діяльність посередників у торгівлі деревиною, будівельними матеріалами та санітарно-технічними виробами",,,
2021,"Діяльність посередників у торгівлі деревиною, будівельними матеріалами та санітарно-технічними виробами",,,
2022,"Діяльність посередників у торгівлі деревиною, будівельними матеріалами та санітарно-технічними виробами",,,21.8
2023,"Діяльність посередників у торгівлі деревиною, будівельними матеріалами та санітарно-технічними виробами",,,20.4
2024,"Діяльність посередників у торгівлі деревиною, будівельними матеріалами та санітарно-технічними виробами",,,20.1
2025,"Діяльність посередників у торгівлі деревиною, будівельними матеріалами та санітарно-технічними виробами",,,20.8
2016,"Діяльність посередників у торгівлі машинами, промисловим устаткованням, суднами та літаками",,,
2017,"Діяльність посередників у торгівлі машинами, промисловим устаткованням, суднами та літаками",,,
2018,"Діяльність посередників у торгівлі машинами, промисловим устаткованням, суднами та літаками",,,
2019,"Діяльність посередників у торгівлі машинами, промисловим устаткованням, суднами та літаками",,,
2020,"Діяльність посередників у торгівлі машинами, промисловим устаткованням, суднами та літаками",,,
2021,"Діяльність посередників у торгівлі машинами, промисловим устаткованням, суднами та літаками",,,
2022,"Діяльність посередників у торгівлі машинами, промисловим устаткованням, суднами та літаками",,,18.2
2023,"Діяльність посередників у торгівлі машинами, промисловим устаткованням, суднами та літаками",,,18.3
2024,"Діяльність посередників у торгівлі машинами, промисловим устаткованням, суднами та літаками",,,18.8
2025,"Діяльність посередників у торгівлі машинами, промисловим устаткованням, суднами та літаками",,,18.9
2016,"Діяльність посередників у торгівлі меблями, господарськими товарами, залізними та іншими металевими виробами",,,
2017,"Діяльність посередників у торгівлі меблями, господарськими товарами, залізними та іншими металевими виробами",,,
2018,"Діяльність посередників у торгівлі меблями, господарськими товарами, залізними та іншими металевими виробами",,,
2019,"Діяльність посередників у торгівлі меблями, господарськими товарами, залізними та іншими металевими виробами",,,
2020,"Діяльність посередників у торгівлі меблями, господарськими товарами, залізними та іншими металевими виробами",,,
2021,"Діяльність посередників у торгівлі меблями, господарськими товарами, залізними та іншими металевими виробами",,,
2022,"Діяльність посередників у торгівлі меблями, господарськими товарами, залізними та іншими металевими виробами",,,24.2
2023,"Діяльність посередників у торгівлі меблями, господарськими товарами, залізними та іншими металевими виробами",,,24.0
2024,"Діяльність посередників у торгівлі меблями, господарськими товарами, залізними та іншими металевими виробами",,,23.2
2025,"Діяльність посередників у торгівлі меблями, господарськими товарами, залізними та іншими металевими виробами",,,23.8
2016,"Діяльність посередників у торгівлі текстильними виробами, одягом, хутром, взуттям і шкіряними виробами",,,
2017,"Діяльність посередників у торгівлі текстильними виробами, одягом, хутром, взуттям і шкіряними виробами",,,
2018,"Діяльність посередників у торгівлі текстильними виробами, одягом, хутром, взуттям і шкіряними виробами",,,
2019,"Діяльність посередників у торгівлі текстильними виробами, одягом, хутром, взуттям і шкіряними виробами",,,
2020,"Діяльність посередників у торгівлі текстильними виробами, одягом, хутром, взуттям і шкіряними виробами",,,
2021,"Діяльність посередників у торгівлі текстильними виробами, одягом, хутром, взуттям і шкіряними виробами",,,
2022,"Діяльність посередників у торгівлі текстильними виробами, одягом, хутром, взуттям і шкіряними виробами",,,35.3
2023,"Діяльність посередників у торгівлі текстильними виробами, одягом, хутром, взуттям і шкіряними виробами",,,33.5
2024,"Діяльність посередників у торгівлі текстильними виробами, одягом, хутром, взуттям і шкіряними виробами",,,31.3
2025,"Діяльність посередників у торгівлі текстильними виробами, одягом, хутром, взуттям і шкіряними виробами",,,33.7
2016,"Діяльність посередників у торгівлі продуктами харчування, напоями та тютюновими виробами",,,
2017,"Діяльність посередників у торгівлі продуктами харчування, напоями та тютюновими виробами",,,
2018,"Діяльність посередників у торгівлі продуктами харчування, напоями та тютюновими виробами",,,
2019,"Діяльність посередників у торгівлі продуктами харчування, напоями та тютюновими виробами",,,
2020,"Діяльність посередників у торгівлі продуктами харчування, напоями та тютюновими виробами",,,
2021,"Діяльність посередників у торгівлі продуктами харчування, напоями та тютюновими виробами",,,
2022,"Діяльність посередників у торгівлі продуктами харчування, напоями та тютюновими виробами",,,27.5
2023,"Діяльність посередників у торгівлі продуктами харчування, напоями та тютюновими виробами",,,27.6
2024,"Діяльність посередників у торгівлі продуктами харчування, напоями та тютюновими виробами",,,27.4
2025,"Діяльність посередників у торгівлі продуктами харчування, напоями та тютюновими виробами",,,28.1
2016,"Діяльність посередників, що спеціалізуються в торгівлі іншими товарами",,,
2017,"Діяльність посередників, що спеціалізуються в торгівлі іншими товарами",,,
2018,"Діяльність посередників, що спеціалізуються в торгівлі іншими товарами",,,
2019,"Діяльність посередників, що спеціалізуються в торгівлі іншими товарами",,,
2020,"Діяльність посередників, що спеціалізуються в торгівлі іншими товарами",,,
2021,"Діяльність посередників, що спеціалізуються в торгівлі іншими товарами",,,
2022,"Діяльність посередників, що спеціалізуються в торгівлі іншими товарами",,,27.1
2023,"Діяльність посередників, що спеціалізуються в торгівлі іншими товарами",,,27.3
2024,"Діяльність посередників, що спеціалізуються в торгівлі іншими товарами",,,27.6
2025,"Діяльність посередників, що спеціалізуються в торгівлі іншими товарами",,,27.9
2016,Діяльність посередників у торгівлі товарами широкого асортименту,,,
2017,Діяльність посередників у торгівлі товарами широкого асортименту,,,
2018,Діяльність посередників у торгівлі товарами широкого асортименту,,,
2019,Діяльність посередників у торгівлі товарами широкого асортименту,,,
2020,Діяльність посередників у торгівлі товарами широкого асортименту,,,
2021,Діяльність посередників у торгівлі товарами широкого асортименту,,,
2022,Діяльність посередників у торгівлі товарами широкого асортименту,,,27.4
2023,Діяльність посередників у торгівлі товарами широкого асортименту,,,27.3
2024,Діяльність посередників у торгівлі товарами широкого асортименту,,,27.3
2025,Діяльність посередників у торгівлі товарами широкого асортименту,,,27.6
2016,"Оптова торгівля зерном, необробленим тютюном, насінням і кормами для тварин",,,
2017,"Оптова торгівля зерном, необробленим тютюном, насінням і кормами для тварин",,,
2018,"Оптова торгівля зерном, необробленим тютюном, насінням і кормами для тварин",,,
2019,"Оптова торгівля зерном, необробленим тютюном, насінням і кормами для тварин",,,
2020,"Оптова торгівля зерном, необробленим тютюном, насінням і кормами для тварин",,,
2021,"Оптова торгівля зерном, необробленим тютюном, насінням і кормами для тварин",,,
2022,"Оптова торгівля зерном, необробленим тютюном, насінням і кормами для тварин",,,23.4
2023,"Оптова торгівля зерном, необробленим тютюном, насінням і кормами для тварин",,,23.4
2024,"Оптова торгівля зерном, необробленим тютюном, насінням і кормами для тварин",,,22.8
2025,"Оптова торгівля зерном, необробленим тютюном, насінням і кормами для тварин",,,23.3
2016,Оптова торгівля квітами та рослинами,,,
2017,Оптова торгівля квітами та рослинами,,,
2018,Оптова торгівля квітами та рослинами,,,
2019,Оптова торгівля квітами та рослинами,,,
2020,Оптова торгівля квітами та рослинами,,,
2021,Оптова торгівля квітами та рослинами,,,
2022,Оптова торгівля квітами та рослинами,,,33.0
2023,Оптова торгівля квітами та рослинами,,,32.9
2024,Оптова торгівля квітами та рослинами,,,32.4
2025,Оптова торгівля квітами та рослинами,,,31.7
2016,Оптова торгівля живими тваринами,,,
2017,Оптова торгівля живими тваринами,,,
2018,Оптова торгівля живими тваринами,,,
2019,Оптова торгівля живими тваринами,,,
2020,Оптова торгівля живими тваринами,,,
2021,Оптова торгівля живими тваринами,,,
2022,Оптова торгівля живими тваринами,,,23.8
2023,Оптова торгівля живими тваринами,,,22.0
2024,Оптова торгівля живими тваринами,,,20.4
2025,Оптова торгівля живими тваринами,,,21.2
2016,"Оптова торгівля шкірсировиною, шкурами та шкірою",,,
2017,"Оптова торгівля шкірсировиною, шкурами та шкірою",,,
2018,"Оптова торгівля шкірсировиною, шкурами та шкірою",,,
2019,"Оптова торгівля шкірсировиною, шкурами та шкірою",,,
2020,"Оптова торгівля шкірсировиною, шкурами та шкірою",,,
2021,"Оптова торгівля шкірсировиною, шкурами та шкірою",,,
2022,"Оптова торгівля шкірсировиною, шкурами та шкірою",,,27.5
2023,"Оптова торгівля шкірсировиною, шкурами та шкірою",,,27.5
2024,"Оптова торгівля шкірсировиною, шкурами та шкірою",,,26.6
2025,"Оптова торгівля шкірсировиною, шкурами та шкірою",,,25.9
2016,Оптова торгівля фруктами й овочами,,,
2017,Оптова торгівля фруктами й овочами,,,
2018,Оптова торгівля фруктами й овочами,,,
2019,Оптова торгівля фруктами й овочами,,,
2020,Оптова торгівля фруктами й овочами,,,
2021,Оптова торгівля фруктами й овочами,,,
2022,Оптова торгівля фруктами й овочами,,,24.7
2023,Оптова торгівля фруктами й овочами,,,24.5
2024,Оптова торгівля фруктами й овочами,,,23.3
2025,Оптова торгівля фруктами й овочами,,,23.3
2016,Оптова торгівля м'ясом і м'ясними продуктами,,,
2017,Оптова торгівля м'ясом і м'ясними продуктами,,,
2018,Оптова торгівля м'ясом і м'ясними продуктами,,,
2019,Оптова торгівля м'ясом і м'ясними продуктами,,,
2020,Оптова торгівля м'ясом і м'ясними продуктами,,,
2021,Оптова торгівля м'ясом і м'ясними продуктами,,,
2022,Оптова торгівля м'ясом і м'ясними продуктами,,,26.4
2023,Оптова торгівля м'ясом і м'ясними продуктами,,,26.5
2024,Оптова торгівля м'ясом і м'ясними продуктами,,,23.8
2025,Оптова торгівля м'ясом і м'ясними продуктами,,,23.6
2016,"Оптова торгівля молочними продуктами, яйцями, харчовими оліями та жирами",,,
2017,"Оптова торгівля молочними продуктами, яйцями, харчовими оліями та жирами",,,
2018,"Оптова торгівля молочними продуктами, яйцями, харчовими оліями та жирами",,,
2019,"Оптова торгівля молочними продуктами, яйцями, харчовими оліями та жирами",,,
2020,"Оптова торгівля молочними продуктами, яйцями, харчовими оліями та жирами",,,
2021,"Оптова торгівля молочними продуктами, яйцями, харчовими оліями та жирами",,,
2022,"Оптова торгівля молочними продуктами, яйцями, харчовими оліями та жирами",,,25.9
2023,"Оптова торгівля молочними продуктами, яйцями, харчовими оліями та жирами",,,25.8
2024,"Оптова торгівля молочними продуктами, яйцями, харчовими оліями та жирами",,,25.0
2025,"Оптова торгівля молочними продуктами, яйцями, харчовими оліями та жирами",,,25.5
2016,Оптова торгівля напоями,,,
2017,Оптова торгівля напоями,,,
2018,Оптова торгівля напоями,,,
2019,Оптова торгівля напоями,,,
2020,Оптова торгівля напоями,,,
2021,Оптова торгівля напоями,,,
2022,Оптова торгівля напоями,,,25.1
2023,Оптова торгівля напоями,,,24.5
2024,Оптова торгівля напоями,,,24.1
2025,Оптова торгівля напоями,,,24.6
2016,Оптова торгівля тютюновими виробами,,,
2017,Оптова торгівля тютюновими виробами,,,
2018,Оптова торгівля тютюновими виробами,,,
2019,Оптова торгівля тютюновими виробами,,,
2020,Оптова торгівля тютюновими виробами,,,
2021,Оптова торгівля тютюновими виробами,,,
2022,Оптова торгівля тютюновими виробами,,,22.7
2023,Оптова торгівля тютюновими виробами,,,23.5
2024,Оптова торгівля тютюновими виробами,,,22.4
2025,Оптова торгівля тютюновими виробами,,,22.5
2016,"Оптова торгівля цукром, шоколадом і кондитерськими виробами",,,
2017,"Оптова торгівля цукром, шоколадом і кондитерськими виробами",,,
2018,"Оптова торгівля цукром, шоколадом і кондитерськими виробами",,,
2019,"Оптова торгівля цукром, шоколадом і кондитерськими виробами",,,
2020,"Оптова торгівля цукром, шоколадом і кондитерськими виробами",,,
2021,"Оптова торгівля цукром, шоколадом і кондитерськими виробами",,,
2022,"Оптова торгівля цукром, шоколадом і кондитерськими виробами",,,28.6
2023,"Оптова торгівля цукром, шоколадом і кондитерськими виробами",,,27.9
2024,"Оптова торгівля цукром, шоколадом і кондитерськими виробами",,,27.8
2025,"Оптова торгівля цукром, шоколадом і кондитерськими виробами",,,27.7
2016,"Оптова торгівля кавою, чаєм, какао та прянощами",,,
2017,"Оптова торгівля кавою, чаєм, какао та прянощами",,,
2018,"Оптова торгівля кавою, чаєм, какао та прянощами",,,
2019,"Оптова торгівля кавою, чаєм, какао та прянощами",,,
2020,"Оптова торгівля кавою, чаєм, какао та прянощами",,,
2021,"Оптова торгівля кавою, чаєм, какао та прянощами",,,
2022,"Оптова торгівля кавою, чаєм, какао та прянощами",,,26.2
2023,"Оптова торгівля кавою, чаєм, какао та прянощами",,,26.1
2024,"Оптова торгівля кавою, чаєм, какао та прянощами",,,26.0
2025,"Оптова торгівля кавою, чаєм, какао та прянощами",,,26.2
2016,"Оптова торгівля іншими продуктами харчування, у тому числі рибою, ракоподібними і молюсками",,,
2017,"Оптова торгівля іншими продуктами харчування, у тому числі рибою, ракоподібними і молюсками",,,
2018,"Оптова торгівля іншими продуктами харчування, у тому числі рибою, ракоподібними і молюсками",,,
2019,"Оптова торгівля іншими продуктами харчування, у тому числі рибою, ракоподібними і молюсками",,,
2020,"Оптова торгівля іншими продуктами харчування, у тому числі рибою, ракоподібними і молюсками",,,
2021,"Оптова торгівля іншими продуктами харчування, у тому числі рибою, ракоподібними і молюсками",,,
2022,"Оптова торгівля іншими продуктами харчування, у тому числі рибою, ракоподібними і молюсками",,,26.2
2023,"Оптова торгівля іншими продуктами харчування, у тому числі рибою, ракоподібними і молюсками",,,26.0
2024,"Оптова торгівля іншими продуктами харчування, у тому числі рибою, ракоподібними і молюсками",,,25.4
2025,"Оптова торгівля іншими продуктами харчування, у тому числі рибою, ракоподібними і молюсками",,,25.8
2016,"Неспеціалізована оптова торгівля продуктами харчування, напоями та тютюновими виробами",,,
2017,"Неспеціалізована оптова торгівля продуктами харчування, напоями та тютюновими виробами",,,
2018,"Неспеціалізована оптова торгівля продуктами харчування, напоями та тютюновими виробами",,,
2019,"Неспеціалізована оптова торгівля продуктами харчування, напоями та тютюновими виробами",,,
2020,"Неспеціалізована оптова торгівля продуктами харчування, напоями та тютюновими виробами",,,
2021,"Неспеціалізована оптова торгівля продуктами харчування, напоями та тютюновими виробами",,,
2022,"Неспеціалізована оптова торгівля продуктами харчування, напоями та тютюновими виробами",,,25.7
2023,"Неспеціалізована оптова торгівля продуктами харчування, напоями та тютюновими виробами",,,26.0
2024,"Неспеціалізована оптова торгівля продуктами харчування, напоями та тютюновими виробами",,,25.5
2025,"Неспеціалізована оптова торгівля продуктами харчування, напоями та тютюновими виробами",,,26.2
2016,Оптова торгівля текстильними товарами,,,
2017,Оптова торгівля текстильними товарами,,,
2018,Оптова торгівля текстильними товарами,,,
2019,Оптова торгівля текстильними товарами,,,
2020,Оптова торгівля текстильними товарами,,,
2021,Оптова торгівля текстильними товарами,,,
2022,Оптова торгівля текстильними товарами,,,30.5
2023,Оптова торгівля текстильними товарами,,,30.1
2024,Оптова торгівля текстильними товарами,,,28.3
2025,Оптова торгівля текстильними товарами,,,30.5
2016,Оптова торгівля одягом і взуттям,,,
2017,Оптова торгівля одягом і взуттям,,,
2018,Оптова торгівля одягом і взуттям,,,
2019,Оптова торгівля одягом і взуттям,,,
2020,Оптова торгівля одягом і взуттям,,,
2021,Оптова торгівля одягом і взуттям,,,
2022,Оптова торгівля одягом і взуттям,,,31.1
2023,Оптова торгівля одягом і взуттям,,,30.7
2024,Оптова торгівля одягом і взуттям,,,30.2
2025,Оптова торгівля одягом і взуттям,,,30.9
2016,"Оптова торгівля побутовими електротоварами й електронною апаратурою побутового призначення для приймання, записування, відтворювання звуку й зображення",,,
2017,"Оптова торгівля побутовими електротоварами й електронною апаратурою побутового призначення для приймання, записування, відтворювання звуку й зображення",,,
2018,"Оптова торгівля побутовими електротоварами й електронною апаратурою побутового призначення для приймання, записування, відтворювання звуку й зображення",,,
2019,"Оптова торгівля побутовими електротоварами й електронною апаратурою побутового призначення для приймання, записування, відтворювання звуку й зображення",,,
2020,"Оптова торгівля побутовими електротоварами й електронною апаратурою побутового призначення для приймання, записування, відтворювання звуку й зображення",,,
2021,"Оптова торгівля побутовими електротоварами й електронною апаратурою побутового призначення для приймання, записування, відтворювання звуку й зображення",,,
2022,"Оптова торгівля побутовими електротоварами й електронною апаратурою побутового призначення для приймання, записування, відтворювання звуку й зображення",,,19.9
2023,"Оптова торгівля побутовими електротоварами й електронною апаратурою побутового призначення для приймання, записування, відтворювання звуку й зображення",,,19.9
2024,"Оптова торгівля побутовими електротоварами й електронною апаратурою побутового призначення для приймання, записування, відтворювання звуку й зображення",,,20.2
2025,"Оптова торгівля побутовими електротоварами й електронною апаратурою побутового призначення для приймання, записування, відтворювання звуку й зображення",,,21.2
2016,"Оптова торгівля фарфором, скляним посудом і засобами для чищення",,,
2017,"Оптова торгівля фарфором, скляним посудом і засобами для чищення",,,
2018,"Оптова торгівля фарфором, скляним посудом і засобами для чищення",,,
2019,"Оптова торгівля фарфором, скляним посудом і засобами для чищення",,,
2020,"Оптова торгівля фарфором, скляним посудом і засобами для чищення",,,
2021,"Оптова торгівля фарфором, скляним посудом і засобами для чищення",,,
2022,"Оптова торгівля фарфором, скляним посудом і засобами для чищення",,,28.9
2023,"Оптова торгівля фарфором, скляним посудом і засобами для чищення",,,28.8
2024,"Оптова торгівля фарфором, скляним посудом і засобами для чищення",,,27.9
2025,"Оптова торгівля фарфором, скляним посудом і засобами для чищення",,,27.7
2016,Оптова торгівля парфумними та косметичними товарами,,,
2017,Оптова торгівля парфумними та косметичними товарами,,,
2018,Оптова торгівля парфумними та косметичними товарами,,,
2019,Оптова торгівля парфумними та косметичними товарами,,,
2020,Оптова торгівля парфумними та косметичними товарами,,,
2021,Оптова торгівля парфумними та косметичними товарами,,,
2022,Оптова торгівля парфумними та косметичними товарами,,,40.0
2023,Оптова торгівля парфумними та косметичними товарами,,,40.5
2024,Оптова торгівля парфумними та косметичними товарами,,,39.9
2025,Оптова торгівля парфумними та косметичними товарами,,,41.1
2016,Оптова торгівля фармацевтичними товарами,,,
2017,Оптова торгівля фармацевтичними товарами,,,
2018,Оптова торгівля фармацевтичними товарами,,,
2019,Оптова торгівля фармацевтичними товарами,,,
2020,Оптова торгівля фармацевтичними товарами,,,
2021,Оптова торгівля фармацевтичними товарами,,,
2022,Оптова торгівля фармацевтичними товарами,,,31.0
2023,Оптова торгівля фармацевтичними товарами,,,31.1
2024,Оптова торгівля фармацевтичними товарами,,,30.9
2025,Оптова торгівля фармацевтичними товарами,,,32.0
2016,"Оптова торгівля меблями, килимами й освітлювальним приладдям",,,
2017,"Оптова торгівля меблями, килимами й освітлювальним приладдям",,,
2018,"Оптова торгівля меблями, килимами й освітлювальним приладдям",,,
2019,"Оптова торгівля меблями, килимами й освітлювальним приладдям",,,
2020,"Оптова торгівля меблями, килимами й освітлювальним приладдям",,,
2021,"Оптова торгівля меблями, килимами й освітлювальним приладдям",,,
2022,"Оптова торгівля меблями, килимами й освітлювальним приладдям",,,25.4
2023,"Оптова торгівля меблями, килимами й освітлювальним приладдям",,,25.8
2024,"Оптова торгівля меблями, килимами й освітлювальним приладдям",,,25.4
2025,"Оптова торгівля меблями, килимами й освітлювальним приладдям",,,26.6
2016,Оптова торгівля годинниками та ювелірними виробами,,,
2017,Оптова торгівля годинниками та ювелірними виробами,,,
2018,Оптова торгівля годинниками та ювелірними виробами,,,
2019,Оптова торгівля годинниками та ювелірними виробами,,,
2020,Оптова торгівля годинниками та ювелірними виробами,,,
2021,Оптова торгівля годинниками та ювелірними виробами,,,
2022,Оптова торгівля годинниками та ювелірними виробами,,,42.9
2023,Оптова торгівля годинниками та ювелірними виробами,,,42.9
2024,Оптова торгівля годинниками та ювелірними виробами,,,45.1
2025,Оптова торгівля годинниками та ювелірними виробами,,,47.6
2016,Оптова торгівля іншими товарами господарського призначення,,,
2017,Оптова торгівля іншими товарами господарського призначення,,,
2018,Оптова торгівля іншими товарами господарського призначення,,,
2019,Оптова торгівля іншими товарами господарського призначення,,,
2020,Оптова торгівля іншими товарами господарського призначення,,,
2021,Оптова торгівля іншими товарами господарського призначення,,,
2022,Оптова торгівля іншими товарами господарського призначення,,,26.9
2023,Оптова торгівля іншими товарами господарського призначення,,,26.5
2024,Оптова торгівля іншими товарами господарського призначення,,,26.5
2025,Оптова торгівля іншими товарами господарського призначення,,,28.2
2016,"Оптова торгівля комп'ютерами, периферійним устаткованням і програмним забезпеченням",,,
2017,"Оптова торгівля комп'ютерами, периферійним устаткованням і програмним забезпеченням",,,
2018,"Оптова торгівля комп'ютерами, периферійним устаткованням і програмним забезпеченням",,,
2019,"Оптова торгівля комп'ютерами, периферійним устаткованням і програмним забезпеченням",,,
2020,"Оптова торгівля комп'ютерами, периферійним устаткованням і програмним забезпеченням",,,
2021,"Оптова торгівля комп'ютерами, периферійним устаткованням і програмним забезпеченням",,,
2022,"Оптова торгівля комп'ютерами, периферійним устаткованням і програмним забезпеченням",,,16.7
2023,"Оптова торгівля комп'ютерами, периферійним устаткованням і програмним забезпеченням",,,17.0
2024,"Оптова торгівля комп'ютерами, периферійним устаткованням і програмним забезпеченням",,,16.8
2025,"Оптова торгівля комп'ютерами, периферійним устаткованням і програмним забезпеченням",,,18.9
2016,"Оптова торгівля електронним і телекомунікаційним устаткованням, деталями до нього",,,
2017,"Оптова торгівля електронним і телекомунікаційним устаткованням, деталями до нього",,,
2018,"Оптова торгівля електронним і телекомунікаційним устаткованням, деталями до нього",,,
2019,"Оптова торгівля електронним і телекомунікаційним устаткованням, деталями до нього",,,
2020,"Оптова торгівля електронним і телекомунікаційним устаткованням, деталями до нього",,,
2021,"Оптова торгівля електронним і телекомунікаційним устаткованням, деталями до нього",,,
2022,"Оптова торгівля електронним і телекомунікаційним устаткованням, деталями до нього",,,22.3
2023,"Оптова торгівля електронним і телекомунікаційним устаткованням, деталями до нього",,,22.6
2024,"Оптова торгівля електронним і телекомунікаційним устаткованням, деталями до нього",,,23.0
2025,"Оптова торгівля електронним і телекомунікаційним устаткованням, деталями до нього",,,23.9
2016,Оптова торгівля сільськогосподарськими машинами й устаткованням,,,
2017,Оптова торгівля сільськогосподарськими машинами й устаткованням,,,
2018,Оптова торгівля сільськогосподарськими машинами й устаткованням,,,
2019,Оптова торгівля сільськогосподарськими машинами й устаткованням,,,
2020,Оптова торгівля сільськогосподарськими машинами й устаткованням,,,
2021,Оптова торгівля сільськогосподарськими машинами й устаткованням,,,
2022,Оптова торгівля сільськогосподарськими машинами й устаткованням,,,18.5
2023,Оптова торгівля сільськогосподарськими машинами й устаткованням,,,18.8
2024,Оптова торгівля сільськогосподарськими машинами й устаткованням,,,18.6
2025,Оптова торгівля сільськогосподарськими машинами й устаткованням,,,19.0
